image_id,source,alignment_score,artifact_score,class_id,alignment_norm,artifact_norm,composite_product,composite_harmonic
11,Sys_VAR_noexpert_2,3.45,4.6,7,0.6900000000000001,0.9199999999999999,0.6348,0.7885714285714287
11,Sys_VAR_noexpert_3,3.2,4.1,7,0.64,0.82,0.5247999999999999,0.718904109589041
12,User_VAR_500_1,5.0,2.0,7,1.0,0.4,0.4,0.5714285714285715
12,User_VAR_500_2,4.09,3.0,7,0.818,0.6,0.49079999999999996,0.6922425952045134
12,User_VAR_500_3,4.09,3.0,7,0.818,0.6,0.49079999999999996,0.6922425952045134
12,Sys_VAR_noexpert_1,4.65,4.35,7,0.93,0.8699999999999999,0.8090999999999999,0.899
12,Sys_VAR_noexpert_2,3.65,3.8,7,0.73,0.76,0.5548,0.7446979865771811
12,Sys_VAR_noexpert_3,4.2,4.6,7,0.8400000000000001,0.9199999999999999,0.7728,0.8781818181818182
13,User_VAR_500_1,5.0,4.0,7,1.0,0.8,0.8,0.888888888888889
13,User_VAR_500_2,5.0,4.0,7,1.0,0.8,0.8,0.888888888888889
13,User_VAR_500_3,5.0,5.0,7,1.0,1.0,1.0,1.0
13,Sys_VAR_noexpert_1,4.35,4.65,7,0.8699999999999999,0.93,0.8090999999999999,0.899
13,Sys_VAR_noexpert_2,4.85,5.0,7,0.97,1.0,0.97,0.9847715736040609
13,Sys_VAR_noexpert_3,4.35,4.65,7,0.8699999999999999,0.93,0.8090999999999999,0.899
14,User_VAR_500_1,5.0,3.0,7,1.0,0.6,0.6,0.7499999999999999
14,User_VAR_500_2,5.0,2.0,7,1.0,0.4,0.4,0.5714285714285715
14,User_VAR_500_3,5.0,2.0,7,1.0,0.4,0.4,0.5714285714285715
14,Sys_VAR_noexpert_1,3.85,4.2,7,0.77,0.8400000000000001,0.6468,0.8034782608695652
14,Sys_VAR_noexpert_2,4.2,3.8,7,0.8400000000000001,0.76,0.6384000000000001,0.798
14,Sys_VAR_noexpert_3,4.85,4.2,7,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
18,User_VAR_500_1,3.33,3.0,7,0.666,0.6,0.3996,0.6312796208530805
18,User_VAR_500_2,3.33,3.0,7,0.666,0.6,0.3996,0.6312796208530805
18,User_VAR_500_3,3.33,3.0,7,0.666,0.6,0.3996,0.6312796208530805
18,Sys_VAR_noexpert_1,3.45,3.8,7,0.6900000000000001,0.76,0.5244000000000001,0.7233103448275863
18,Sys_VAR_noexpert_2,3.45,3.8,7,0.6900000000000001,0.76,0.5244000000000001,0.7233103448275863
18,Sys_VAR_noexpert_3,3.45,3.8,7,0.6900000000000001,0.76,0.5244000000000001,0.7233103448275863
20,User_VAR_500_1,5.0,3.0,10,1.0,0.6,0.6,0.7499999999999999
20,User_VAR_500_2,5.0,5.0,10,1.0,1.0,1.0,1.0
20,User_VAR_500_3,3.75,4.0,10,0.75,0.8,0.6000000000000001,0.7741935483870969
20,Sys_VAR_noexpert_1,4.85,4.2,10,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
20,Sys_VAR_noexpert_2,5.0,5.0,10,1.0,1.0,1.0,1.0
20,Sys_VAR_noexpert_3,4.92,4.85,10,0.984,0.97,0.95448,0.976949846468782
21,User_VAR_500_1,4.44,2.0,10,0.8880000000000001,0.4,0.35520000000000007,0.5515527950310559
21,User_VAR_500_2,4.38,3.0,10,0.876,0.6,0.5256,0.7121951219512195
21,User_VAR_500_3,4.38,3.0,10,0.876,0.6,0.5256,0.7121951219512195
21,Sys_VAR_noexpert_1,3.2,2.1,10,0.64,0.42000000000000004,0.26880000000000004,0.5071698113207548
21,Sys_VAR_noexpert_2,2.85,3.2,10,0.5700000000000001,0.64,0.36480000000000007,0.6029752066115703
21,Sys_VAR_noexpert_3,3.85,3.2,10,0.77,0.64,0.4928,0.6990070921985815
26,User_VAR_500_1,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
26,User_VAR_500_2,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
26,User_VAR_500_3,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
26,Sys_VAR_noexpert_1,5.0,5.0,10,1.0,1.0,1.0,1.0
26,Sys_VAR_noexpert_2,5.0,5.0,10,1.0,1.0,1.0,1.0
26,Sys_VAR_noexpert_3,5.0,5.0,10,1.0,1.0,1.0,1.0
27,User_VAR_500_1,3.33,4.0,10,0.666,0.8,0.5328,0.7268758526603001
27,User_VAR_500_2,3.33,4.0,10,0.666,0.8,0.5328,0.7268758526603001
27,User_VAR_500_3,5.0,4.0,10,1.0,0.8,0.8,0.888888888888889
27,Sys_VAR_noexpert_1,3.85,4.2,10,0.77,0.8400000000000001,0.6468,0.8034782608695652
27,Sys_VAR_noexpert_2,4.35,4.6,10,0.8699999999999999,0.9199999999999999,0.8003999999999998,0.8943016759776535
27,Sys_VAR_noexpert_3,3.65,4.1,10,0.73,0.82,0.5985999999999999,0.7723870967741935
29,User_VAR_500_1,3.89,5.0,10,0.778,1.0,0.778,0.875140607424072
29,User_VAR_500_2,4.0,2.0,10,0.8,0.4,0.32000000000000006,0.5333333333333333
29,User_VAR_500_3,4.38,2.0,10,0.876,0.4,0.35040000000000004,0.5492163009404389
29,Sys_VAR_noexpert_1,3.85,4.2,10,0.77,0.8400000000000001,0.6468,0.8034782608695652
29,Sys_VAR_noexpert_2,4.85,5.0,10,0.97,1.0,0.97,0.9847715736040609
29,Sys_VAR_noexpert_3,4.65,4.75,10,0.93,0.95,0.8835,0.9398936170212766
30,User_VAR_500_1,4.0,3.0,25,0.8,0.6,0.48,0.6857142857142857
30,User_VAR_500_2,4.0,4.0,25,0.8,0.8,0.6400000000000001,0.8000000000000002
30,User_VAR_500_3,4.0,4.0,25,0.8,0.8,0.6400000000000001,0.8000000000000002
30,Sys_VAR_noexpert_1,3.85,4.2,25,0.77,0.8400000000000001,0.6468,0.8034782608695652
30,Sys_VAR_noexpert_2,4.12,3.85,25,0.8240000000000001,0.77,0.63448,0.7960853199498118
30,Sys_VAR_noexpert_3,3.85,4.2,25,0.77,0.8400000000000001,0.6468,0.8034782608695652
33,User_VAR_500_1,4.29,4.0,25,0.858,0.8,0.6864,0.8279855247285887
33,User_VAR_500_2,4.29,4.0,25,0.858,0.8,0.6864,0.8279855247285887
33,User_VAR_500_3,4.29,4.0,25,0.858,0.8,0.6864,0.8279855247285887
33,Sys_VAR_noexpert_1,3.65,3.9,25,0.73,0.78,0.5694,0.7541721854304636
33,Sys_VAR_noexpert_2,3.65,4.35,25,0.73,0.8699999999999999,0.6350999999999999,0.7938749999999999
33,Sys_VAR_noexpert_3,3.15,2.9,25,0.63,0.58,0.3654,0.6039669421487603
35,User_VAR_500_1,5.0,2.0,25,1.0,0.4,0.4,0.5714285714285715
35,User_VAR_500_2,5.0,2.0,25,1.0,0.4,0.4,0.5714285714285715
35,User_VAR_500_3,5.0,5.0,25,1.0,1.0,1.0,1.0
35,Sys_VAR_noexpert_1,4.15,5.0,25,0.8300000000000001,1.0,0.8300000000000001,0.907103825136612
35,Sys_VAR_noexpert_2,5.0,5.0,25,1.0,1.0,1.0,1.0
35,Sys_VAR_noexpert_3,5.0,5.0,25,1.0,1.0,1.0,1.0
36,User_VAR_500_1,3.57,4.0,25,0.714,0.8,0.5712,0.7545574636723911
36,User_VAR_500_2,4.29,3.0,25,0.858,0.6,0.5147999999999999,0.7061728395061727
36,User_VAR_500_3,3.57,3.0,25,0.714,0.6,0.42839999999999995,0.6520547945205478
36,Sys_VAR_noexpert_1,5.0,5.0,25,1.0,1.0,1.0,1.0
36,Sys_VAR_noexpert_2,3.45,3.82,25,0.6900000000000001,0.764,0.5271600000000001,0.7251169188445667
36,Sys_VAR_noexpert_3,3.45,2.8,25,0.6900000000000001,0.5599999999999999,0.38639999999999997,0.6182399999999999
38,User_VAR_500_1,5.0,5.0,25,1.0,1.0,1.0,1.0
38,User_VAR_500_2,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
38,User_VAR_500_3,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
38,Sys_VAR_noexpert_1,2.85,3.2,25,0.5700000000000001,0.64,0.36480000000000007,0.6029752066115703
38,Sys_VAR_noexpert_2,4.35,4.6,25,0.8699999999999999,0.9199999999999999,0.8003999999999998,0.8943016759776535
38,Sys_VAR_noexpert_3,4.85,5.0,25,0.97,1.0,0.97,0.9847715736040609
43,User_VAR_500_1,3.75,4.0,35,0.75,0.8,0.6000000000000001,0.7741935483870969
43,User_VAR_500_2,4.0,4.0,35,0.8,0.8,0.6400000000000001,0.8000000000000002
43,User_VAR_500_3,3.75,4.0,35,0.75,0.8,0.6000000000000001,0.7741935483870969
43,Sys_VAR_noexpert_1,2.85,3.6,35,0.5700000000000001,0.72,0.41040000000000004,0.6362790697674419
43,Sys_VAR_noexpert_2,2.85,3.92,35,0.5700000000000001,0.784,0.44688000000000005,0.6600886262924668
43,Sys_VAR_noexpert_3,4.2,3.8,35,0.8400000000000001,0.76,0.6384000000000001,0.798
44,User_VAR_500_1,4.0,2.0,35,0.8,0.4,0.32000000000000006,0.5333333333333333
44,User_VAR_500_2,4.0,2.0,35,0.8,0.4,0.32000000000000006,0.5333333333333333
44,User_VAR_500_3,4.0,2.0,35,0.8,0.4,0.32000000000000006,0.5333333333333333
44,Sys_VAR_noexpert_1,3.42,2.85,35,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
44,Sys_VAR_noexpert_2,3.42,2.85,35,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
44,Sys_VAR_noexpert_3,3.42,2.15,35,0.6839999999999999,0.43,0.29412,0.5280430879712747
46,User_VAR_500_1,5.0,3.0,35,1.0,0.6,0.6,0.7499999999999999
46,User_VAR_500_2,5.0,3.0,35,1.0,0.6,0.6,0.7499999999999999
46,User_VAR_500_3,5.0,2.0,35,1.0,0.4,0.4,0.5714285714285715
46,Sys_VAR_noexpert_1,3.42,3.85,35,0.6839999999999999,0.77,0.5266799999999999,0.7244566712517193
46,Sys_VAR_noexpert_2,4.65,4.35,35,0.93,0.8699999999999999,0.8090999999999999,0.899
46,Sys_VAR_noexpert_3,4.65,3.85,35,0.93,0.77,0.7161000000000001,0.8424705882352941
47,User_VAR_500_1,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
47,User_VAR_500_2,4.17,4.0,35,0.834,0.8,0.6672,0.8166462668298654
47,User_VAR_500_3,4.17,4.0,35,0.834,0.8,0.6672,0.8166462668298654
47,Sys_VAR_noexpert_1,4.65,3.85,35,0.93,0.77,0.7161000000000001,0.8424705882352941
47,Sys_VAR_noexpert_2,4.35,4.65,35,0.8699999999999999,0.93,0.8090999999999999,0.899
47,Sys_VAR_noexpert_3,4.35,4.6,35,0.8699999999999999,0.9199999999999999,0.8003999999999998,0.8943016759776535
48,User_VAR_500_1,4.0,4.0,35,0.8,0.8,0.6400000000000001,0.8000000000000002
48,User_VAR_500_2,4.0,3.0,35,0.8,0.6,0.48,0.6857142857142857
48,User_VAR_500_3,4.0,3.0,35,0.8,0.6,0.48,0.6857142857142857
48,Sys_VAR_noexpert_1,2.85,3.6,35,0.5700000000000001,0.72,0.41040000000000004,0.6362790697674419
48,Sys_VAR_noexpert_2,1.85,3.65,35,0.37,0.73,0.2701,0.4910909090909091
48,Sys_VAR_noexpert_3,1.24,3.85,35,0.248,0.77,0.19096,0.37516699410609033
50,User_VAR_500_1,5.0,5.0,39,1.0,1.0,1.0,1.0
50,User_VAR_500_2,5.0,3.0,39,1.0,0.6,0.6,0.7499999999999999
50,User_VAR_500_3,5.0,3.0,39,1.0,0.6,0.6,0.7499999999999999
50,Sys_VAR_noexpert_1,4.85,5.0,39,0.97,1.0,0.97,0.9847715736040609
50,Sys_VAR_noexpert_2,5.0,5.0,39,1.0,1.0,1.0,1.0
50,Sys_VAR_noexpert_3,5.0,5.0,39,1.0,1.0,1.0,1.0
52,User_VAR_500_1,5.0,5.0,39,1.0,1.0,1.0,1.0
52,User_VAR_500_2,5.0,5.0,39,1.0,1.0,1.0,1.0
52,User_VAR_500_3,5.0,5.0,39,1.0,1.0,1.0,1.0
52,Sys_VAR_noexpert_1,5.0,5.0,39,1.0,1.0,1.0,1.0
52,Sys_VAR_noexpert_2,5.0,5.0,39,1.0,1.0,1.0,1.0
52,Sys_VAR_noexpert_3,5.0,5.0,39,1.0,1.0,1.0,1.0
53,User_VAR_500_1,4.29,5.0,39,0.858,1.0,0.858,0.9235737351991388
53,User_VAR_500_2,4.29,5.0,39,0.858,1.0,0.858,0.9235737351991388
53,User_VAR_500_3,5.0,5.0,39,1.0,1.0,1.0,1.0
53,Sys_VAR_noexpert_1,4.85,5.0,39,0.97,1.0,0.97,0.9847715736040609
53,Sys_VAR_noexpert_2,4.85,5.0,39,0.97,1.0,0.97,0.9847715736040609
53,Sys_VAR_noexpert_3,4.85,5.0,39,0.97,1.0,0.97,0.9847715736040609
54,User_VAR_500_1,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
54,User_VAR_500_2,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
54,User_VAR_500_3,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
54,Sys_VAR_noexpert_1,4.85,3.65,39,0.97,0.73,0.7081,0.8330588235294117
54,Sys_VAR_noexpert_2,4.65,4.35,39,0.93,0.8699999999999999,0.8090999999999999,0.899
54,Sys_VAR_noexpert_3,4.65,3.92,39,0.93,0.784,0.7291200000000001,0.8507817969661612
55,User_VAR_500_1,4.29,4.0,39,0.858,0.8,0.6864,0.8279855247285887
55,User_VAR_500_2,4.29,5.0,39,0.858,1.0,0.858,0.9235737351991388
55,User_VAR_500_3,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
55,Sys_VAR_noexpert_1,4.85,5.0,39,0.97,1.0,0.97,0.9847715736040609
55,Sys_VAR_noexpert_2,4.85,5.0,39,0.97,1.0,0.97,0.9847715736040609
55,Sys_VAR_noexpert_3,4.85,5.0,39,0.97,1.0,0.97,0.9847715736040609
61,User_VAR_500_1,5.0,2.0,49,1.0,0.4,0.4,0.5714285714285715
61,User_VAR_500_2,5.0,2.0,49,1.0,0.4,0.4,0.5714285714285715
61,User_VAR_500_3,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
61,Sys_VAR_noexpert_1,4.85,4.6,49,0.97,0.9199999999999999,0.8923999999999999,0.9443386243386243
61,Sys_VAR_noexpert_2,4.65,4.35,49,0.93,0.8699999999999999,0.8090999999999999,0.899
61,Sys_VAR_noexpert_3,4.85,5.0,49,0.97,1.0,0.97,0.9847715736040609
62,User_VAR_500_1,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
62,User_VAR_500_2,5.0,2.0,49,1.0,0.4,0.4,0.5714285714285715
62,User_VAR_500_3,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
62,Sys_VAR_noexpert_1,3.85,4.6,49,0.77,0.9199999999999999,0.7083999999999999,0.8383431952662721
62,Sys_VAR_noexpert_2,3.85,3.92,49,0.77,0.784,0.60368,0.7769369369369369
62,Sys_VAR_noexpert_3,3.85,4.2,49,0.77,0.8400000000000001,0.6468,0.8034782608695652
64,User_VAR_500_1,4.29,2.0,49,0.858,0.4,0.3432,0.5456279809220985
64,User_VAR_500_2,4.29,3.0,49,0.858,0.6,0.5147999999999999,0.7061728395061727
64,User_VAR_500_3,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
64,Sys_VAR_noexpert_1,4.65,3.85,49,0.93,0.77,0.7161000000000001,0.8424705882352941
64,Sys_VAR_noexpert_2,4.35,3.6,49,0.8699999999999999,0.72,0.6263999999999998,0.7879245283018866
64,Sys_VAR_noexpert_3,4.65,3.85,49,0.93,0.77,0.7161000000000001,0.8424705882352941
65,User_VAR_500_1,3.12,3.0,49,0.624,0.6,0.3744,0.611764705882353
65,User_VAR_500_2,5.0,2.0,49,1.0,0.4,0.4,0.5714285714285715
65,User_VAR_500_3,5.0,2.0,49,1.0,0.4,0.4,0.5714285714285715
65,Sys_VAR_noexpert_1,4.35,4.1,49,0.8699999999999999,0.82,0.7133999999999998,0.8442603550295856
65,Sys_VAR_noexpert_2,3.85,3.6,49,0.77,0.72,0.5544,0.7441610738255033
65,Sys_VAR_noexpert_3,4.85,4.6,49,0.97,0.9199999999999999,0.8923999999999999,0.9443386243386243
67,User_VAR_500_1,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
67,User_VAR_500_2,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
67,User_VAR_500_3,5.0,5.0,49,1.0,1.0,1.0,1.0
67,Sys_VAR_noexpert_1,4.65,4.35,49,0.93,0.8699999999999999,0.8090999999999999,0.899
67,Sys_VAR_noexpert_2,4.65,4.35,49,0.93,0.8699999999999999,0.8090999999999999,0.899
67,Sys_VAR_noexpert_3,4.65,4.35,49,0.93,0.8699999999999999,0.8090999999999999,0.899
70,User_VAR_500_1,5.0,4.0,51,1.0,0.8,0.8,0.888888888888889
70,User_VAR_500_2,5.0,4.0,51,1.0,0.8,0.8,0.888888888888889
70,User_VAR_500_3,5.0,2.0,51,1.0,0.4,0.4,0.5714285714285715
70,Sys_VAR_noexpert_1,3.85,3.6,51,0.77,0.72,0.5544,0.7441610738255033
70,Sys_VAR_noexpert_2,4.85,5.0,51,0.97,1.0,0.97,0.9847715736040609
70,Sys_VAR_noexpert_3,5.0,5.0,51,1.0,1.0,1.0,1.0
71,User_VAR_500_1,2.86,2.0,51,0.572,0.4,0.2288,0.47078189300411527
71,User_VAR_500_2,4.0,3.0,51,0.8,0.6,0.48,0.6857142857142857
71,User_VAR_500_3,4.0,2.0,51,0.8,0.4,0.32000000000000006,0.5333333333333333
71,Sys_VAR_noexpert_1,2.85,2.1,51,0.5700000000000001,0.42000000000000004,0.23940000000000006,0.4836363636363637
71,Sys_VAR_noexpert_2,2.85,1.92,51,0.5700000000000001,0.384,0.21888000000000002,0.4588679245283019
71,Sys_VAR_noexpert_3,2.15,1.8,51,0.43,0.36,0.1548,0.39189873417721516
72,User_VAR_500_1,3.75,2.0,51,0.75,0.4,0.30000000000000004,0.5217391304347827
72,User_VAR_500_2,3.75,2.0,51,0.75,0.4,0.30000000000000004,0.5217391304347827
72,User_VAR_500_3,5.0,3.0,51,1.0,0.6,0.6,0.7499999999999999
72,Sys_VAR_noexpert_1,2.15,3.8,51,0.43,0.76,0.3268,0.5492436974789916
72,Sys_VAR_noexpert_2,3.45,3.8,51,0.6900000000000001,0.76,0.5244000000000001,0.7233103448275863
72,Sys_VAR_noexpert_3,3.45,3.82,51,0.6900000000000001,0.764,0.5271600000000001,0.7251169188445667
76,User_VAR_500_1,5.0,5.0,51,1.0,1.0,1.0,1.0
76,User_VAR_500_2,5.0,5.0,51,1.0,1.0,1.0,1.0
76,User_VAR_500_3,5.0,5.0,51,1.0,1.0,1.0,1.0
76,Sys_VAR_noexpert_1,4.65,5.0,51,0.93,1.0,0.93,0.9637305699481865
76,Sys_VAR_noexpert_2,4.65,5.0,51,0.93,1.0,0.93,0.9637305699481865
76,Sys_VAR_noexpert_3,2.15,3.85,51,0.43,0.77,0.3311,0.5518333333333334
79,User_VAR_500_1,5.0,5.0,51,1.0,1.0,1.0,1.0
79,User_VAR_500_2,5.0,5.0,51,1.0,1.0,1.0,1.0
79,User_VAR_500_3,5.0,5.0,51,1.0,1.0,1.0,1.0
79,Sys_VAR_noexpert_1,4.15,5.0,51,0.8300000000000001,1.0,0.8300000000000001,0.907103825136612
79,Sys_VAR_noexpert_2,4.25,5.0,51,0.85,1.0,0.85,0.9189189189189189
79,Sys_VAR_noexpert_3,5.0,5.0,51,1.0,1.0,1.0,1.0
80,User_VAR_500_1,5.0,5.0,52,1.0,1.0,1.0,1.0
80,User_VAR_500_2,5.0,5.0,52,1.0,1.0,1.0,1.0
80,User_VAR_500_3,5.0,5.0,52,1.0,1.0,1.0,1.0
80,Sys_VAR_noexpert_1,5.0,5.0,52,1.0,1.0,1.0,1.0
80,Sys_VAR_noexpert_2,5.0,5.0,52,1.0,1.0,1.0,1.0
80,Sys_VAR_noexpert_3,5.0,5.0,52,1.0,1.0,1.0,1.0
83,User_VAR_500_1,5.0,3.0,52,1.0,0.6,0.6,0.7499999999999999
83,User_VAR_500_2,5.0,3.0,52,1.0,0.6,0.6,0.7499999999999999
83,User_VAR_500_3,5.0,3.0,52,1.0,0.6,0.6,0.7499999999999999
83,Sys_VAR_noexpert_1,4.92,5.0,52,0.984,1.0,0.984,0.9919354838709677
83,Sys_VAR_noexpert_2,4.85,4.6,52,0.97,0.9199999999999999,0.8923999999999999,0.9443386243386243
83,Sys_VAR_noexpert_3,4.85,4.6,52,0.97,0.9199999999999999,0.8923999999999999,0.9443386243386243
84,User_VAR_500_1,5.0,5.0,52,1.0,1.0,1.0,1.0
84,User_VAR_500_2,5.0,5.0,52,1.0,1.0,1.0,1.0
84,User_VAR_500_3,5.0,5.0,52,1.0,1.0,1.0,1.0
84,Sys_VAR_noexpert_1,5.0,5.0,52,1.0,1.0,1.0,1.0
84,Sys_VAR_noexpert_2,5.0,5.0,52,1.0,1.0,1.0,1.0
84,Sys_VAR_noexpert_3,5.0,5.0,52,1.0,1.0,1.0,1.0
85,User_VAR_500_1,4.17,4.0,52,0.834,0.8,0.6672,0.8166462668298654
85,User_VAR_500_2,4.29,4.0,52,0.858,0.8,0.6864,0.8279855247285887
85,User_VAR_500_3,4.17,4.0,52,0.834,0.8,0.6672,0.8166462668298654
85,Sys_VAR_noexpert_1,2.15,3.85,52,0.43,0.77,0.3311,0.5518333333333334
85,Sys_VAR_noexpert_2,2.15,2.85,52,0.43,0.5700000000000001,0.2451,0.4902
85,Sys_VAR_noexpert_3,1.85,3.65,52,0.37,0.73,0.2701,0.4910909090909091
89,User_VAR_500_1,5.0,5.0,52,1.0,1.0,1.0,1.0
89,User_VAR_500_2,5.0,5.0,52,1.0,1.0,1.0,1.0
89,User_VAR_500_3,5.0,5.0,52,1.0,1.0,1.0,1.0
89,Sys_VAR_noexpert_1,5.0,5.0,52,1.0,1.0,1.0,1.0
89,Sys_VAR_noexpert_2,5.0,5.0,52,1.0,1.0,1.0,1.0
89,Sys_VAR_noexpert_3,5.0,5.0,52,1.0,1.0,1.0,1.0
90,User_VAR_500_1,5.0,3.0,64,1.0,0.6,0.6,0.7499999999999999
90,User_VAR_500_2,5.0,5.0,64,1.0,1.0,1.0,1.0
90,User_VAR_500_3,5.0,5.0,64,1.0,1.0,1.0,1.0
90,Sys_VAR_noexpert_1,2.85,3.9,64,0.5700000000000001,0.78,0.44460000000000005,0.6586666666666667
90,Sys_VAR_noexpert_2,1.85,3.6,64,0.37,0.72,0.26639999999999997,0.4888073394495413
90,Sys_VAR_noexpert_3,2.85,3.9,64,0.5700000000000001,0.78,0.44460000000000005,0.6586666666666667
91,User_VAR_500_1,3.57,3.0,64,0.714,0.6,0.42839999999999995,0.6520547945205478
91,User_VAR_500_2,2.86,4.0,64,0.572,0.8,0.4576,0.6670553935860059
91,User_VAR_500_3,2.14,4.0,64,0.42800000000000005,0.8,0.34240000000000004,0.5576547231270358
91,Sys_VAR_noexpert_1,2.85,2.1,64,0.5700000000000001,0.42000000000000004,0.23940000000000006,0.4836363636363637
91,Sys_VAR_noexpert_2,2.85,2.4,64,0.5700000000000001,0.48,0.2736,0.5211428571428571
91,Sys_VAR_noexpert_3,3.85,3.42,64,0.77,0.6839999999999999,0.5266799999999999,0.7244566712517193
94,User_VAR_500_1,2.86,3.0,64,0.572,0.6,0.34319999999999995,0.5856655290102388
94,User_VAR_500_2,2.86,2.0,64,0.572,0.4,0.2288,0.47078189300411527
94,User_VAR_500_3,2.86,2.0,64,0.572,0.4,0.2288,0.47078189300411527
94,Sys_VAR_noexpert_1,1.2,3.8,64,0.24,0.76,0.1824,0.3648
94,Sys_VAR_noexpert_2,1.85,3.9,64,0.37,0.78,0.2886,0.5019130434782609
94,Sys_VAR_noexpert_3,2.15,3.85,64,0.43,0.77,0.3311,0.5518333333333334
96,User_VAR_500_1,4.29,3.0,64,0.858,0.6,0.5147999999999999,0.7061728395061727
96,User_VAR_500_2,4.29,4.0,64,0.858,0.8,0.6864,0.8279855247285887
96,User_VAR_500_3,4.29,3.0,64,0.858,0.6,0.5147999999999999,0.7061728395061727
96,Sys_VAR_noexpert_1,2.85,3.6,64,0.5700000000000001,0.72,0.41040000000000004,0.6362790697674419
