image_id,source,alignment_score,artifact_score,class_id
14,User_VAR_500_2,5.0,2.0,7
14,User_VAR_500_3,5.0,2.0,7
14,Sys_VAR_noexpert_1,3.85,4.2,7
14,Sys_VAR_noexpert_2,4.2,3.8,7
14,Sys_VAR_noexpert_3,4.85,4.2,7
18,User_VAR_500_1,3.33,3.0,7
18,User_VAR_500_2,3.33,3.0,7
18,User_VAR_500_3,3.33,3.0,7
18,Sys_VAR_noexpert_1,3.45,3.8,7
18,Sys_VAR_noexpert_2,3.45,3.8,7
18,Sys_VAR_noexpert_3,3.45,3.8,7
20,User_VAR_500_1,5.0,3.0,10
20,User_VAR_500_2,5.0,5.0,10
20,User_VAR_500_3,3.75,4.0,10
20,Sys_VAR_noexpert_1,4.85,4.2,10
20,Sys_VAR_noexpert_2,5.0,5.0,10
20,Sys_VAR_noexpert_3,4.92,4.85,10
21,User_VAR_500_1,4.44,2.0,10
21,User_VAR_500_2,4.38,3.0,10
21,User_VAR_500_3,4.38,3.0,10
21,Sys_VAR_noexpert_1,3.2,2.1,10
21,Sys_VAR_noexpert_2,2.85,3.2,10
21,Sys_VAR_noexpert_3,3.85,3.2,10
26,User_VAR_500_1,4.0,5.0,10
26,User_VAR_500_2,4.0,5.0,10
26,User_VAR_500_3,4.0,5.0,10
26,Sys_VAR_noexpert_1,5.0,5.0,10
26,Sys_VAR_noexpert_2,5.0,5.0,10
26,Sys_VAR_noexpert_3,5.0,5.0,10
27,User_VAR_500_1,3.33,4.0,10
27,User_VAR_500_2,3.33,4.0,10
27,User_VAR_500_3,5.0,4.0,10
27,Sys_VAR_noexpert_1,3.85,4.2,10
27,Sys_VAR_noexpert_2,4.35,4.6,10
27,Sys_VAR_noexpert_3,3.65,4.1,10
29,User_VAR_500_1,3.89,5.0,10
29,User_VAR_500_2,4.0,2.0,10
29,User_VAR_500_3,4.38,2.0,10
29,Sys_VAR_noexpert_1,3.85,4.2,10
29,Sys_VAR_noexpert_2,4.85,5.0,10
29,Sys_VAR_noexpert_3,4.65,4.75,10
30,User_VAR_500_1,4.0,3.0,25
30,User_VAR_500_2,4.0,4.0,25
30,User_VAR_500_3,4.0,4.0,25
30,Sys_VAR_noexpert_1,3.85,4.2,25
30,Sys_VAR_noexpert_2,4.12,3.85,25
30,Sys_VAR_noexpert_3,3.85,4.2,25
33,User_VAR_500_1,4.29,4.0,25
33,User_VAR_500_2,4.29,4.0,25
33,User_VAR_500_3,4.29,4.0,25
33,Sys_VAR_noexpert_1,3.65,3.9,25
33,Sys_VAR_noexpert_2,3.65,4.35,25
33,Sys_VAR_noexpert_3,3.15,2.9,25
35,User_VAR_500_1,5.0,2.0,25
35,User_VAR_500_2,5.0,2.0,25
35,User_VAR_500_3,5.0,5.0,25
35,Sys_VAR_noexpert_1,4.15,5.0,25
35,Sys_VAR_noexpert_2,5.0,5.0,25
35,Sys_VAR_noexpert_3,5.0,5.0,25
36,User_VAR_500_1,3.57,4.0,25
36,User_VAR_500_2,4.29,3.0,25
36,User_VAR_500_3,3.57,3.0,25
36,Sys_VAR_noexpert_1,5.0,5.0,25
36,Sys_VAR_noexpert_2,3.45,3.82,25
36,Sys_VAR_noexpert_3,3.45,2.8,25
38,User_VAR_500_1,5.0,5.0,25
38,User_VAR_500_2,5.0,4.0,25
38,User_VAR_500_3,5.0,4.0,25
38,Sys_VAR_noexpert_1,2.85,3.2,25
38,Sys_VAR_noexpert_2,4.35,4.6,25
38,Sys_VAR_noexpert_3,4.85,5.0,25
43,User_VAR_500_1,3.75,4.0,35
43,User_VAR_500_2,4.0,4.0,35
43,User_VAR_500_3,3.75,4.0,35
43,Sys_VAR_noexpert_1,2.85,3.6,35
43,Sys_VAR_noexpert_2,2.85,3.92,35
43,Sys_VAR_noexpert_3,4.2,3.8,35
44,User_VAR_500_1,4.0,2.0,35
44,User_VAR_500_2,4.0,2.0,35
44,User_VAR_500_3,4.0,2.0,35
44,Sys_VAR_noexpert_1,3.42,2.85,35
44,Sys_VAR_noexpert_2,3.42,2.85,35
44,Sys_VAR_noexpert_3,3.42,2.15,35
46,User_VAR_500_1,5.0,3.0,35
46,User_VAR_500_2,5.0,3.0,35
46,User_VAR_500_3,5.0,2.0,35
46,Sys_VAR_noexpert_1,3.42,3.85,35
46,Sys_VAR_noexpert_2,4.65,4.35,35
46,Sys_VAR_noexpert_3,4.65,3.85,35
47,User_VAR_500_1,5.0,4.0,35
47,User_VAR_500_2,4.17,4.0,35
47,User_VAR_500_3,4.17,4.0,35
47,Sys_VAR_noexpert_1,4.65,3.85,35
47,Sys_VAR_noexpert_2,4.35,4.65,35
47,Sys_VAR_noexpert_3,4.35,4.6,35
48,User_VAR_500_1,4.0,4.0,35
48,User_VAR_500_2,4.0,3.0,35
48,User_VAR_500_3,4.0,3.0,35
48,Sys_VAR_noexpert_1,2.85,3.6,35
48,Sys_VAR_noexpert_2,1.85,3.65,35
48,Sys_VAR_noexpert_3,1.24,3.85,35
50,User_VAR_500_1,5.0,5.0,39
50,User_VAR_500_2,5.0,3.0,39
50,User_VAR_500_3,5.0,3.0,39
50,Sys_VAR_noexpert_1,4.85,5.0,39
50,Sys_VAR_noexpert_2,5.0,5.0,39
50,Sys_VAR_noexpert_3,5.0,5.0,39
52,User_VAR_500_1,5.0,5.0,39
52,User_VAR_500_2,5.0,5.0,39
52,User_VAR_500_3,5.0,5.0,39
52,Sys_VAR_noexpert_1,5.0,5.0,39
52,Sys_VAR_noexpert_2,5.0,5.0,39
52,Sys_VAR_noexpert_3,5.0,5.0,39
53,User_VAR_500_1,4.29,5.0,39
53,User_VAR_500_2,4.29,5.0,39
53,User_VAR_500_3,5.0,5.0,39
53,Sys_VAR_noexpert_1,4.85,5.0,39
53,Sys_VAR_noexpert_2,4.85,5.0,39
53,Sys_VAR_noexpert_3,4.85,5.0,39
54,User_VAR_500_1,5.0,4.0,39
54,User_VAR_500_2,5.0,4.0,39
54,User_VAR_500_3,5.0,4.0,39
54,Sys_VAR_noexpert_1,4.85,3.65,39
54,Sys_VAR_noexpert_2,4.65,4.35,39
54,Sys_VAR_noexpert_3,4.65,3.92,39
55,User_VAR_500_1,4.29,4.0,39
55,User_VAR_500_2,4.29,5.0,39
55,User_VAR_500_3,5.0,4.0,39
55,Sys_VAR_noexpert_1,4.85,5.0,39
55,Sys_VAR_noexpert_2,4.85,5.0,39
55,Sys_VAR_noexpert_3,4.85,5.0,39
61,User_VAR_500_1,5.0,2.0,49
61,User_VAR_500_2,5.0,2.0,49
61,User_VAR_500_3,5.0,4.0,49
61,Sys_VAR_noexpert_1,4.85,4.6,49
61,Sys_VAR_noexpert_2,4.65,4.35,49
61,Sys_VAR_noexpert_3,4.85,5.0,49
62,User_VAR_500_1,5.0,4.0,49
62,User_VAR_500_2,5.0,2.0,49
62,User_VAR_500_3,5.0,4.0,49
62,Sys_VAR_noexpert_1,3.85,4.6,49
62,Sys_VAR_noexpert_2,3.85,3.92,49
62,Sys_VAR_noexpert_3,3.85,4.2,49
64,User_VAR_500_1,4.29,2.0,49
64,User_VAR_500_2,4.29,3.0,49
64,User_VAR_500_3,5.0,3.0,49
64,Sys_VAR_noexpert_1,4.65,3.85,49
64,Sys_VAR_noexpert_2,4.35,3.6,49
64,Sys_VAR_noexpert_3,4.65,3.85,49
65,User_VAR_500_1,3.12,3.0,49
65,User_VAR_500_2,5.0,2.0,49
65,User_VAR_500_3,5.0,2.0,49
65,Sys_VAR_noexpert_1,4.35,4.1,49
65,Sys_VAR_noexpert_2,3.85,3.6,49
65,Sys_VAR_noexpert_3,4.85,4.6,49
67,User_VAR_500_1,5.0,3.0,49
67,User_VAR_500_2,5.0,3.0,49
67,User_VAR_500_3,5.0,5.0,49
67,Sys_VAR_noexpert_1,4.65,4.35,49
67,Sys_VAR_noexpert_2,4.65,4.35,49
67,Sys_VAR_noexpert_3,4.65,4.35,49
70,User_VAR_500_1,5.0,4.0,51
70,User_VAR_500_2,5.0,4.0,51
70,User_VAR_500_3,5.0,2.0,51
70,Sys_VAR_noexpert_1,3.85,3.6,51
70,Sys_VAR_noexpert_2,4.85,5.0,51
70,Sys_VAR_noexpert_3,5.0,5.0,51
71,User_VAR_500_1,2.86,2.0,51
71,User_VAR_500_2,4.0,3.0,51
71,User_VAR_500_3,4.0,2.0,51
71,Sys_VAR_noexpert_1,2.85,2.1,51
71,Sys_VAR_noexpert_2,2.85,1.92,51
71,Sys_VAR_noexpert_3,2.15,1.8,51
72,User_VAR_500_1,3.75,2.0,51
72,User_VAR_500_2,3.75,2.0,51
72,User_VAR_500_3,5.0,3.0,51
72,Sys_VAR_noexpert_1,2.15,3.8,51
72,Sys_VAR_noexpert_2,3.45,3.8,51
72,Sys_VAR_noexpert_3,3.45,3.82,51
76,User_VAR_500_1,5.0,5.0,51
76,User_VAR_500_2,5.0,5.0,51
76,User_VAR_500_3,5.0,5.0,51
76,Sys_VAR_noexpert_1,4.65,5.0,51
76,Sys_VAR_noexpert_2,4.65,5.0,51
76,Sys_VAR_noexpert_3,2.15,3.85,51
79,User_VAR_500_1,5.0,5.0,51
79,User_VAR_500_2,5.0,5.0,51
79,User_VAR_500_3,5.0,5.0,51
79,Sys_VAR_noexpert_1,4.15,5.0,51
79,Sys_VAR_noexpert_2,4.25,5.0,51
79,Sys_VAR_noexpert_3,5.0,5.0,51
80,User_VAR_500_1,5.0,5.0,52
80,User_VAR_500_2,5.0,5.0,52
80,User_VAR_500_3,5.0,5.0,52
80,Sys_VAR_noexpert_1,5.0,5.0,52
80,Sys_VAR_noexpert_2,5.0,5.0,52
80,Sys_VAR_noexpert_3,5.0,5.0,52
83,User_VAR_500_1,5.0,3.0,52
83,User_VAR_500_2,5.0,3.0,52
83,User_VAR_500_3,5.0,3.0,52
83,Sys_VAR_noexpert_1,4.92,5.0,52
83,Sys_VAR_noexpert_2,4.85,4.6,52
83,Sys_VAR_noexpert_3,4.85,4.6,52
84,User_VAR_500_1,5.0,5.0,52
84,User_VAR_500_2,5.0,5.0,52
84,User_VAR_500_3,5.0,5.0,52
84,Sys_VAR_noexpert_1,5.0,5.0,52
84,Sys_VAR_noexpert_2,5.0,5.0,52
84,Sys_VAR_noexpert_3,5.0,5.0,52
85,User_VAR_500_1,4.17,4.0,52
85,User_VAR_500_2,4.29,4.0,52
85,User_VAR_500_3,4.17,4.0,52
85,Sys_VAR_noexpert_1,2.15,3.85,52
85,Sys_VAR_noexpert_2,2.15,2.85,52
85,Sys_VAR_noexpert_3,1.85,3.65,52
89,User_VAR_500_1,5.0,5.0,52
89,User_VAR_500_2,5.0,5.0,52
89,User_VAR_500_3,5.0,5.0,52
89,Sys_VAR_noexpert_1,5.0,5.0,52
89,Sys_VAR_noexpert_2,5.0,5.0,52
89,Sys_VAR_noexpert_3,5.0,5.0,52
90,User_VAR_500_1,5.0,3.0,64
90,User_VAR_500_2,5.0,5.0,64
90,User_VAR_500_3,5.0,5.0,64
90,Sys_VAR_noexpert_1,2.85,3.9,64
90,Sys_VAR_noexpert_2,1.85,3.6,64
90,Sys_VAR_noexpert_3,2.85,3.9,64
91,User_VAR_500_1,3.57,3.0,64
91,User_VAR_500_2,2.86,4.0,64
91,User_VAR_500_3,2.14,4.0,64
91,Sys_VAR_noexpert_1,2.85,2.1,64
91,Sys_VAR_noexpert_2,2.85,2.4,64
91,Sys_VAR_noexpert_3,3.85,3.42,64
94,User_VAR_500_1,2.86,3.0,64
94,User_VAR_500_2,2.86,2.0,64
94,User_VAR_500_3,2.86,2.0,64
94,Sys_VAR_noexpert_1,1.2,3.8,64
94,Sys_VAR_noexpert_2,1.85,3.9,64
94,Sys_VAR_noexpert_3,2.15,3.85,64
96,User_VAR_500_1,4.29,3.0,64
96,User_VAR_500_2,4.29,4.0,64
96,User_VAR_500_3,4.29,3.0,64
96,Sys_VAR_noexpert_1,2.85,3.6,64
96,Sys_VAR_noexpert_2,2.85,3.6,64
96,Sys_VAR_noexpert_3,2.85,3.6,64
98,User_VAR_500_1,5.0,4.0,64
98,User_VAR_500_2,5.0,4.0,64
98,User_VAR_500_3,5.0,4.0,64
98,Sys_VAR_noexpert_1,2.15,1.8,64
98,Sys_VAR_noexpert_2,2.85,2.1,64
98,Sys_VAR_noexpert_3,2.85,1.9,64
100,User_VAR_500_1,5.0,4.0,80
100,User_VAR_500_2,5.0,3.0,80
100,User_VAR_500_3,5.0,4.0,80
100,Sys_VAR_noexpert_1,4.65,2.85,80
100,Sys_VAR_noexpert_2,4.85,3.2,80
100,Sys_VAR_noexpert_3,4.65,2.85,80
103,User_VAR_500_1,5.0,2.0,80
103,User_VAR_500_2,3.57,2.0,80
103,User_VAR_500_3,5.0,2.0,80
103,Sys_VAR_noexpert_1,3.85,2.9,80
103,Sys_VAR_noexpert_2,3.85,4.12,80
103,Sys_VAR_noexpert_3,2.85,2.1,80
104,User_VAR_500_1,4.29,2.0,80
104,User_VAR_500_2,5.0,1.0,80
104,User_VAR_500_3,5.0,1.0,80
104,Sys_VAR_noexpert_1,2.85,1.2,80
104,Sys_VAR_noexpert_2,4.85,1.8,80
104,Sys_VAR_noexpert_3,2.85,1.2,80
105,User_VAR_500_1,4.29,3.0,80
105,User_VAR_500_2,4.29,3.0,80
105,User_VAR_500_3,4.29,3.0,80
105,Sys_VAR_noexpert_1,4.85,3.2,80
105,Sys_VAR_noexpert_2,3.42,2.85,80
105,Sys_VAR_noexpert_3,4.85,3.92,80
108,User_VAR_500_1,4.17,3.0,80
108,User_VAR_500_2,4.17,4.0,80
108,User_VAR_500_3,4.17,4.0,80
108,Sys_VAR_noexpert_1,4.85,3.92,80
108,Sys_VAR_noexpert_2,4.65,3.8,80
108,Sys_VAR_noexpert_3,4.85,3.75,80
110,User_VAR_500_1,5.0,4.0,97
110,User_VAR_500_2,5.0,4.0,97
110,User_VAR_500_3,5.0,5.0,97
110,Sys_VAR_noexpert_1,4.85,5.0,97
110,Sys_VAR_noexpert_2,4.85,5.0,97
110,Sys_VAR_noexpert_3,4.85,5.0,97
111,User_VAR_500_1,5.0,4.0,97
111,User_VAR_500_2,5.0,4.0,97
111,User_VAR_500_3,5.0,4.0,97
111,Sys_VAR_noexpert_1,5.0,5.0,97
111,Sys_VAR_noexpert_2,5.0,5.0,97
111,Sys_VAR_noexpert_3,5.0,5.0,97
113,User_VAR_500_1,2.5,4.0,97
113,User_VAR_500_2,2.5,4.0,97
113,User_VAR_500_3,2.5,3.0,97
113,Sys_VAR_noexpert_1,2.15,3.85,97
113,Sys_VAR_noexpert_2,2.15,3.85,97
113,Sys_VAR_noexpert_3,2.15,3.85,97
114,User_VAR_500_1,1.67,4.0,97
114,User_VAR_500_2,2.5,4.0,97
114,User_VAR_500_3,1.67,4.0,97
114,Sys_VAR_noexpert_1,3.85,5.0,97
114,Sys_VAR_noexpert_2,3.85,5.0,97
114,Sys_VAR_noexpert_3,3.85,5.0,97
119,User_VAR_500_1,3.33,3.0,97
119,User_VAR_500_2,3.33,3.0,97
119,User_VAR_500_3,3.33,3.0,97
119,Sys_VAR_noexpert_1,4.15,5.0,97
119,Sys_VAR_noexpert_2,3.45,4.15,97
119,Sys_VAR_noexpert_3,3.85,4.2,97
121,User_VAR_500_1,5.0,5.0,106
121,User_VAR_500_2,5.0,4.0,106
121,User_VAR_500_3,5.0,4.0,106
121,Sys_VAR_noexpert_1,5.0,5.0,106
121,Sys_VAR_noexpert_2,5.0,5.0,106
121,Sys_VAR_noexpert_3,5.0,5.0,106
123,User_VAR_500_1,5.0,3.0,106
123,User_VAR_500_2,5.0,3.0,106
123,User_VAR_500_3,5.0,3.0,106
123,Sys_VAR_noexpert_1,4.92,3.85,106
123,Sys_VAR_noexpert_2,4.85,4.6,106
123,Sys_VAR_noexpert_3,4.92,4.65,106
124,User_VAR_500_1,5.0,5.0,106
124,User_VAR_500_2,5.0,5.0,106
124,User_VAR_500_3,5.0,5.0,106
124,Sys_VAR_noexpert_1,5.0,5.0,106
124,Sys_VAR_noexpert_2,4.92,4.65,106
124,Sys_VAR_noexpert_3,5.0,5.0,106
125,User_VAR_500_1,5.0,5.0,106
125,User_VAR_500_2,5.0,4.0,106
125,User_VAR_500_3,5.0,4.0,106
125,Sys_VAR_noexpert_1,4.85,5.0,106
125,Sys_VAR_noexpert_2,5.0,5.0,106
125,Sys_VAR_noexpert_3,5.0,5.0,106
126,User_VAR_500_1,5.0,2.0,106
126,User_VAR_500_2,5.0,3.0,106
126,User_VAR_500_3,5.0,3.0,106
126,Sys_VAR_noexpert_1,4.85,5.0,106
126,Sys_VAR_noexpert_2,4.85,5.0,106
126,Sys_VAR_noexpert_3,4.85,5.0,106
131,User_VAR_500_1,5.0,4.0,116
131,User_VAR_500_2,5.0,4.0,116
131,User_VAR_500_3,5.0,4.0,116
131,Sys_VAR_noexpert_1,4.92,3.85,116
131,Sys_VAR_noexpert_2,4.85,3.2,116
131,Sys_VAR_noexpert_3,4.92,3.65,116
132,User_VAR_500_1,5.0,4.0,116
132,User_VAR_500_2,5.0,4.0,116
132,User_VAR_500_3,5.0,5.0,116
132,Sys_VAR_noexpert_1,5.0,5.0,116
132,Sys_VAR_noexpert_2,5.0,5.0,116
132,Sys_VAR_noexpert_3,5.0,5.0,116
135,User_VAR_500_1,5.0,4.0,116
135,User_VAR_500_2,5.0,4.0,116
135,User_VAR_500_3,4.29,4.0,116
135,Sys_VAR_noexpert_1,5.0,5.0,116
135,Sys_VAR_noexpert_2,5.0,5.0,116
135,Sys_VAR_noexpert_3,5.0,5.0,116
138,User_VAR_500_1,5.0,4.0,116
138,User_VAR_500_2,5.0,4.0,116
138,User_VAR_500_3,5.0,4.0,116
138,Sys_VAR_noexpert_1,5.0,5.0,116
138,Sys_VAR_noexpert_2,5.0,5.0,116
138,Sys_VAR_noexpert_3,5.0,5.0,116
139,User_VAR_500_1,5.0,5.0,116
139,User_VAR_500_2,5.0,5.0,116
139,User_VAR_500_3,5.0,5.0,116
139,Sys_VAR_noexpert_1,5.0,5.0,116
139,Sys_VAR_noexpert_2,5.0,5.0,116
139,Sys_VAR_noexpert_3,5.0,5.0,116
141,User_VAR_500_1,4.17,2.0,118
141,User_VAR_500_2,3.33,2.0,118
141,User_VAR_500_3,4.0,2.0,118
141,Sys_VAR_noexpert_1,5.0,5.0,118
141,Sys_VAR_noexpert_2,5.0,5.0,118
141,Sys_VAR_noexpert_3,4.85,5.0,118
142,User_VAR_500_1,2.5,2.0,118
142,User_VAR_500_2,2.5,2.0,118
142,User_VAR_500_3,3.0,3.0,118
142,Sys_VAR_noexpert_1,3.85,2.9,118
142,Sys_VAR_noexpert_2,3.45,2.85,118
142,Sys_VAR_noexpert_3,2.85,3.42,118
144,User_VAR_500_1,3.75,4.0,118
144,User_VAR_500_2,3.75,4.0,118
144,User_VAR_500_3,4.38,4.0,118
144,Sys_VAR_noexpert_1,3.85,2.1,118
144,Sys_VAR_noexpert_2,4.65,3.2,118
144,Sys_VAR_noexpert_3,2.85,1.92,118
145,User_VAR_500_1,3.33,2.0,118
145,User_VAR_500_2,3.12,2.0,118
145,User_VAR_500_3,3.12,3.0,118
145,Sys_VAR_noexpert_1,3.42,2.85,118
145,Sys_VAR_noexpert_2,3.42,3.85,118
145,Sys_VAR_noexpert_3,3.42,3.85,118
149,User_VAR_500_1,4.29,4.0,118
149,User_VAR_500_2,1.67,2.0,118
149,User_VAR_500_3,4.38,2.0,118
149,Sys_VAR_noexpert_1,3.85,4.2,118
149,Sys_VAR_noexpert_2,4.35,4.65,118
149,Sys_VAR_noexpert_3,3.42,3.85,118
152,User_VAR_500_1,3.57,4.0,129
152,User_VAR_500_2,3.57,2.0,129
152,User_VAR_500_3,3.57,4.0,129
152,Sys_VAR_noexpert_1,3.85,4.2,129
152,Sys_VAR_noexpert_2,4.15,3.85,129
152,Sys_VAR_noexpert_3,3.85,4.1,129
153,User_VAR_500_1,3.33,2.0,129
153,User_VAR_500_2,3.33,2.0,129
153,User_VAR_500_3,3.33,3.0,129
153,Sys_VAR_noexpert_1,4.15,3.85,129
153,Sys_VAR_noexpert_2,3.85,4.1,129
153,Sys_VAR_noexpert_3,4.35,4.65,129
157,User_VAR_500_1,0.0,2.0,129
157,User_VAR_500_2,3.57,2.0,129
157,User_VAR_500_3,3.57,3.0,129
157,Sys_VAR_noexpert_1,4.65,4.32,129
157,Sys_VAR_noexpert_2,4.15,3.85,129
157,Sys_VAR_noexpert_3,3.45,3.82,129
158,User_VAR_500_1,4.29,2.0,129
158,User_VAR_500_2,3.57,3.0,129
158,User_VAR_500_3,4.29,3.0,129
158,Sys_VAR_noexpert_1,4.2,4.3,129
158,Sys_VAR_noexpert_2,4.85,3.2,129
158,Sys_VAR_noexpert_3,4.15,3.85,129
159,User_VAR_500_1,3.33,2.0,129
159,User_VAR_500_2,2.78,2.0,129
159,User_VAR_500_3,3.33,2.0,129
159,Sys_VAR_noexpert_1,4.35,3.85,129
159,Sys_VAR_noexpert_2,3.85,4.2,129
159,Sys_VAR_noexpert_3,3.85,3.92,129
160,User_VAR_500_1,4.29,3.0,144
160,User_VAR_500_2,4.29,3.0,144
160,User_VAR_500_3,4.29,4.0,144
160,Sys_VAR_noexpert_1,4.85,3.65,144
160,Sys_VAR_noexpert_2,4.85,3.92,144
160,Sys_VAR_noexpert_3,4.85,3.9,144
163,User_VAR_500_1,5.0,3.0,144
163,User_VAR_500_2,5.0,3.0,144
163,User_VAR_500_3,5.0,3.0,144
163,Sys_VAR_noexpert_1,3.45,3.82,144
163,Sys_VAR_noexpert_2,4.92,3.85,144
163,Sys_VAR_noexpert_3,4.92,4.65,144
165,User_VAR_500_1,3.89,2.0,144
165,User_VAR_500_2,3.89,3.0,144
165,User_VAR_500_3,3.89,2.0,144
165,Sys_VAR_noexpert_1,4.12,3.85,144
165,Sys_VAR_noexpert_2,4.15,3.85,144
165,Sys_VAR_noexpert_3,3.85,3.2,144
166,User_VAR_500_1,4.38,4.0,144
166,User_VAR_500_2,4.29,4.0,144
166,User_VAR_500_3,4.38,3.0,144
166,Sys_VAR_noexpert_1,3.85,4.2,144
166,Sys_VAR_noexpert_2,4.35,4.6,144
166,Sys_VAR_noexpert_3,3.85,4.1,144
168,User_VAR_500_1,5.0,2.0,144
168,User_VAR_500_2,5.0,3.0,144
168,User_VAR_500_3,4.44,3.0,144
168,Sys_VAR_noexpert_1,5.0,5.0,144
168,Sys_VAR_noexpert_2,5.0,5.0,144
168,Sys_VAR_noexpert_3,4.92,4.65,144
170,User_VAR_500_1,5.0,4.0,147
170,User_VAR_500_2,5.0,4.0,147
170,User_VAR_500_3,5.0,4.0,147
170,Sys_VAR_noexpert_1,4.65,4.35,147
170,Sys_VAR_noexpert_2,4.85,4.6,147
170,Sys_VAR_noexpert_3,3.85,4.65,147
172,User_VAR_500_1,5.0,4.0,147
172,User_VAR_500_2,5.0,4.0,147
172,User_VAR_500_3,5.0,4.0,147
172,Sys_VAR_noexpert_1,5.0,5.0,147
172,Sys_VAR_noexpert_2,4.85,5.0,147
172,Sys_VAR_noexpert_3,4.85,5.0,147
173,User_VAR_500_1,5.0,4.0,147
173,User_VAR_500_2,5.0,4.0,147
173,User_VAR_500_3,5.0,4.0,147
173,Sys_VAR_noexpert_1,2.85,3.65,147
173,Sys_VAR_noexpert_2,2.85,3.6,147
173,Sys_VAR_noexpert_3,2.85,3.65,147
175,User_VAR_500_1,5.0,4.0,147
175,User_VAR_500_2,5.0,4.0,147
175,User_VAR_500_3,5.0,4.0,147
175,Sys_VAR_noexpert_1,4.85,5.0,147
175,Sys_VAR_noexpert_2,4.85,5.0,147
175,Sys_VAR_noexpert_3,4.85,5.0,147
179,User_VAR_500_1,5.0,3.0,147
179,User_VAR_500_2,2.5,2.0,147
179,User_VAR_500_3,2.5,2.0,147
179,Sys_VAR_noexpert_1,2.85,1.2,147
179,Sys_VAR_noexpert_2,3.85,1.2,147
179,Sys_VAR_noexpert_3,3.85,1.2,147
181,User_VAR_500_1,3.89,3.0,150
181,User_VAR_500_2,3.89,3.0,150
181,User_VAR_500_3,3.57,3.0,150
181,Sys_VAR_noexpert_1,4.65,5.0,150
181,Sys_VAR_noexpert_2,3.42,4.15,150
181,Sys_VAR_noexpert_3,4.35,4.65,150
183,User_VAR_500_1,5.0,2.0,150
183,User_VAR_500_2,5.0,3.0,150
183,User_VAR_500_3,5.0,4.0,150
183,Sys_VAR_noexpert_1,4.85,4.75,150
183,Sys_VAR_noexpert_2,4.35,4.65,150
183,Sys_VAR_noexpert_3,4.85,4.6,150
185,User_VAR_500_1,3.75,2.0,150
185,User_VAR_500_2,3.89,2.0,150
185,User_VAR_500_3,3.89,2.0,150
185,Sys_VAR_noexpert_1,4.85,5.0,150
185,Sys_VAR_noexpert_2,2.85,3.92,150
185,Sys_VAR_noexpert_3,3.45,4.1,150
187,User_VAR_500_1,4.38,2.0,150
187,User_VAR_500_2,3.12,3.0,150
187,User_VAR_500_3,1.67,2.0,150
187,Sys_VAR_noexpert_1,3.85,3.6,150
187,Sys_VAR_noexpert_2,3.65,3.42,150
187,Sys_VAR_noexpert_3,3.45,3.82,150
189,User_VAR_500_1,5.0,2.0,150
189,User_VAR_500_2,5.0,2.0,150
189,User_VAR_500_3,5.0,3.0,150
189,Sys_VAR_noexpert_1,5.0,5.0,150
189,Sys_VAR_noexpert_2,5.0,5.0,150
