image_id,source,alignment_score,authenticity_score,class_id
14,Sys_VAR_noref_1,3.85,2.9,7
14,Sys_VAR_noref_2,4.15,2.85,7
14,Sys_VAR_noref_3,3.85,2.15,7
18,User_VAR_500_1,3.33,3.0,7
18,User_VAR_500_2,3.33,3.0,7
18,User_VAR_500_3,3.33,3.0,7
18,Sys_VAR_noref_1,4.15,3.85,7
18,Sys_VAR_noref_2,4.15,3.85,7
18,Sys_VAR_noref_3,3.65,3.8,7
20,User_VAR_500_1,5.0,3.0,10
20,User_VAR_500_2,5.0,5.0,10
20,User_VAR_500_3,3.75,4.0,10
20,Sys_VAR_noref_1,4.72,3.15,10
20,Sys_VAR_noref_2,4.65,3.8,10
20,Sys_VAR_noref_3,4.85,4.72,10
21,User_VAR_500_1,4.44,2.0,10
21,User_VAR_500_2,4.38,3.0,10
21,User_VAR_500_3,4.38,3.0,10
21,Sys_VAR_noref_1,4.85,3.7,10
21,Sys_VAR_noref_2,2.85,1.42,10
21,Sys_VAR_noref_3,3.85,2.15,10
26,User_VAR_500_1,4.0,5.0,10
26,User_VAR_500_2,4.0,5.0,10
26,User_VAR_500_3,4.0,5.0,10
26,Sys_VAR_noref_1,4.92,4.85,10
26,Sys_VAR_noref_2,5.0,5.0,10
26,Sys_VAR_noref_3,4.92,4.85,10
27,User_VAR_500_1,3.33,4.0,10
27,User_VAR_500_2,3.33,4.0,10
27,User_VAR_500_3,5.0,4.0,10
27,Sys_VAR_noref_1,3.45,3.82,10
27,Sys_VAR_noref_2,3.85,2.15,10
27,Sys_VAR_noref_3,4.85,2.35,10
29,User_VAR_500_1,3.89,5.0,10
29,User_VAR_500_2,4.0,2.0,10
29,User_VAR_500_3,4.38,2.0,10
29,Sys_VAR_noref_1,4.92,4.98,10
29,Sys_VAR_noref_2,2.85,1.65,10
29,Sys_VAR_noref_3,3.42,2.85,10
30,User_VAR_500_1,4.0,3.0,25
30,User_VAR_500_2,4.0,4.0,25
30,User_VAR_500_3,4.0,4.0,25
30,Sys_VAR_noref_1,3.85,2.15,25
30,Sys_VAR_noref_2,4.15,4.25,25
30,Sys_VAR_noref_3,4.12,3.65,25
33,User_VAR_500_1,4.29,4.0,25
33,User_VAR_500_2,4.29,4.0,25
33,User_VAR_500_3,4.29,4.0,25
33,Sys_VAR_noref_1,3.65,2.85,25
33,Sys_VAR_noref_2,4.65,3.85,25
33,Sys_VAR_noref_3,4.72,4.85,25
35,User_VAR_500_1,5.0,2.0,25
35,User_VAR_500_2,5.0,2.0,25
35,User_VAR_500_3,5.0,5.0,25
35,Sys_VAR_noref_1,4.15,3.85,25
35,Sys_VAR_noref_2,4.85,4.92,25
35,Sys_VAR_noref_3,4.15,2.85,25
36,User_VAR_500_1,3.57,4.0,25
36,User_VAR_500_2,4.29,3.0,25
36,User_VAR_500_3,3.57,3.0,25
36,Sys_VAR_noref_1,4.75,4.8,25
36,Sys_VAR_noref_2,3.85,2.4,25
36,Sys_VAR_noref_3,4.72,4.85,25
38,User_VAR_500_1,5.0,5.0,25
38,User_VAR_500_2,5.0,4.0,25
38,User_VAR_500_3,5.0,4.0,25
38,Sys_VAR_noref_1,4.12,2.85,25
38,Sys_VAR_noref_2,4.15,3.85,25
38,Sys_VAR_noref_3,4.72,3.85,25
43,User_VAR_500_1,3.75,4.0,35
43,User_VAR_500_2,4.0,4.0,35
43,User_VAR_500_3,3.75,4.0,35
43,Sys_VAR_noref_1,3.42,2.85,35
43,Sys_VAR_noref_2,4.85,4.2,35
43,Sys_VAR_noref_3,4.65,3.85,35
44,User_VAR_500_1,4.0,2.0,35
44,User_VAR_500_2,4.0,2.0,35
44,User_VAR_500_3,4.0,2.0,35
44,Sys_VAR_noref_1,2.85,1.45,35
44,Sys_VAR_noref_2,3.45,1.85,35
44,Sys_VAR_noref_3,3.45,1.85,35
46,User_VAR_500_1,5.0,3.0,35
46,User_VAR_500_2,5.0,3.0,35
46,User_VAR_500_3,5.0,2.0,35
46,Sys_VAR_noref_1,2.15,3.85,35
46,Sys_VAR_noref_2,2.85,3.42,35
46,Sys_VAR_noref_3,2.85,3.42,35
47,User_VAR_500_1,5.0,4.0,35
47,User_VAR_500_2,4.17,4.0,35
47,User_VAR_500_3,4.17,4.0,35
47,Sys_VAR_noref_1,3.85,2.15,35
47,Sys_VAR_noref_2,4.72,4.15,35
47,Sys_VAR_noref_3,4.12,2.85,35
48,User_VAR_500_1,4.0,4.0,35
48,User_VAR_500_2,4.0,3.0,35
48,User_VAR_500_3,4.0,3.0,35
48,Sys_VAR_noref_1,1.85,4.12,35
48,Sys_VAR_noref_2,1.85,3.2,35
48,Sys_VAR_noref_3,1.85,3.6,35
50,User_VAR_500_1,5.0,5.0,39
50,User_VAR_500_2,5.0,3.0,39
50,User_VAR_500_3,5.0,3.0,39
50,Sys_VAR_noref_1,4.12,2.85,39
50,Sys_VAR_noref_2,4.85,4.92,39
50,Sys_VAR_noref_3,4.85,4.92,39
52,User_VAR_500_1,5.0,5.0,39
52,User_VAR_500_2,5.0,5.0,39
52,User_VAR_500_3,5.0,5.0,39
52,Sys_VAR_noref_1,4.85,4.92,39
52,Sys_VAR_noref_2,4.92,4.85,39
52,Sys_VAR_noref_3,4.85,4.9,39
53,User_VAR_500_1,4.29,5.0,39
53,User_VAR_500_2,4.29,5.0,39
53,User_VAR_500_3,5.0,5.0,39
53,Sys_VAR_noref_1,4.85,4.2,39
53,Sys_VAR_noref_2,5.0,5.0,39
53,Sys_VAR_noref_3,4.85,4.92,39
54,User_VAR_500_1,5.0,4.0,39
54,User_VAR_500_2,5.0,4.0,39
54,User_VAR_500_3,5.0,4.0,39
54,Sys_VAR_noref_1,4.65,3.85,39
54,Sys_VAR_noref_2,4.35,3.85,39
54,Sys_VAR_noref_3,3.45,2.15,39
55,User_VAR_500_1,4.29,4.0,39
55,User_VAR_500_2,4.29,5.0,39
55,User_VAR_500_3,5.0,4.0,39
55,Sys_VAR_noref_1,3.82,4.15,39
55,Sys_VAR_noref_2,4.15,4.85,39
55,Sys_VAR_noref_3,3.42,3.85,39
61,User_VAR_500_1,5.0,2.0,49
61,User_VAR_500_2,5.0,2.0,49
61,User_VAR_500_3,5.0,4.0,49
61,Sys_VAR_noref_1,1.85,3.42,49
61,Sys_VAR_noref_2,3.85,2.15,49
61,Sys_VAR_noref_3,3.85,4.2,49
62,User_VAR_500_1,5.0,4.0,49
62,User_VAR_500_2,5.0,2.0,49
62,User_VAR_500_3,5.0,4.0,49
62,Sys_VAR_noref_1,3.15,2.85,49
62,Sys_VAR_noref_2,1.85,2.4,49
62,Sys_VAR_noref_3,3.42,1.85,49
64,User_VAR_500_1,4.29,2.0,49
64,User_VAR_500_2,4.29,3.0,49
64,User_VAR_500_3,5.0,3.0,49
64,Sys_VAR_noref_1,2.85,3.42,49
64,Sys_VAR_noref_2,3.85,2.15,49
64,Sys_VAR_noref_3,2.85,2.75,49
65,User_VAR_500_1,3.12,3.0,49
65,User_VAR_500_2,5.0,2.0,49
65,User_VAR_500_3,5.0,2.0,49
65,Sys_VAR_noref_1,2.15,3.85,49
65,Sys_VAR_noref_2,2.15,4.68,49
65,Sys_VAR_noref_3,2.85,3.42,49
67,User_VAR_500_1,5.0,3.0,49
67,User_VAR_500_2,5.0,3.0,49
67,User_VAR_500_3,5.0,5.0,49
67,Sys_VAR_noref_1,3.45,4.1,49
67,Sys_VAR_noref_2,3.85,2.9,49
67,Sys_VAR_noref_3,3.85,4.2,49
70,User_VAR_500_1,5.0,4.0,51
70,User_VAR_500_2,5.0,4.0,51
70,User_VAR_500_3,5.0,2.0,51
70,Sys_VAR_noref_1,4.12,3.85,51
70,Sys_VAR_noref_2,4.92,5.0,51
70,Sys_VAR_noref_3,4.85,3.72,51
71,User_VAR_500_1,2.86,2.0,51
71,User_VAR_500_2,4.0,3.0,51
71,User_VAR_500_3,4.0,2.0,51
71,Sys_VAR_noref_1,4.15,2.85,51
71,Sys_VAR_noref_2,2.85,3.6,51
71,Sys_VAR_noref_3,2.15,1.85,51
72,User_VAR_500_1,3.75,2.0,51
72,User_VAR_500_2,3.75,2.0,51
72,User_VAR_500_3,5.0,3.0,51
72,Sys_VAR_noref_1,4.85,3.72,51
72,Sys_VAR_noref_2,4.85,3.75,51
72,Sys_VAR_noref_3,4.92,4.6,51
76,User_VAR_500_1,5.0,5.0,51
76,User_VAR_500_2,5.0,5.0,51
76,User_VAR_500_3,5.0,5.0,51
76,Sys_VAR_noref_1,4.15,4.82,51
76,Sys_VAR_noref_2,4.92,4.98,51
76,Sys_VAR_noref_3,5.0,5.0,51
79,User_VAR_500_1,5.0,5.0,51
79,User_VAR_500_2,5.0,5.0,51
79,User_VAR_500_3,5.0,5.0,51
79,Sys_VAR_noref_1,4.92,4.88,51
79,Sys_VAR_noref_2,4.85,4.92,51
79,Sys_VAR_noref_3,4.85,4.72,51
80,User_VAR_500_1,5.0,5.0,52
80,User_VAR_500_2,5.0,5.0,52
80,User_VAR_500_3,5.0,5.0,52
80,Sys_VAR_noref_1,4.92,4.98,52
80,Sys_VAR_noref_2,4.85,4.92,52
80,Sys_VAR_noref_3,5.0,5.0,52
83,User_VAR_500_1,5.0,3.0,52
83,User_VAR_500_2,5.0,3.0,52
83,User_VAR_500_3,5.0,3.0,52
83,Sys_VAR_noref_1,4.15,2.85,52
83,Sys_VAR_noref_2,4.12,2.85,52
83,Sys_VAR_noref_3,4.72,2.85,52
84,User_VAR_500_1,5.0,5.0,52
84,User_VAR_500_2,5.0,5.0,52
84,User_VAR_500_3,5.0,5.0,52
84,Sys_VAR_noref_1,4.85,4.75,52
84,Sys_VAR_noref_2,4.98,4.95,52
84,Sys_VAR_noref_3,4.72,3.85,52
85,User_VAR_500_1,4.17,4.0,52
85,User_VAR_500_2,4.29,4.0,52
85,User_VAR_500_3,4.17,4.0,52
85,Sys_VAR_noref_1,3.42,4.15,52
85,Sys_VAR_noref_2,2.85,3.6,52
85,Sys_VAR_noref_3,4.15,3.85,52
89,User_VAR_500_1,5.0,5.0,52
89,User_VAR_500_2,5.0,5.0,52
89,User_VAR_500_3,5.0,5.0,52
89,Sys_VAR_noref_1,4.92,5.0,52
89,Sys_VAR_noref_2,4.92,4.98,52
89,Sys_VAR_noref_3,5.0,5.0,52
90,User_VAR_500_1,5.0,3.0,64
90,User_VAR_500_2,5.0,5.0,64
90,User_VAR_500_3,5.0,5.0,64
90,Sys_VAR_noref_1,4.85,4.72,64
90,Sys_VAR_noref_2,2.85,3.6,64
90,Sys_VAR_noref_3,2.15,1.85,64
91,User_VAR_500_1,3.57,3.0,64
91,User_VAR_500_2,2.86,4.0,64
91,User_VAR_500_3,2.14,4.0,64
91,Sys_VAR_noref_1,3.65,2.15,64
91,Sys_VAR_noref_2,3.45,2.85,64
91,Sys_VAR_noref_3,4.15,3.68,64
94,User_VAR_500_1,2.86,3.0,64
94,User_VAR_500_2,2.86,2.0,64
94,User_VAR_500_3,2.86,2.0,64
94,Sys_VAR_noref_1,1.25,3.8,64
94,Sys_VAR_noref_2,0.42,3.85,64
94,Sys_VAR_noref_3,1.85,3.2,64
96,User_VAR_500_1,4.29,3.0,64
96,User_VAR_500_2,4.29,4.0,64
96,User_VAR_500_3,4.29,3.0,64
96,Sys_VAR_noref_1,2.15,1.85,64
96,Sys_VAR_noref_2,2.15,3.42,64
96,Sys_VAR_noref_3,3.85,1.45,64
98,User_VAR_500_1,5.0,4.0,64
98,User_VAR_500_2,5.0,4.0,64
98,User_VAR_500_3,5.0,4.0,64
98,Sys_VAR_noref_1,4.12,2.85,64
98,Sys_VAR_noref_2,4.12,3.65,64
98,Sys_VAR_noref_3,3.85,3.6,64
100,User_VAR_500_1,5.0,4.0,80
100,User_VAR_500_2,5.0,3.0,80
100,User_VAR_500_3,5.0,4.0,80
100,Sys_VAR_noref_1,4.82,3.65,80
100,Sys_VAR_noref_2,4.65,3.85,80
100,Sys_VAR_noref_3,4.82,3.65,80
103,User_VAR_500_1,5.0,2.0,80
103,User_VAR_500_2,3.57,2.0,80
103,User_VAR_500_3,5.0,2.0,80
103,Sys_VAR_noref_1,4.65,2.85,80
103,Sys_VAR_noref_2,2.85,3.1,80
103,Sys_VAR_noref_3,3.15,1.85,80
104,User_VAR_500_1,4.29,2.0,80
104,User_VAR_500_2,5.0,1.0,80
104,User_VAR_500_3,5.0,1.0,80
104,Sys_VAR_noref_1,3.85,1.25,80
104,Sys_VAR_noref_2,3.12,1.45,80
104,Sys_VAR_noref_3,2.85,0.95,80
105,User_VAR_500_1,4.29,3.0,80
105,User_VAR_500_2,4.29,3.0,80
105,User_VAR_500_3,4.29,3.0,80
105,Sys_VAR_noref_1,4.12,3.85,80
105,Sys_VAR_noref_2,4.12,2.85,80
105,Sys_VAR_noref_3,3.85,2.15,80
108,User_VAR_500_1,4.17,3.0,80
108,User_VAR_500_2,4.17,4.0,80
108,User_VAR_500_3,4.17,4.0,80
108,Sys_VAR_noref_1,4.15,3.2,80
108,Sys_VAR_noref_2,4.15,2.85,80
108,Sys_VAR_noref_3,4.12,2.85,80
110,User_VAR_500_1,5.0,4.0,97
110,User_VAR_500_2,5.0,4.0,97
110,User_VAR_500_3,5.0,5.0,97
110,Sys_VAR_noref_1,5.0,5.0,97
110,Sys_VAR_noref_2,4.85,5.0,97
110,Sys_VAR_noref_3,4.85,4.92,97
111,User_VAR_500_1,5.0,4.0,97
111,User_VAR_500_2,5.0,4.0,97
111,User_VAR_500_3,5.0,4.0,97
111,Sys_VAR_noref_1,4.98,5.0,97
111,Sys_VAR_noref_2,4.85,4.2,97
111,Sys_VAR_noref_3,4.82,3.65,97
113,User_VAR_500_1,2.5,4.0,97
113,User_VAR_500_2,2.5,4.0,97
113,User_VAR_500_3,2.5,3.0,97
113,Sys_VAR_noref_1,2.85,3.62,97
113,Sys_VAR_noref_2,2.15,3.85,97
113,Sys_VAR_noref_3,1.85,3.2,97
114,User_VAR_500_1,1.67,4.0,97
114,User_VAR_500_2,2.5,4.0,97
114,User_VAR_500_3,1.67,4.0,97
114,Sys_VAR_noref_1,4.85,3.65,97
114,Sys_VAR_noref_2,4.85,5.0,97
114,Sys_VAR_noref_3,4.85,4.72,97
119,User_VAR_500_1,3.33,3.0,97
119,User_VAR_500_2,3.33,3.0,97
119,User_VAR_500_3,3.33,3.0,97
119,Sys_VAR_noref_1,1.85,3.62,97
119,Sys_VAR_noref_2,1.85,2.9,97
119,Sys_VAR_noref_3,1.85,3.62,97
121,User_VAR_500_1,5.0,5.0,106
121,User_VAR_500_2,5.0,4.0,106
121,User_VAR_500_3,5.0,4.0,106
121,Sys_VAR_noref_1,4.62,2.85,106
121,Sys_VAR_noref_2,4.65,2.85,106
121,Sys_VAR_noref_3,4.85,4.2,106
123,User_VAR_500_1,5.0,3.0,106
123,User_VAR_500_2,5.0,3.0,106
123,User_VAR_500_3,5.0,3.0,106
123,Sys_VAR_noref_1,4.12,2.85,106
123,Sys_VAR_noref_2,4.85,4.2,106
123,Sys_VAR_noref_3,4.65,2.85,106
124,User_VAR_500_1,5.0,5.0,106
124,User_VAR_500_2,5.0,5.0,106
124,User_VAR_500_3,5.0,5.0,106
124,Sys_VAR_noref_1,4.92,4.85,106
124,Sys_VAR_noref_2,4.92,4.85,106
124,Sys_VAR_noref_3,4.92,4.65,106
125,User_VAR_500_1,5.0,5.0,106
125,User_VAR_500_2,5.0,4.0,106
125,User_VAR_500_3,5.0,4.0,106
125,Sys_VAR_noref_1,4.98,4.85,106
125,Sys_VAR_noref_2,4.85,3.65,106
125,Sys_VAR_noref_3,4.92,4.85,106
126,User_VAR_500_1,5.0,2.0,106
126,User_VAR_500_2,5.0,3.0,106
126,User_VAR_500_3,5.0,3.0,106
126,Sys_VAR_noref_1,3.85,2.15,106
126,Sys_VAR_noref_2,4.85,4.2,106
126,Sys_VAR_noref_3,3.82,2.45,106
131,User_VAR_500_1,5.0,4.0,116
131,User_VAR_500_2,5.0,4.0,116
131,User_VAR_500_3,5.0,4.0,116
131,Sys_VAR_noref_1,4.62,3.85,116
131,Sys_VAR_noref_2,4.82,4.15,116
131,Sys_VAR_noref_3,4.85,3.92,116
132,User_VAR_500_1,5.0,4.0,116
132,User_VAR_500_2,5.0,4.0,116
132,User_VAR_500_3,5.0,5.0,116
132,Sys_VAR_noref_1,4.92,4.85,116
132,Sys_VAR_noref_2,4.92,4.85,116
132,Sys_VAR_noref_3,4.15,3.85,116
135,User_VAR_500_1,5.0,4.0,116
135,User_VAR_500_2,5.0,4.0,116
135,User_VAR_500_3,4.29,4.0,116
135,Sys_VAR_noref_1,4.65,3.85,116
135,Sys_VAR_noref_2,4.62,3.85,116
135,Sys_VAR_noref_3,4.85,4.2,116
138,User_VAR_500_1,5.0,4.0,116
138,User_VAR_500_2,5.0,4.0,116
138,User_VAR_500_3,5.0,4.0,116
138,Sys_VAR_noref_1,4.85,4.12,116
138,Sys_VAR_noref_2,4.92,4.85,116
138,Sys_VAR_noref_3,4.85,4.2,116
139,User_VAR_500_1,5.0,5.0,116
139,User_VAR_500_2,5.0,5.0,116
139,User_VAR_500_3,5.0,5.0,116
139,Sys_VAR_noref_1,5.0,4.8,116
139,Sys_VAR_noref_2,5.0,4.95,116
139,Sys_VAR_noref_3,4.98,4.95,116
141,User_VAR_500_1,4.17,2.0,118
141,User_VAR_500_2,3.33,2.0,118
141,User_VAR_500_3,4.0,2.0,118
141,Sys_VAR_noref_1,1.85,1.2,118
141,Sys_VAR_noref_2,1.85,1.2,118
141,Sys_VAR_noref_3,1.25,0.85,118
142,User_VAR_500_1,2.5,2.0,118
142,User_VAR_500_2,2.5,2.0,118
142,User_VAR_500_3,3.0,3.0,118
142,Sys_VAR_noref_1,2.85,1.92,118
142,Sys_VAR_noref_2,4.85,4.2,118
142,Sys_VAR_noref_3,3.45,1.82,118
144,User_VAR_500_1,3.75,4.0,118
144,User_VAR_500_2,3.75,4.0,118
144,User_VAR_500_3,4.38,4.0,118
144,Sys_VAR_noref_1,4.12,3.85,118
144,Sys_VAR_noref_2,3.15,2.85,118
144,Sys_VAR_noref_3,4.35,3.8,118
145,User_VAR_500_1,3.33,2.0,118
145,User_VAR_500_2,3.12,2.0,118
145,User_VAR_500_3,3.12,3.0,118
145,Sys_VAR_noref_1,3.85,3.2,118
145,Sys_VAR_noref_2,3.85,2.65,118
145,Sys_VAR_noref_3,4.15,1.85,118
149,User_VAR_500_1,4.29,4.0,118
149,User_VAR_500_2,1.67,2.0,118
149,User_VAR_500_3,4.38,2.0,118
149,Sys_VAR_noref_1,2.45,1.85,118
149,Sys_VAR_noref_2,3.15,3.8,118
149,Sys_VAR_noref_3,2.85,1.65,118
152,User_VAR_500_1,3.57,4.0,129
152,User_VAR_500_2,3.57,2.0,129
152,User_VAR_500_3,3.57,4.0,129
152,Sys_VAR_noref_1,4.12,2.85,129
152,Sys_VAR_noref_2,3.82,2.45,129
152,Sys_VAR_noref_3,3.17,2.4,129
153,User_VAR_500_1,3.33,2.0,129
153,User_VAR_500_2,3.33,2.0,129
153,User_VAR_500_3,3.33,3.0,129
153,Sys_VAR_noref_1,4.12,2.85,129
153,Sys_VAR_noref_2,3.65,2.85,129
153,Sys_VAR_noref_3,4.12,3.85,129
157,User_VAR_500_1,0.0,2.0,129
157,User_VAR_500_2,3.57,2.0,129
157,User_VAR_500_3,3.57,3.0,129
157,Sys_VAR_noref_1,4.12,2.85,129
157,Sys_VAR_noref_2,3.65,2.8,129
157,Sys_VAR_noref_3,4.65,3.85,129
158,User_VAR_500_1,4.29,2.0,129
158,User_VAR_500_2,3.57,3.0,129
158,User_VAR_500_3,4.29,3.0,129
158,Sys_VAR_noref_1,3.12,1.85,129
158,Sys_VAR_noref_2,2.85,1.92,129
158,Sys_VAR_noref_3,3.42,1.85,129
159,User_VAR_500_1,3.33,2.0,129
159,User_VAR_500_2,2.78,2.0,129
159,User_VAR_500_3,3.33,2.0,129
159,Sys_VAR_noref_1,4.85,4.92,129
159,Sys_VAR_noref_2,3.42,1.85,129
159,Sys_VAR_noref_3,2.85,1.92,129
160,User_VAR_500_1,4.29,3.0,144
160,User_VAR_500_2,4.29,3.0,144
160,User_VAR_500_3,4.29,4.0,144
160,Sys_VAR_noref_1,4.62,3.85,144
160,Sys_VAR_noref_2,4.85,4.2,144
160,Sys_VAR_noref_3,4.65,3.85,144
163,User_VAR_500_1,5.0,3.0,144
163,User_VAR_500_2,5.0,3.0,144
163,User_VAR_500_3,5.0,3.0,144
163,Sys_VAR_noref_1,4.12,2.85,144
163,Sys_VAR_noref_2,4.85,3.8,144
163,Sys_VAR_noref_3,4.82,4.65,144
165,User_VAR_500_1,3.89,2.0,144
165,User_VAR_500_2,3.89,3.0,144
165,User_VAR_500_3,3.89,2.0,144
165,Sys_VAR_noref_1,3.42,2.18,144
165,Sys_VAR_noref_2,2.85,1.65,144
165,Sys_VAR_noref_3,2.85,1.62,144
166,User_VAR_500_1,4.38,4.0,144
166,User_VAR_500_2,4.29,4.0,144
166,User_VAR_500_3,4.38,3.0,144
166,Sys_VAR_noref_1,3.45,3.82,144
166,Sys_VAR_noref_2,2.85,3.2,144
166,Sys_VAR_noref_3,3.85,2.75,144
168,User_VAR_500_1,5.0,2.0,144
168,User_VAR_500_2,5.0,3.0,144
168,User_VAR_500_3,4.44,3.0,144
168,Sys_VAR_noref_1,4.15,2.85,144
168,Sys_VAR_noref_2,4.15,2.85,144
168,Sys_VAR_noref_3,4.65,2.85,144
170,User_VAR_500_1,5.0,4.0,147
170,User_VAR_500_2,5.0,4.0,147
170,User_VAR_500_3,5.0,4.0,147
170,Sys_VAR_noref_1,4.65,3.85,147
170,Sys_VAR_noref_2,3.45,3.82,147
170,Sys_VAR_noref_3,3.45,3.82,147
172,User_VAR_500_1,5.0,4.0,147
172,User_VAR_500_2,5.0,4.0,147
172,User_VAR_500_3,5.0,4.0,147
172,Sys_VAR_noref_1,4.92,4.85,147
172,Sys_VAR_noref_2,4.82,4.65,147
172,Sys_VAR_noref_3,4.85,4.62,147
173,User_VAR_500_1,5.0,4.0,147
173,User_VAR_500_2,5.0,4.0,147
173,User_VAR_500_3,5.0,4.0,147
173,Sys_VAR_noref_1,4.85,3.6,147
173,Sys_VAR_noref_2,4.85,3.92,147
173,Sys_VAR_noref_3,4.85,4.62,147
175,User_VAR_500_1,5.0,4.0,147
175,User_VAR_500_2,5.0,4.0,147
175,User_VAR_500_3,5.0,4.0,147
175,Sys_VAR_noref_1,4.72,3.85,147
175,Sys_VAR_noref_2,4.85,4.2,147
175,Sys_VAR_noref_3,4.85,4.62,147
179,User_VAR_500_1,5.0,3.0,147
179,User_VAR_500_2,2.5,2.0,147
179,User_VAR_500_3,2.5,2.0,147
179,Sys_VAR_noref_1,4.12,1.85,147
179,Sys_VAR_noref_2,4.12,2.85,147
179,Sys_VAR_noref_3,4.85,2.15,147
181,User_VAR_500_1,3.89,3.0,150
181,User_VAR_500_2,3.89,3.0,150
181,User_VAR_500_3,3.57,3.0,150
181,Sys_VAR_noref_1,4.12,3.85,150
181,Sys_VAR_noref_2,4.12,3.68,150
181,Sys_VAR_noref_3,4.12,2.85,150
183,User_VAR_500_1,5.0,2.0,150
183,User_VAR_500_2,5.0,3.0,150
183,User_VAR_500_3,5.0,4.0,150
183,Sys_VAR_noref_1,4.65,4.2,150
183,Sys_VAR_noref_2,4.12,3.25,150
183,Sys_VAR_noref_3,4.85,3.2,150
185,User_VAR_500_1,3.75,2.0,150
185,User_VAR_500_2,3.89,2.0,150
185,User_VAR_500_3,3.89,2.0,150
185,Sys_VAR_noref_1,4.85,4.2,150
185,Sys_VAR_noref_2,4.12,2.85,150
185,Sys_VAR_noref_3,3.82,2.15,150
187,User_VAR_500_1,4.38,2.0,150
187,User_VAR_500_2,3.12,3.0,150
187,User_VAR_500_3,1.67,2.0,150
187,Sys_VAR_noref_1,3.42,2.15,150
187,Sys_VAR_noref_2,4.12,2.85,150
187,Sys_VAR_noref_3,3.42,1.85,150
189,User_VAR_500_1,5.0,2.0,150
189,User_VAR_500_2,5.0,2.0,150
189,User_VAR_500_3,5.0,3.0,150
189,Sys_VAR_noref_1,4.62,3.85,150
189,Sys_VAR_noref_2,4.62,3.85,150
189,Sys_VAR_noref_3,4.12,2.85,150
191,User_VAR_500_1,5.0,3.0,156
191,User_VAR_500_2,5.0,2.0,156
191,User_VAR_500_3,5.0,3.0,156
191,Sys_VAR_noref_1,4.65,3.85,156
191,Sys_VAR_noref_2,4.65,3.85,156
191,Sys_VAR_noref_3,3.45,1.82,156
192,User_VAR_500_1,5.0,4.0,156
192,User_VAR_500_2,5.0,4.0,156
192,User_VAR_500_3,5.0,4.0,156
192,Sys_VAR_noref_1,4.65,2.35,156
192,Sys_VAR_noref_2,4.85,3.72,156
192,Sys_VAR_noref_3,4.85,3.6,156
196,User_VAR_500_1,5.0,3.0,156
196,User_VAR_500_2,5.0,4.0,156
196,User_VAR_500_3,5.0,4.0,156
196,Sys_VAR_noref_1,4.85,4.2,156
196,Sys_VAR_noref_2,4.85,3.92,156
196,Sys_VAR_noref_3,4.12,2.85,156
197,User_VAR_500_1,5.0,4.0,156
197,User_VAR_500_2,5.0,3.0,156
197,User_VAR_500_3,5.0,3.0,156
197,Sys_VAR_noref_1,4.62,2.85,156
197,Sys_VAR_noref_2,4.62,3.85,156
