image_id,source,alignment_score,artifact_score
55,Sys_IMFfdloss_ref_3,3.85,1.5
55,User_IMFfdloss_1,4.17,3.0
55,User_IMFfdloss_2,4.38,4.0
55,User_IMFfdloss_3,5.0,2.0
56,Sys_IMFfdloss_ref_1,4.92,4.98
56,Sys_IMFfdloss_ref_2,4.92,4.98
56,Sys_IMFfdloss_ref_3,4.98,4.99
56,User_IMFfdloss_1,5.0,5.0
56,User_IMFfdloss_2,5.0,5.0
56,User_IMFfdloss_3,5.0,5.0
57,Sys_IMFfdloss_ref_1,4.85,1.5
57,Sys_IMFfdloss_ref_2,4.82,1.5
57,Sys_IMFfdloss_ref_3,4.12,1.5
57,User_IMFfdloss_1,5.0,3.0
57,User_IMFfdloss_2,5.0,2.0
57,User_IMFfdloss_3,5.0,5.0
58,Sys_IMFfdloss_ref_1,4.12,3.68
58,Sys_IMFfdloss_ref_2,4.68,3.85
58,Sys_IMFfdloss_ref_3,4.85,4.92
58,User_IMFfdloss_1,5.0,5.0
58,User_IMFfdloss_2,3.89,5.0
58,User_IMFfdloss_3,5.0,5.0
59,Sys_IMFfdloss_ref_1,3.85,4.62
59,Sys_IMFfdloss_ref_2,3.85,4.92
59,Sys_IMFfdloss_ref_3,4.15,4.62
59,User_IMFfdloss_1,5.0,5.0
59,User_IMFfdloss_2,5.0,5.0
59,User_IMFfdloss_3,5.0,5.0
60,Sys_IMFfdloss_ref_1,4.85,3.6
60,Sys_IMFfdloss_ref_2,4.85,3.65
60,Sys_IMFfdloss_ref_3,4.12,3.68
60,User_IMFfdloss_1,5.0,3.0
60,User_IMFfdloss_2,5.0,4.0
60,User_IMFfdloss_3,4.17,3.0
61,Sys_IMFfdloss_ref_1,4.12,1.85
61,Sys_IMFfdloss_ref_2,3.42,1.5
61,Sys_IMFfdloss_ref_3,2.85,1.2
61,User_IMFfdloss_1,5.0,3.0
61,User_IMFfdloss_2,5.0,2.0
61,User_IMFfdloss_3,5.0,1.0
62,Sys_IMFfdloss_ref_1,4.12,3.65
62,Sys_IMFfdloss_ref_2,4.82,3.65
62,Sys_IMFfdloss_ref_3,4.82,3.65
62,User_IMFfdloss_1,5.0,3.0
62,User_IMFfdloss_2,5.0,4.0
62,User_IMFfdloss_3,5.0,3.0
63,Sys_IMFfdloss_ref_1,4.35,3.85
63,Sys_IMFfdloss_ref_2,4.92,4.95
63,Sys_IMFfdloss_ref_3,4.15,2.85
63,User_IMFfdloss_1,4.29,3.0
63,User_IMFfdloss_2,4.29,3.0
63,User_IMFfdloss_3,5.0,4.0
64,Sys_IMFfdloss_ref_1,4.12,2.85
64,Sys_IMFfdloss_ref_2,4.85,3.2
64,Sys_IMFfdloss_ref_3,4.65,3.85
64,User_IMFfdloss_1,5.0,4.0
64,User_IMFfdloss_2,5.0,3.0
64,User_IMFfdloss_3,5.0,3.0
65,Sys_IMFfdloss_ref_1,4.62,3.85
65,Sys_IMFfdloss_ref_2,4.62,3.85
65,Sys_IMFfdloss_ref_3,4.65,3.8
65,User_IMFfdloss_1,5.0,4.0
65,User_IMFfdloss_2,5.0,4.0
65,User_IMFfdloss_3,5.0,4.0
66,Sys_IMFfdloss_ref_1,4.12,3.65
66,Sys_IMFfdloss_ref_2,4.65,3.85
66,Sys_IMFfdloss_ref_3,4.82,4.65
66,User_IMFfdloss_1,4.29,5.0
66,User_IMFfdloss_2,4.29,4.0
66,User_IMFfdloss_3,5.0,4.0
67,Sys_IMFfdloss_ref_1,4.85,3.65
67,Sys_IMFfdloss_ref_2,4.82,3.65
67,Sys_IMFfdloss_ref_3,4.35,3.82
67,User_IMFfdloss_1,5.0,4.0
67,User_IMFfdloss_2,5.0,4.0
67,User_IMFfdloss_3,5.0,4.0
68,Sys_IMFfdloss_ref_1,4.62,3.85
68,Sys_IMFfdloss_ref_2,4.65,3.85
68,Sys_IMFfdloss_ref_3,4.68,3.85
68,User_IMFfdloss_1,5.0,4.0
68,User_IMFfdloss_2,5.0,4.0
68,User_IMFfdloss_3,5.0,4.0
69,Sys_IMFfdloss_ref_1,4.92,4.98
69,Sys_IMFfdloss_ref_2,4.92,4.98
69,Sys_IMFfdloss_ref_3,4.85,4.62
69,User_IMFfdloss_1,5.0,5.0
69,User_IMFfdloss_2,5.0,5.0
69,User_IMFfdloss_3,5.0,5.0
70,Sys_IMFfdloss_ref_1,4.95,4.98
70,Sys_IMFfdloss_ref_2,4.85,4.62
70,Sys_IMFfdloss_ref_3,4.85,3.65
70,User_IMFfdloss_1,5.0,5.0
70,User_IMFfdloss_2,5.0,5.0
70,User_IMFfdloss_3,5.0,4.0
71,Sys_IMFfdloss_ref_1,4.15,2.85
71,Sys_IMFfdloss_ref_2,2.85,1.92
71,Sys_IMFfdloss_ref_3,2.15,1.85
71,User_IMFfdloss_1,3.75,3.0
71,User_IMFfdloss_2,3.75,4.0
71,User_IMFfdloss_3,3.75,2.0
72,Sys_IMFfdloss_ref_1,4.92,4.85
72,Sys_IMFfdloss_ref_2,4.92,4.85
72,Sys_IMFfdloss_ref_3,5.0,5.0
72,User_IMFfdloss_1,5.0,5.0
72,User_IMFfdloss_2,5.0,5.0
72,User_IMFfdloss_3,5.0,5.0
73,Sys_IMFfdloss_ref_1,4.85,4.2
73,Sys_IMFfdloss_ref_2,4.85,2.15
73,Sys_IMFfdloss_ref_3,4.85,2.15
73,User_IMFfdloss_1,5.0,3.0
73,User_IMFfdloss_2,5.0,3.0
73,User_IMFfdloss_3,5.0,2.0
74,Sys_IMFfdloss_ref_1,3.45,3.8
74,Sys_IMFfdloss_ref_2,2.85,3.92
74,Sys_IMFfdloss_ref_3,4.12,3.85
74,User_IMFfdloss_1,3.75,2.0
74,User_IMFfdloss_2,4.38,4.0
74,User_IMFfdloss_3,3.75,4.0
75,Sys_IMFfdloss_ref_1,4.15,3.85
75,Sys_IMFfdloss_ref_2,4.92,4.75
75,Sys_IMFfdloss_ref_3,4.85,3.65
75,User_IMFfdloss_1,4.17,3.0
75,User_IMFfdloss_2,4.17,4.0
75,User_IMFfdloss_3,5.0,3.0
76,Sys_IMFfdloss_ref_1,4.95,4.98
76,Sys_IMFfdloss_ref_2,4.92,4.88
76,Sys_IMFfdloss_ref_3,4.92,4.85
76,User_IMFfdloss_1,5.0,5.0
76,User_IMFfdloss_2,5.0,4.0
76,User_IMFfdloss_3,5.0,5.0
77,Sys_IMFfdloss_ref_1,4.85,4.92
77,Sys_IMFfdloss_ref_2,5.0,5.0
77,Sys_IMFfdloss_ref_3,4.85,3.75
77,User_IMFfdloss_1,5.0,4.0
77,User_IMFfdloss_2,5.0,5.0
77,User_IMFfdloss_3,5.0,5.0
78,Sys_IMFfdloss_ref_1,4.85,3.92
78,Sys_IMFfdloss_ref_2,4.85,3.62
78,Sys_IMFfdloss_ref_3,5.0,5.0
78,User_IMFfdloss_1,5.0,4.0
78,User_IMFfdloss_2,5.0,4.0
78,User_IMFfdloss_3,5.0,4.0
79,Sys_IMFfdloss_ref_1,4.85,2.1
79,Sys_IMFfdloss_ref_2,4.65,2.85
79,Sys_IMFfdloss_ref_3,4.15,1.85
79,User_IMFfdloss_1,4.38,4.0
79,User_IMFfdloss_2,4.38,1.0
79,User_IMFfdloss_3,4.38,2.0
80,Sys_IMFfdloss_ref_1,3.65,2.85
80,Sys_IMFfdloss_ref_2,3.65,3.82
80,Sys_IMFfdloss_ref_3,3.65,3.82
80,User_IMFfdloss_1,4.38,4.0
80,User_IMFfdloss_2,4.38,3.0
80,User_IMFfdloss_3,4.38,3.0
81,Sys_IMFfdloss_ref_1,1.85,2.6
81,Sys_IMFfdloss_ref_2,1.35,2.85
81,Sys_IMFfdloss_ref_3,1.45,3.82
81,User_IMFfdloss_1,0.83,3.0
81,User_IMFfdloss_2,0.83,3.0
81,User_IMFfdloss_3,2.5,4.0
82,Sys_IMFfdloss_ref_1,4.85,4.75
82,Sys_IMFfdloss_ref_2,4.85,4.92
82,Sys_IMFfdloss_ref_3,4.98,4.85
82,User_IMFfdloss_1,5.0,5.0
82,User_IMFfdloss_2,5.0,5.0
82,User_IMFfdloss_3,5.0,5.0
83,Sys_IMFfdloss_ref_1,4.82,4.35
83,Sys_IMFfdloss_ref_2,4.82,3.65
83,Sys_IMFfdloss_ref_3,4.85,4.92
83,User_IMFfdloss_1,5.0,4.0
83,User_IMFfdloss_2,5.0,5.0
83,User_IMFfdloss_3,5.0,4.0
84,Sys_IMFfdloss_ref_1,4.92,4.95
84,Sys_IMFfdloss_ref_2,4.35,2.85
84,Sys_IMFfdloss_ref_3,4.72,2.85
84,User_IMFfdloss_1,5.0,4.0
84,User_IMFfdloss_2,5.0,4.0
84,User_IMFfdloss_3,5.0,5.0
85,Sys_IMFfdloss_ref_1,3.85,4.12
85,Sys_IMFfdloss_ref_2,4.92,4.95
85,Sys_IMFfdloss_ref_3,4.15,3.85
85,User_IMFfdloss_1,4.38,4.0
85,User_IMFfdloss_2,5.0,5.0
85,User_IMFfdloss_3,5.0,5.0
86,Sys_IMFfdloss_ref_1,2.15,3.65
86,Sys_IMFfdloss_ref_2,4.65,4.92
86,Sys_IMFfdloss_ref_3,4.15,4.92
86,User_IMFfdloss_1,4.29,4.0
86,User_IMFfdloss_2,4.38,4.0
86,User_IMFfdloss_3,4.38,4.0
87,Sys_IMFfdloss_ref_1,4.85,4.75
87,Sys_IMFfdloss_ref_2,4.85,3.75
87,Sys_IMFfdloss_ref_3,4.85,4.75
87,User_IMFfdloss_1,5.0,3.0
87,User_IMFfdloss_2,5.0,3.0
87,User_IMFfdloss_3,5.0,5.0
88,Sys_IMFfdloss_ref_1,4.85,4.92
88,Sys_IMFfdloss_ref_2,4.65,4.12
88,Sys_IMFfdloss_ref_3,4.85,4.75
88,User_IMFfdloss_1,5.0,4.0
88,User_IMFfdloss_2,5.0,5.0
88,User_IMFfdloss_3,5.0,4.0
89,Sys_IMFfdloss_ref_1,1.85,3.92
89,Sys_IMFfdloss_ref_2,1.85,3.92
89,Sys_IMFfdloss_ref_3,1.92,3.85
89,User_IMFfdloss_1,1.88,4.0
89,User_IMFfdloss_2,1.88,4.0
89,User_IMFfdloss_3,1.88,4.0
90,Sys_IMFfdloss_ref_1,3.65,3.12
90,Sys_IMFfdloss_ref_2,2.85,2.6
90,Sys_IMFfdloss_ref_3,3.85,3.62
90,User_IMFfdloss_1,4.38,3.0
90,User_IMFfdloss_2,4.38,3.0
90,User_IMFfdloss_3,4.38,3.0
91,Sys_IMFfdloss_ref_1,1.85,1.4
91,Sys_IMFfdloss_ref_2,1.85,1.4
91,User_IMFfdloss_1,1.67,2.0
91,User_IMFfdloss_2,1.67,2.0
91,User_IMFfdloss_3,1.67,3.0
92,Sys_IMFfdloss_ref_1,3.42,3.85
92,Sys_IMFfdloss_ref_2,4.85,4.92
92,User_IMFfdloss_1,3.57,3.0
92,User_IMFfdloss_2,3.57,5.0
92,User_IMFfdloss_3,5.0,3.0
93,Sys_IMFfdloss_ref_1,4.62,3.85
93,Sys_IMFfdloss_ref_2,4.85,4.92
93,User_IMFfdloss_1,5.0,4.0
93,User_IMFfdloss_2,5.0,4.0
93,User_IMFfdloss_3,5.0,4.0
94,Sys_IMFfdloss_ref_1,2.85,3.6
94,Sys_IMFfdloss_ref_2,2.85,3.6
94,User_IMFfdloss_1,2.5,4.0
94,User_IMFfdloss_2,2.5,4.0
94,User_IMFfdloss_3,2.86,5.0
95,Sys_IMFfdloss_ref_1,2.15,2.8
95,Sys_IMFfdloss_ref_2,2.85,2.6
95,User_IMFfdloss_1,3.12,2.0
95,User_IMFfdloss_2,2.5,3.0
