image_id,source,alignment_score,artifact_score
29,User_VAR_3,4.38,2.0
30,Sys_VAR_ref_1,1.25,1.5
30,Sys_VAR_ref_2,4.12,3.65
30,Sys_VAR_ref_3,3.85,3.6
30,User_VAR_1,4.0,3.0
30,User_VAR_2,4.0,4.0
30,User_VAR_3,4.0,4.0
31,Sys_VAR_ref_1,3.85,4.72
31,Sys_VAR_ref_2,3.65,4.15
31,Sys_VAR_ref_3,4.15,4.82
31,User_VAR_1,5.0,4.0
31,User_VAR_2,5.0,3.0
31,User_VAR_3,5.0,4.0
32,Sys_VAR_ref_1,3.85,3.2
32,Sys_VAR_ref_2,4.65,2.0
32,Sys_VAR_ref_3,3.85,3.2
32,User_VAR_1,0.0,4.0
32,User_VAR_2,3.33,4.0
32,User_VAR_3,0.0,4.0
33,Sys_VAR_ref_1,4.72,3.85
33,Sys_VAR_ref_2,4.65,3.85
33,Sys_VAR_ref_3,4.72,1.5
33,User_VAR_1,4.29,4.0
33,User_VAR_2,4.29,4.0
33,User_VAR_3,4.29,4.0
34,Sys_VAR_ref_1,4.85,4.92
34,Sys_VAR_ref_2,4.65,3.82
34,Sys_VAR_ref_3,4.62,3.85
34,User_VAR_1,5.0,5.0
34,User_VAR_2,5.0,4.0
34,User_VAR_3,5.0,4.0
35,Sys_VAR_ref_1,4.85,4.92
35,Sys_VAR_ref_2,4.85,1.5
35,Sys_VAR_ref_3,4.85,4.92
35,User_VAR_1,5.0,2.0
35,User_VAR_2,5.0,2.0
35,User_VAR_3,5.0,5.0
36,Sys_VAR_ref_1,4.65,2.0
36,Sys_VAR_ref_2,4.85,4.75
36,Sys_VAR_ref_3,3.85,2.0
36,User_VAR_1,3.57,4.0
36,User_VAR_2,4.29,3.0
36,User_VAR_3,3.57,3.0
37,Sys_VAR_ref_1,4.85,4.72
37,Sys_VAR_ref_2,4.65,3.85
37,Sys_VAR_ref_3,4.15,2.85
37,User_VAR_1,5.0,4.0
37,User_VAR_2,5.0,4.0
37,User_VAR_3,5.0,4.0
38,Sys_VAR_ref_1,4.12,2.0
38,Sys_VAR_ref_2,4.82,2.0
38,Sys_VAR_ref_3,4.85,4.92
38,User_VAR_1,5.0,5.0
38,User_VAR_2,5.0,4.0
38,User_VAR_3,5.0,4.0
39,Sys_VAR_ref_1,3.45,1.5
39,Sys_VAR_ref_2,3.85,3.92
39,Sys_VAR_ref_3,3.65,1.5
39,User_VAR_1,3.57,3.0
39,User_VAR_2,3.33,3.0
39,User_VAR_3,3.57,3.0
40,Sys_VAR_ref_1,4.62,4.15
40,Sys_VAR_ref_2,3.68,3.45
40,Sys_VAR_ref_3,3.85,3.6
40,User_VAR_1,5.0,4.0
40,User_VAR_2,4.0,4.0
40,User_VAR_3,5.0,4.0
41,Sys_VAR_ref_1,4.65,4.2
41,Sys_VAR_ref_2,4.65,3.82
41,Sys_VAR_ref_3,4.12,3.65
41,User_VAR_1,4.0,3.0
41,User_VAR_2,5.0,3.0
41,User_VAR_3,4.0,3.0
42,Sys_VAR_ref_1,2.35,1.5
42,Sys_VAR_ref_2,2.15,1.5
42,Sys_VAR_ref_3,1.85,1.5
42,User_VAR_1,3.75,3.0
42,User_VAR_2,3.75,3.0
42,User_VAR_3,3.75,3.0
43,Sys_VAR_ref_1,4.12,3.65
43,Sys_VAR_ref_2,3.42,2.85
43,Sys_VAR_ref_3,4.15,3.65
43,User_VAR_1,3.75,4.0
43,User_VAR_2,4.0,4.0
43,User_VAR_3,3.75,4.0
44,Sys_VAR_ref_1,3.45,2.15
44,Sys_VAR_ref_2,2.85,1.9
44,Sys_VAR_ref_3,3.42,1.85
44,User_VAR_1,4.0,2.0
44,User_VAR_2,4.0,2.0
44,User_VAR_3,4.0,2.0
45,Sys_VAR_ref_1,0.85,1.5
45,Sys_VAR_ref_2,1.25,3.85
45,Sys_VAR_ref_3,1.25,3.85
45,User_VAR_1,0.0,4.0
45,User_VAR_2,0.0,3.0
45,User_VAR_3,0.0,4.0
46,Sys_VAR_ref_1,2.85,2.1
46,Sys_VAR_ref_2,3.82,2.65
46,Sys_VAR_ref_3,2.15,2.85
46,User_VAR_1,5.0,3.0
46,User_VAR_2,5.0,3.0
46,User_VAR_3,5.0,2.0
47,Sys_VAR_ref_1,4.35,2.85
47,Sys_VAR_ref_2,4.12,3.85
47,Sys_VAR_ref_3,4.85,4.72
47,User_VAR_1,5.0,4.0
47,User_VAR_2,4.17,4.0
47,User_VAR_3,4.17,4.0
48,Sys_VAR_ref_1,4.15,2.85
48,Sys_VAR_ref_2,4.12,3.65
48,Sys_VAR_ref_3,2.85,3.6
48,User_VAR_1,4.0,4.0
48,User_VAR_2,4.0,3.0
48,User_VAR_3,4.0,3.0
49,Sys_VAR_ref_1,3.85,1.5
49,Sys_VAR_ref_2,4.35,2.85
49,Sys_VAR_ref_3,4.85,3.65
49,User_VAR_1,5.0,4.0
49,User_VAR_2,4.0,3.0
49,User_VAR_3,4.0,3.0
50,Sys_VAR_ref_1,4.85,4.92
50,Sys_VAR_ref_2,4.12,2.85
50,Sys_VAR_ref_3,4.92,5.0
50,User_VAR_1,5.0,5.0
50,User_VAR_2,5.0,3.0
50,User_VAR_3,5.0,3.0
51,Sys_VAR_ref_1,2.85,1.5
51,Sys_VAR_ref_2,2.85,1.5
51,Sys_VAR_ref_3,2.85,1.5
51,User_VAR_1,4.29,2.0
51,User_VAR_2,4.29,3.0
51,User_VAR_3,3.89,2.0
52,Sys_VAR_ref_1,4.92,4.85
52,Sys_VAR_ref_2,4.85,4.75
52,Sys_VAR_ref_3,4.95,4.85
52,User_VAR_1,5.0,5.0
52,User_VAR_2,5.0,5.0
52,User_VAR_3,5.0,5.0
53,Sys_VAR_ref_1,4.85,4.92
53,Sys_VAR_ref_2,4.85,4.62
53,Sys_VAR_ref_3,4.85,4.92
53,User_VAR_1,4.29,5.0
53,User_VAR_2,4.29,5.0
53,User_VAR_3,5.0,5.0
54,Sys_VAR_ref_1,4.65,3.85
54,Sys_VAR_ref_2,4.65,3.85
54,Sys_VAR_ref_3,4.65,3.85
54,User_VAR_1,5.0,4.0
54,User_VAR_2,5.0,4.0
54,User_VAR_3,5.0,4.0
55,Sys_VAR_ref_1,3.42,1.5
55,Sys_VAR_ref_2,3.42,1.5
55,Sys_VAR_ref_3,3.85,2.8
55,User_VAR_1,4.29,4.0
55,User_VAR_2,4.29,5.0
55,User_VAR_3,5.0,4.0
56,Sys_VAR_ref_1,4.15,4.32
56,Sys_VAR_ref_2,4.15,4.85
56,Sys_VAR_ref_3,3.85,4.92
56,User_VAR_1,4.29,3.0
56,User_VAR_2,5.0,4.0
56,User_VAR_3,5.0,4.0
57,Sys_VAR_ref_1,4.12,4.35
57,Sys_VAR_ref_2,4.85,2.0
57,Sys_VAR_ref_3,3.42,2.0
57,User_VAR_1,4.44,2.0
57,User_VAR_2,5.0,2.0
57,User_VAR_3,4.44,3.0
58,Sys_VAR_ref_1,3.85,2.15
58,Sys_VAR_ref_2,4.12,2.85
58,Sys_VAR_ref_3,4.12,1.5
58,User_VAR_1,5.0,3.0
58,User_VAR_2,5.0,2.0
58,User_VAR_3,5.0,2.0
59,Sys_VAR_ref_1,3.85,1.5
59,Sys_VAR_ref_2,3.42,1.5
59,Sys_VAR_ref_3,3.42,1.5
59,User_VAR_1,4.29,3.0
59,User_VAR_2,3.57,3.0
59,User_VAR_3,3.57,3.0
60,Sys_VAR_ref_1,3.82,3.65
60,Sys_VAR_ref_2,3.85,3.62
60,Sys_VAR_ref_3,3.85,4.12
60,User_VAR_1,5.0,4.0
60,User_VAR_2,4.29,4.0
60,User_VAR_3,5.0,4.0
61,Sys_VAR_ref_1,3.42,2.85
61,Sys_VAR_ref_2,3.42,2.85
61,Sys_VAR_ref_3,3.85,3.62
61,User_VAR_1,5.0,2.0
61,User_VAR_2,5.0,2.0
61,User_VAR_3,5.0,4.0
62,Sys_VAR_ref_1,2.85,2.1
62,Sys_VAR_ref_2,2.85,3.12
62,Sys_VAR_ref_3,3.85,3.6
62,User_VAR_1,5.0,4.0
62,User_VAR_2,5.0,2.0
62,User_VAR_3,5.0,4.0
63,Sys_VAR_ref_1,2.15,3.8
63,Sys_VAR_ref_2,2.85,2.1
63,Sys_VAR_ref_3,2.85,3.15
63,User_VAR_1,5.0,2.0
63,User_VAR_2,5.0,2.0
63,User_VAR_3,5.0,2.0
64,Sys_VAR_ref_1,2.85,1.92
64,Sys_VAR_ref_2,3.85,3.2
64,Sys_VAR_ref_3,2.85,4.72
64,User_VAR_1,4.29,2.0
64,User_VAR_2,4.29,3.0
64,User_VAR_3,5.0,3.0
65,Sys_VAR_ref_1,2.85,2.0
65,Sys_VAR_ref_2,2.15,2.85
65,Sys_VAR_ref_3,2.45,2.1
65,User_VAR_1,3.12,3.0
65,User_VAR_2,5.0,2.0
65,User_VAR_3,5.0,2.0
66,Sys_VAR_ref_1,4.92,4.95
66,Sys_VAR_ref_2,4.12,3.25
66,Sys_VAR_ref_3,4.85,4.2
66,User_VAR_1,5.0,5.0
66,User_VAR_2,5.0,4.0
66,User_VAR_3,5.0,4.0
67,Sys_VAR_ref_1,3.85,3.6
67,Sys_VAR_ref_2,3.65,2.85
67,Sys_VAR_ref_3,4.12,3.65
67,User_VAR_1,5.0,3.0
67,User_VAR_2,5.0,3.0
67,User_VAR_3,5.0,5.0
68,Sys_VAR_ref_1,4.12,4.85
68,Sys_VAR_ref_2,2.85,3.2
68,Sys_VAR_ref_3,3.85,3.2
68,User_VAR_1,3.57,3.0
68,User_VAR_2,3.57,3.0
68,User_VAR_3,3.57,3.0
69,Sys_VAR_ref_1,4.82,3.65
69,Sys_VAR_ref_2,4.82,3.65
69,Sys_VAR_ref_3,4.85,4.92
69,User_VAR_1,5.0,4.0
69,User_VAR_2,5.0,4.0
69,User_VAR_3,5.0,4.0
70,Sys_VAR_ref_1,5.0,5.0
70,Sys_VAR_ref_2,4.12,2.85
70,Sys_VAR_ref_3,4.85,4.6
70,User_VAR_1,5.0,4.0
70,User_VAR_2,5.0,4.0
70,User_VAR_3,5.0,2.0
71,Sys_VAR_ref_1,2.85,1.92
71,Sys_VAR_ref_2,4.15,2.85
71,Sys_VAR_ref_3,3.85,2.65
71,User_VAR_1,2.86,2.0
71,User_VAR_2,4.0,3.0
71,User_VAR_3,4.0,2.0
72,Sys_VAR_ref_1,3.65,2.85
72,Sys_VAR_ref_2,4.65,3.82
72,Sys_VAR_ref_3,4.72,3.85
72,User_VAR_1,3.75,2.0
72,User_VAR_2,3.75,2.0
72,User_VAR_3,5.0,3.0
73,Sys_VAR_ref_1,3.45,2.15
73,Sys_VAR_ref_2,4.12,2.85
73,Sys_VAR_ref_3,3.42,2.15
73,User_VAR_1,4.17,5.0
73,User_VAR_2,5.0,4.0
73,User_VAR_3,5.0,4.0
74,Sys_VAR_ref_1,4.85,4.2
74,Sys_VAR_ref_2,1.85,0.92
74,Sys_VAR_ref_3,2.15,3.85
74,User_VAR_1,4.0,2.0
74,User_VAR_2,5.0,5.0
74,User_VAR_3,4.0,5.0
75,Sys_VAR_ref_1,4.92,3.85
75,Sys_VAR_ref_2,4.15,2.85
75,Sys_VAR_ref_3,4.15,3.85
75,User_VAR_1,4.38,3.0
75,User_VAR_2,5.0,4.0
75,User_VAR_3,4.38,3.0
76,Sys_VAR_ref_1,4.92,4.95
76,Sys_VAR_ref_2,5.0,5.0
76,Sys_VAR_ref_3,4.92,4.95
76,User_VAR_1,5.0,5.0
76,User_VAR_2,5.0,5.0
76,User_VAR_3,5.0,5.0
77,Sys_VAR_ref_1,4.85,3.65
77,Sys_VAR_ref_2,4.85,3.6
77,Sys_VAR_ref_3,4.85,3.2
77,User_VAR_1,5.0,5.0
77,User_VAR_2,5.0,5.0
77,User_VAR_3,5.0,5.0
78,Sys_VAR_ref_1,4.65,1.5
78,Sys_VAR_ref_2,4.65,3.85
78,Sys_VAR_ref_3,4.65,3.85
78,User_VAR_1,5.0,3.0
78,User_VAR_2,5.0,4.0
78,User_VAR_3,5.0,4.0
79,Sys_VAR_ref_1,4.92,4.85
79,Sys_VAR_ref_2,4.92,4.85
79,Sys_VAR_ref_3,4.92,4.85
79,User_VAR_1,5.0,5.0
79,User_VAR_2,5.0,5.0
79,User_VAR_3,5.0,5.0
80,Sys_VAR_ref_1,4.85,4.92
80,Sys_VAR_ref_2,4.92,4.95
80,Sys_VAR_ref_3,4.85,4.92
80,User_VAR_1,5.0,5.0
80,User_VAR_2,5.0,5.0
80,User_VAR_3,5.0,5.0
81,Sys_VAR_ref_1,4.68,3.85
81,Sys_VAR_ref_2,4.92,4.85
81,Sys_VAR_ref_3,4.65,3.85
81,User_VAR_1,5.0,4.0
81,User_VAR_2,5.0,5.0
81,User_VAR_3,5.0,5.0
82,Sys_VAR_ref_1,3.42,3.85
82,Sys_VAR_ref_2,3.85,4.92
82,Sys_VAR_ref_3,3.42,3.85
82,User_VAR_1,4.38,4.0
82,User_VAR_2,4.38,4.0
82,User_VAR_3,5.0,4.0
83,Sys_VAR_ref_1,4.12,2.85
83,Sys_VAR_ref_2,4.12,2.85
83,Sys_VAR_ref_3,4.65,3.82
83,User_VAR_1,5.0,3.0
83,User_VAR_2,5.0,3.0
83,User_VAR_3,5.0,3.0
84,Sys_VAR_ref_1,4.65,3.82
84,Sys_VAR_ref_2,4.65,3.85
84,Sys_VAR_ref_3,4.92,4.65
84,User_VAR_1,5.0,5.0
84,User_VAR_2,5.0,5.0
84,User_VAR_3,5.0,5.0
85,Sys_VAR_ref_1,3.45,3.82
85,Sys_VAR_ref_2,2.85,3.62
85,Sys_VAR_ref_3,2.85,3.42
85,User_VAR_1,4.17,4.0
85,User_VAR_2,4.29,4.0
85,User_VAR_3,4.17,4.0
86,Sys_VAR_ref_1,1.42,1.85
86,Sys_VAR_ref_2,1.85,1.2
86,Sys_VAR_ref_3,1.25,1.8
86,User_VAR_1,3.0,2.0
86,User_VAR_2,3.0,1.0
86,User_VAR_3,2.5,2.0
87,Sys_VAR_ref_1,4.85,4.92
87,Sys_VAR_ref_2,4.65,3.85
87,Sys_VAR_ref_3,4.65,3.85
87,User_VAR_1,5.0,4.0
87,User_VAR_2,5.0,5.0
87,User_VAR_3,5.0,4.0
88,Sys_VAR_ref_1,3.42,2.85
88,Sys_VAR_ref_2,3.42,2.85
88,Sys_VAR_ref_3,2.15,3.85
88,User_VAR_1,4.0,3.0
88,User_VAR_2,4.0,3.0
88,User_VAR_3,4.0,3.0
89,Sys_VAR_ref_1,4.92,4.85
89,Sys_VAR_ref_2,4.85,4.92
89,Sys_VAR_ref_3,4.92,4.95
89,User_VAR_1,5.0,5.0
89,User_VAR_2,5.0,5.0
89,User_VAR_3,5.0,5.0
90,Sys_VAR_ref_1,4.92,4.98
90,Sys_VAR_ref_2,4.65,4.2
90,Sys_VAR_ref_3,4.92,4.85
90,User_VAR_1,5.0,3.0
90,User_VAR_2,5.0,5.0
90,User_VAR_3,5.0,5.0
91,Sys_VAR_ref_1,2.85,1.65
91,Sys_VAR_ref_2,2.85,2.6
91,Sys_VAR_ref_3,2.85,3.6
91,User_VAR_1,3.57,3.0
91,User_VAR_2,2.86,4.0
91,User_VAR_3,2.14,4.0
92,Sys_VAR_ref_1,2.85,1.65
92,Sys_VAR_ref_2,2.85,1.2
92,Sys_VAR_ref_3,4.65,3.85
92,User_VAR_1,5.0,3.0
92,User_VAR_2,3.12,5.0
92,User_VAR_3,5.0,3.0
93,Sys_VAR_ref_1,4.85,4.72
93,Sys_VAR_ref_2,4.15,3.65
93,Sys_VAR_ref_3,4.15,2.85
93,User_VAR_1,5.0,5.0
93,User_VAR_2,5.0,4.0
93,User_VAR_3,4.29,4.0
94,Sys_VAR_ref_1,1.25,3.85
94,Sys_VAR_ref_2,1.85,3.62
94,Sys_VAR_ref_3,1.85,2.4
94,User_VAR_1,2.86,3.0
94,User_VAR_2,2.86,2.0
94,User_VAR_3,2.86,2.0
95,Sys_VAR_ref_1,4.92,4.95
95,Sys_VAR_ref_2,4.62,3.85
95,Sys_VAR_ref_3,4.85,4.92
95,User_VAR_1,5.0,5.0
95,User_VAR_2,5.0,5.0
95,User_VAR_3,5.0,4.0
96,Sys_VAR_ref_1,2.85,3.42
96,Sys_VAR_ref_2,2.15,3.42
96,Sys_VAR_ref_3,1.85,2.4
96,User_VAR_1,4.29,3.0
96,User_VAR_2,4.29,4.0
96,User_VAR_3,4.29,3.0
97,Sys_VAR_ref_1,4.35,2.85
97,Sys_VAR_ref_2,4.68,3.85
97,Sys_VAR_ref_3,4.65,3.85
97,User_VAR_1,5.0,5.0
97,User_VAR_2,5.0,3.0
97,User_VAR_3,5.0,2.0
98,Sys_VAR_ref_1,4.35,2.85
98,Sys_VAR_ref_2,4.65,3.12
98,Sys_VAR_ref_3,4.35,2.85
98,User_VAR_1,5.0,4.0
98,User_VAR_2,5.0,4.0
98,User_VAR_3,5.0,4.0
99,Sys_VAR_ref_1,2.85,2.6
99,Sys_VAR_ref_2,2.85,2.4
99,Sys_VAR_ref_3,2.45,3.85
99,User_VAR_1,2.5,4.0
99,User_VAR_2,2.5,4.0
99,User_VAR_3,2.5,4.0
100,Sys_VAR_ref_1,4.85,3.62
100,Sys_VAR_ref_2,4.65,1.5
100,Sys_VAR_ref_3,4.62,2.85
100,User_VAR_1,5.0,4.0
100,User_VAR_2,5.0,3.0
100,User_VAR_3,5.0,4.0
101,Sys_VAR_ref_1,4.12,1.5
101,Sys_VAR_ref_2,3.62,1.85
101,Sys_VAR_ref_3,3.82,1.47
101,User_VAR_1,5.0,2.0
101,User_VAR_2,5.0,3.0
101,User_VAR_3,5.0,3.0
102,Sys_VAR_ref_1,4.65,1.5
102,Sys_VAR_ref_2,4.65,1.5
102,Sys_VAR_ref_3,4.65,1.5
102,User_VAR_1,5.0,4.0
102,User_VAR_2,5.0,2.0
102,User_VAR_3,5.0,4.0
103,Sys_VAR_ref_1,3.42,1.5
103,Sys_VAR_ref_2,4.65,1.5
103,Sys_VAR_ref_3,3.42,1.5
103,User_VAR_1,5.0,2.0
103,User_VAR_2,3.57,2.0
103,User_VAR_3,5.0,2.0
104,Sys_VAR_ref_1,3.42,1.85
104,Sys_VAR_ref_2,4.12,1.85
104,Sys_VAR_ref_3,3.85,1.25
104,User_VAR_1,4.29,2.0
104,User_VAR_2,5.0,1.0
104,User_VAR_3,5.0,1.0
105,Sys_VAR_ref_1,4.15,2.0
105,Sys_VAR_ref_2,3.85,1.92
105,Sys_VAR_ref_3,3.85,2.0
105,User_VAR_1,4.29,3.0
105,User_VAR_2,4.29,3.0
105,User_VAR_3,4.29,3.0
106,Sys_VAR_ref_1,4.82,1.5
106,Sys_VAR_ref_2,4.85,3.65
106,Sys_VAR_ref_3,4.35,3.65
106,User_VAR_1,5.0,4.0
106,User_VAR_2,5.0,4.0
106,User_VAR_3,5.0,4.0
107,Sys_VAR_ref_1,4.65,1.5
107,Sys_VAR_ref_2,4.85,1.5
107,Sys_VAR_ref_3,4.85,1.5
107,User_VAR_1,5.0,3.0
107,User_VAR_2,5.0,2.0
107,User_VAR_3,5.0,4.0
108,Sys_VAR_ref_1,3.85,1.5
108,Sys_VAR_ref_2,4.62,1.5
108,Sys_VAR_ref_3,4.15,1.5
108,User_VAR_1,4.17,3.0
108,User_VAR_2,4.17,4.0
108,User_VAR_3,4.17,4.0
109,Sys_VAR_ref_1,4.65,1.5
109,Sys_VAR_ref_2,4.65,3.85
109,Sys_VAR_ref_3,4.85,3.65
109,User_VAR_1,5.0,4.0
109,User_VAR_2,5.0,4.0
109,User_VAR_3,5.0,4.0
110,Sys_VAR_ref_1,4.85,4.92
110,Sys_VAR_ref_2,4.82,4.65
110,Sys_VAR_ref_3,4.82,3.65
110,User_VAR_1,5.0,4.0
110,User_VAR_2,5.0,4.0
110,User_VAR_3,5.0,5.0
111,Sys_VAR_ref_1,4.72,3.85
111,Sys_VAR_ref_2,4.92,4.98
111,Sys_VAR_ref_3,4.92,4.95
111,User_VAR_1,5.0,4.0
111,User_VAR_2,5.0,4.0
111,User_VAR_3,5.0,4.0
112,Sys_VAR_ref_1,4.92,4.95
112,Sys_VAR_ref_2,4.85,3.62
112,Sys_VAR_ref_3,4.98,4.95
112,User_VAR_1,5.0,4.0
112,User_VAR_2,5.0,5.0
112,User_VAR_3,5.0,5.0
113,Sys_VAR_ref_1,2.85,3.62
113,Sys_VAR_ref_2,2.85,4.12
113,Sys_VAR_ref_3,1.85,3.0
