image_id,source,alignment_score,authenticity_score,class_id,alignment_norm,authenticity_norm,composite_product_perimage,composite_harmonic_perimage
26,User_JiTfdloss_2,4.44,4.0,10,0.8880000000000001,0.8,0.7104000000000001,0.8417061611374408
26,User_JiTfdloss_3,4.44,3.0,10,0.8880000000000001,0.6,0.5328,0.7161290322580646
26,Sys_RAEv2_ref,3.85,1.2,39,0.77,0.24,0.1848,0.36594059405940593
27,User_JiTfdloss_1,3.89,4.0,10,0.778,0.8,0.6224000000000001,0.7888466413181242
27,User_JiTfdloss_2,3.5,3.0,10,0.7,0.6,0.42,0.6461538461538462
27,User_JiTfdloss_3,3.89,2.0,10,0.778,0.4,0.31120000000000003,0.5283531409168082
27,Sys_RAEv2_ref,4.12,3.85,39,0.8240000000000001,0.77,0.63448,0.7960853199498118
28,Sys_RAEv2_ref,1.85,1.2,39,0.37,0.24,0.08879999999999999,0.2911475409836065
29,User_JiTfdloss_1,5.0,4.0,10,1.0,0.8,0.8,0.888888888888889
29,User_JiTfdloss_2,3.75,4.0,10,0.75,0.8,0.6000000000000001,0.7741935483870969
29,User_JiTfdloss_3,5.0,4.0,10,1.0,0.8,0.8,0.888888888888889
29,Sys_RAEv2_ref,3.45,2.85,39,0.6900000000000001,0.5700000000000001,0.3933000000000001,0.6242857142857143
30,User_JiTfdloss_1,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
30,User_JiTfdloss_2,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
30,User_JiTfdloss_3,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
30,Sys_RAEv2_ref,4.85,4.92,49,0.97,0.984,0.95448,0.976949846468782
31,Sys_RAEv2_ref,4.12,3.85,49,0.8240000000000001,0.77,0.63448,0.7960853199498118
32,Sys_RAEv2_ref,2.15,3.0,49,0.43,0.6,0.258,0.5009708737864078
33,User_JiTfdloss_1,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
33,User_JiTfdloss_2,5.0,5.0,25,1.0,1.0,1.0,1.0
33,User_JiTfdloss_3,5.0,5.0,25,1.0,1.0,1.0,1.0
33,Sys_RAEv2_ref,4.12,2.65,49,0.8240000000000001,0.53,0.43672000000000005,0.6450812407680946
34,Sys_RAEv2_ref,3.85,4.12,49,0.77,0.8240000000000001,0.63448,0.7960853199498118
35,User_JiTfdloss_1,5.0,3.0,25,1.0,0.6,0.6,0.7499999999999999
35,User_JiTfdloss_2,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
35,User_JiTfdloss_3,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
35,Sys_RAEv2_ref,2.15,1.8,51,0.43,0.36,0.1548,0.39189873417721516
36,User_JiTfdloss_1,5.0,5.0,25,1.0,1.0,1.0,1.0
36,User_JiTfdloss_2,5.0,3.0,25,1.0,0.6,0.6,0.7499999999999999
36,User_JiTfdloss_3,5.0,3.0,25,1.0,0.6,0.6,0.7499999999999999
36,Sys_RAEv2_ref,5.0,5.0,51,1.0,1.0,1.0,1.0
37,Sys_RAEv2_ref,2.85,1.65,51,0.5700000000000001,0.32999999999999996,0.1881,0.418
38,User_JiTfdloss_1,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
38,User_JiTfdloss_2,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
38,User_JiTfdloss_3,5.0,5.0,25,1.0,1.0,1.0,1.0
38,Sys_RAEv2_ref,2.85,3.6,51,0.5700000000000001,0.72,0.41040000000000004,0.6362790697674419
39,Sys_RAEv2_ref,4.65,3.85,51,0.93,0.77,0.7161000000000001,0.8424705882352941
40,Sys_RAEv2_ref,4.92,4.95,52,0.984,0.99,0.97416,0.9869908814589666
41,Sys_RAEv2_ref,1.25,3.8,52,0.25,0.76,0.19,0.37623762376237624
42,Sys_RAEv2_ref,2.35,3.85,52,0.47000000000000003,0.77,0.36190000000000005,0.583709677419355
43,User_JiTfdloss_1,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
43,User_JiTfdloss_2,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
43,User_JiTfdloss_3,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
43,Sys_RAEv2_ref,4.12,3.68,52,0.8240000000000001,0.736,0.606464,0.7775179487179487
44,User_JiTfdloss_1,4.0,5.0,35,0.8,1.0,0.8,0.888888888888889
44,User_JiTfdloss_2,5.0,3.0,35,1.0,0.6,0.6,0.7499999999999999
44,User_JiTfdloss_3,5.0,5.0,35,1.0,1.0,1.0,1.0
44,Sys_RAEv2_ref,4.12,3.65,52,0.8240000000000001,0.73,0.60152,0.7741570141570142
45,Sys_RAEv2_ref,4.12,3.65,64,0.8240000000000001,0.73,0.60152,0.7741570141570142
46,User_JiTfdloss_1,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
46,User_JiTfdloss_2,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
46,User_JiTfdloss_3,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
46,Sys_RAEv2_ref,3.45,3.12,64,0.6900000000000001,0.624,0.43056000000000005,0.6553424657534247
47,User_JiTfdloss_1,5.0,3.0,35,1.0,0.6,0.6,0.7499999999999999
47,User_JiTfdloss_2,4.0,3.0,35,0.8,0.6,0.48,0.6857142857142857
47,User_JiTfdloss_3,4.0,3.0,35,0.8,0.6,0.48,0.6857142857142857
47,Sys_RAEv2_ref,4.85,4.92,64,0.97,0.984,0.95448,0.976949846468782
48,User_JiTfdloss_1,2.5,3.0,35,0.5,0.6,0.3,0.5454545454545454
48,User_JiTfdloss_2,2.5,2.0,35,0.5,0.4,0.2,0.4444444444444445
48,User_JiTfdloss_3,5.0,2.0,35,1.0,0.4,0.4,0.5714285714285715
48,Sys_RAEv2_ref,0.85,1.2,64,0.16999999999999998,0.24,0.040799999999999996,0.19902439024390242
49,Sys_RAEv2_ref,4.65,3.85,64,0.93,0.77,0.7161000000000001,0.8424705882352941
50,User_JiTfdloss_1,5.0,5.0,39,1.0,1.0,1.0,1.0
50,User_JiTfdloss_2,5.0,5.0,39,1.0,1.0,1.0,1.0
50,User_JiTfdloss_3,5.0,5.0,39,1.0,1.0,1.0,1.0
50,Sys_RAEv2_ref,4.82,1.5,80,0.9640000000000001,0.3,0.2892,0.45759493670886076
51,Sys_RAEv2_ref,4.65,1.5,80,0.93,0.3,0.279,0.4536585365853659
52,User_JiTfdloss_1,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
52,User_JiTfdloss_2,3.89,2.0,39,0.778,0.4,0.31120000000000003,0.5283531409168082
52,User_JiTfdloss_3,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
52,Sys_RAEv2_ref,3.85,2.15,80,0.77,0.43,0.3311,0.5518333333333334
53,User_JiTfdloss_1,4.29,2.0,39,0.858,0.4,0.3432,0.5456279809220985
53,User_JiTfdloss_2,4.29,2.0,39,0.858,0.4,0.3432,0.5456279809220985
53,User_JiTfdloss_3,4.29,2.0,39,0.858,0.4,0.3432,0.5456279809220985
53,Sys_RAEv2_ref,4.62,3.85,80,0.924,0.77,0.71148,0.8400000000000001
54,User_JiTfdloss_1,4.38,4.0,39,0.876,0.8,0.7008000000000001,0.8362768496420048
54,User_JiTfdloss_2,5.0,5.0,39,1.0,1.0,1.0,1.0
54,User_JiTfdloss_3,4.38,2.0,39,0.876,0.4,0.35040000000000004,0.5492163009404389
54,Sys_RAEv2_ref,4.85,3.72,80,0.97,0.744,0.72168,0.842100350058343
55,User_JiTfdloss_1,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
55,User_JiTfdloss_2,4.38,4.0,39,0.876,0.8,0.7008000000000001,0.8362768496420048
55,User_JiTfdloss_3,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
55,Sys_RAEv2_ref,4.85,3.65,97,0.97,0.73,0.7081,0.8330588235294117
56,Sys_RAEv2_ref,4.65,3.0,97,0.93,0.6,0.558,0.7294117647058824
57,Sys_RAEv2_ref,4.85,4.2,97,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
58,Sys_RAEv2_ref,4.85,1.5,97,0.97,0.3,0.291,0.458267716535433
59,Sys_RAEv2_ref,4.98,4.95,97,0.9960000000000001,0.99,0.9860400000000001,0.9929909365558913
60,Sys_RAEv2_ref,4.82,1.5,106,0.9640000000000001,0.3,0.2892,0.45759493670886076
61,User_JiTfdloss_1,4.29,2.0,49,0.858,0.4,0.3432,0.5456279809220985
61,User_JiTfdloss_2,4.38,2.0,49,0.876,0.4,0.35040000000000004,0.5492163009404389
61,User_JiTfdloss_3,4.38,2.0,49,0.876,0.4,0.35040000000000004,0.5492163009404389
61,Sys_RAEv2_ref,3.42,1.5,106,0.6839999999999999,0.3,0.20519999999999997,0.41707317073170724
62,User_JiTfdloss_1,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
62,User_JiTfdloss_2,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
62,User_JiTfdloss_3,4.29,3.0,49,0.858,0.6,0.5147999999999999,0.7061728395061727
62,Sys_RAEv2_ref,4.65,1.5,106,0.93,0.3,0.279,0.4536585365853659
63,Sys_RAEv2_ref,0.15,2.0,106,0.03,0.4,0.012,0.055813953488372085
64,User_JiTfdloss_1,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
64,User_JiTfdloss_2,5.0,5.0,49,1.0,1.0,1.0,1.0
64,User_JiTfdloss_3,5.0,5.0,49,1.0,1.0,1.0,1.0
64,Sys_RAEv2_ref,4.62,3.0,106,0.924,0.6,0.5544,0.7275590551181103
65,User_JiTfdloss_1,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
65,User_JiTfdloss_2,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
65,User_JiTfdloss_3,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
65,Sys_RAEv2_ref,1.85,1.2,116,0.37,0.24,0.08879999999999999,0.2911475409836065
66,Sys_RAEv2_ref,4.62,3.85,116,0.924,0.77,0.71148,0.8400000000000001
67,User_JiTfdloss_1,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
67,User_JiTfdloss_2,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
67,User_JiTfdloss_3,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
67,Sys_RAEv2_ref,4.82,3.65,116,0.9640000000000001,0.73,0.70372,0.8308382526564345
68,Sys_RAEv2_ref,4.92,4.85,116,0.984,0.97,0.95448,0.976949846468782
69,Sys_RAEv2_ref,4.62,3.45,116,0.924,0.6900000000000001,0.6375600000000001,0.7900371747211897
70,User_JiTfdloss_1,5.0,5.0,51,1.0,1.0,1.0,1.0
70,User_JiTfdloss_2,5.0,5.0,51,1.0,1.0,1.0,1.0
70,User_JiTfdloss_3,5.0,4.0,51,1.0,0.8,0.8,0.888888888888889
70,Sys_RAEv2_ref,1.85,1.5,118,0.37,0.3,0.111,0.3313432835820896
71,User_JiTfdloss_1,3.12,4.0,51,0.624,0.8,0.49920000000000003,0.7011235955056181
71,User_JiTfdloss_2,3.12,2.0,51,0.624,0.4,0.24960000000000002,0.48750000000000004
71,User_JiTfdloss_3,4.38,2.0,51,0.876,0.4,0.35040000000000004,0.5492163009404389
71,Sys_RAEv2_ref,4.65,3.82,118,0.93,0.764,0.71052,0.8388665879574971
72,User_JiTfdloss_1,3.33,5.0,51,0.666,1.0,0.666,0.7995198079231693
72,User_JiTfdloss_2,3.33,4.0,51,0.666,0.8,0.5328,0.7268758526603001
72,User_JiTfdloss_3,3.33,5.0,51,0.666,1.0,0.666,0.7995198079231693
72,Sys_RAEv2_ref,4.15,3.85,118,0.8300000000000001,0.77,0.6391000000000001,0.7988750000000001
73,Sys_RAEv2_ref,4.85,3.65,118,0.97,0.73,0.7081,0.8330588235294117
74,Sys_RAEv2_ref,4.15,3.85,118,0.8300000000000001,0.77,0.6391000000000001,0.7988750000000001
75,Sys_RAEv2_ref,4.12,3.65,129,0.8240000000000001,0.73,0.60152,0.7741570141570142
76,User_JiTfdloss_1,5.0,5.0,51,1.0,1.0,1.0,1.0
76,User_JiTfdloss_2,5.0,5.0,51,1.0,1.0,1.0,1.0
76,User_JiTfdloss_3,3.75,4.0,51,0.75,0.8,0.6000000000000001,0.7741935483870969
76,Sys_RAEv2_ref,4.12,3.0,129,0.8240000000000001,0.6,0.4944,0.6943820224719102
77,Sys_RAEv2_ref,4.12,1.5,129,0.8240000000000001,0.3,0.2472,0.43985765124555154
78,Sys_RAEv2_ref,4.12,1.5,129,0.8240000000000001,0.3,0.2472,0.43985765124555154
79,User_JiTfdloss_1,1.25,3.0,51,0.25,0.6,0.15,0.35294117647058826
79,User_JiTfdloss_2,1.25,3.0,51,0.25,0.6,0.15,0.35294117647058826
79,User_JiTfdloss_3,1.25,3.0,51,0.25,0.6,0.15,0.35294117647058826
79,Sys_RAEv2_ref,2.15,0.85,129,0.43,0.16999999999999998,0.0731,0.24366666666666667
80,User_JiTfdloss_1,2.5,2.0,52,0.5,0.4,0.2,0.4444444444444445
80,User_JiTfdloss_2,4.29,4.0,52,0.858,0.8,0.6864,0.8279855247285887
80,User_JiTfdloss_3,4.29,3.0,52,0.858,0.6,0.5147999999999999,0.7061728395061727
80,Sys_RAEv2_ref,4.85,4.62,144,0.97,0.924,0.89628,0.9464413938753959
81,Sys_RAEv2_ref,4.85,1.5,144,0.97,0.3,0.291,0.458267716535433
82,Sys_RAEv2_ref,4.85,3.65,144,0.97,0.73,0.7081,0.8330588235294117
83,User_JiTfdloss_1,2.14,3.0,52,0.42800000000000005,0.6,0.25680000000000003,0.4996108949416343
83,User_JiTfdloss_2,5.0,2.0,52,1.0,0.4,0.4,0.5714285714285715
83,User_JiTfdloss_3,2.14,4.0,52,0.42800000000000005,0.8,0.34240000000000004,0.5576547231270358
83,Sys_RAEv2_ref,4.12,2.0,144,0.8240000000000001,0.4,0.32960000000000006,0.538562091503268
84,User_JiTfdloss_1,4.29,5.0,52,0.858,1.0,0.858,0.9235737351991388
84,User_JiTfdloss_2,4.29,4.0,52,0.858,0.8,0.6864,0.8279855247285887
84,User_JiTfdloss_3,4.29,5.0,52,0.858,1.0,0.858,0.9235737351991388
84,Sys_RAEv2_ref,4.35,1.5,144,0.8699999999999999,0.3,0.26099999999999995,0.4461538461538461
85,User_JiTfdloss_1,4.17,4.0,52,0.834,0.8,0.6672,0.8166462668298654
85,User_JiTfdloss_2,5.0,4.0,52,1.0,0.8,0.8,0.888888888888889
85,User_JiTfdloss_3,5.0,5.0,52,1.0,1.0,1.0,1.0
85,Sys_RAEv2_ref,4.65,3.25,147,0.93,0.65,0.6045,0.7651898734177215
86,Sys_RAEv2_ref,0.12,0.85,147,0.024,0.16999999999999998,0.004079999999999999,0.04206185567010309
87,Sys_RAEv2_ref,4.85,3.65,147,0.97,0.73,0.7081,0.8330588235294117
88,Sys_RAEv2_ref,2.15,3.85,147,0.43,0.77,0.3311,0.5518333333333334
89,User_JiTfdloss_1,2.86,3.0,52,0.572,0.6,0.34319999999999995,0.5856655290102388
89,User_JiTfdloss_2,1.67,4.0,52,0.33399999999999996,0.8,0.2672,0.47125220458553796
89,User_JiTfdloss_3,2.86,3.0,52,0.572,0.6,0.34319999999999995,0.5856655290102388
89,Sys_RAEv2_ref,4.85,3.92,147,0.97,0.784,0.76048,0.8671379703534778
90,User_JiTfdloss_1,5.0,4.0,64,1.0,0.8,0.8,0.888888888888889
90,User_JiTfdloss_2,5.0,4.0,64,1.0,0.8,0.8,0.888888888888889
90,User_JiTfdloss_3,5.0,3.0,64,1.0,0.6,0.6,0.7499999999999999
90,Sys_RAEv2_ref,4.12,1.5,150,0.8240000000000001,0.3,0.2472,0.43985765124555154
91,User_JiTfdloss_1,5.0,4.0,64,1.0,0.8,0.8,0.888888888888889
91,User_JiTfdloss_2,5.0,3.0,64,1.0,0.6,0.6,0.7499999999999999
91,User_JiTfdloss_3,5.0,4.0,64,1.0,0.8,0.8,0.888888888888889
91,Sys_RAEv2_ref,4.85,1.5,150,0.97,0.3,0.291,0.458267716535433
92,Sys_RAEv2_ref,3.85,2.75,150,0.77,0.55,0.42350000000000004,0.6416666666666667
93,Sys_RAEv2_ref,1.85,1.5,150,0.37,0.3,0.111,0.3313432835820896
94,User_JiTfdloss_1,1.67,3.0,64,0.33399999999999996,0.6,0.20039999999999997,0.42912205567451817
94,User_JiTfdloss_2,1.67,2.0,64,0.33399999999999996,0.4,0.1336,0.3640326975476839
94,User_JiTfdloss_3,2.86,3.0,64,0.572,0.6,0.34319999999999995,0.5856655290102388
94,Sys_RAEv2_ref,4.12,2.0,150,0.8240000000000001,0.4,0.32960000000000006,0.538562091503268
95,Sys_RAEv2_ref,3.65,1.5,156,0.73,0.3,0.219,0.42524271844660194
96,User_JiTfdloss_1,5.0,5.0,64,1.0,1.0,1.0,1.0
96,User_JiTfdloss_2,5.0,3.0,64,1.0,0.6,0.6,0.7499999999999999
96,User_JiTfdloss_3,5.0,4.0,64,1.0,0.8,0.8,0.888888888888889
96,Sys_RAEv2_ref,4.15,1.5,156,0.8300000000000001,0.3,0.249,0.44070796460176986
97,Sys_RAEv2_ref,4.12,2.0,156,0.8240000000000001,0.4,0.32960000000000006,0.538562091503268
98,User_JiTfdloss_1,4.29,4.0,64,0.858,0.8,0.6864,0.8279855247285887
98,User_JiTfdloss_2,5.0,3.0,64,1.0,0.6,0.6,0.7499999999999999
98,User_JiTfdloss_3,4.29,3.0,64,0.858,0.6,0.5147999999999999,0.7061728395061727
98,Sys_RAEv2_ref,3.85,2.0,156,0.77,0.4,0.30800000000000005,0.5264957264957266
99,Sys_RAEv2_ref,4.82,2.0,156,0.9640000000000001,0.4,0.38560000000000005,0.5653958944281525
100,User_JiTfdloss_1,5.0,4.0,80,1.0,0.8,0.8,0.888888888888889
100,User_JiTfdloss_2,5.0,3.0,80,1.0,0.6,0.6,0.7499999999999999
100,User_JiTfdloss_3,5.0,4.0,80,1.0,0.8,0.8,0.888888888888889
100,Sys_RAEv2_ref,3.65,1.5,159,0.73,0.3,0.219,0.42524271844660194
101,Sys_RAEv2_ref,4.92,4.95,159,0.984,0.99,0.97416,0.9869908814589666
102,Sys_RAEv2_ref,4.68,3.85,159,0.9359999999999999,0.77,0.72072,0.8449237983587339
103,User_JiTfdloss_1,4.0,2.0,80,0.8,0.4,0.32000000000000006,0.5333333333333333
103,User_JiTfdloss_2,0.0,2.0,80,0.0,0.4,0.0,0.0
103,User_JiTfdloss_3,4.0,1.0,80,0.8,0.2,0.16000000000000003,0.32000000000000006
103,Sys_RAEv2_ref,1.85,3.62,159,0.37,0.724,0.26788,0.48972577696526515
104,User_JiTfdloss_1,5.0,3.0,80,1.0,0.6,0.6,0.7499999999999999
104,User_JiTfdloss_2,5.0,3.0,80,1.0,0.6,0.6,0.7499999999999999
104,User_JiTfdloss_3,5.0,3.0,80,1.0,0.6,0.6,0.7499999999999999
104,Sys_RAEv2_ref,4.92,4.85,159,0.984,0.97,0.95448,0.976949846468782
105,User_JiTfdloss_1,3.89,2.0,80,0.778,0.4,0.31120000000000003,0.5283531409168082
105,User_JiTfdloss_2,5.0,3.0,80,1.0,0.6,0.6,0.7499999999999999
105,User_JiTfdloss_3,5.0,3.0,80,1.0,0.6,0.6,0.7499999999999999
105,Sys_RAEv2_ref,3.45,1.5,281,0.6900000000000001,0.3,0.20700000000000002,0.4181818181818182
106,Sys_RAEv2_ref,4.85,2.0,281,0.97,0.4,0.388,0.5664233576642336
107,Sys_RAEv2_ref,4.62,1.5,281,0.924,0.3,0.2772,0.45294117647058824
108,User_JiTfdloss_1,5.0,4.0,80,1.0,0.8,0.8,0.888888888888889
108,User_JiTfdloss_2,5.0,3.0,80,1.0,0.6,0.6,0.7499999999999999
108,User_JiTfdloss_3,5.0,4.0,80,1.0,0.8,0.8,0.888888888888889
108,Sys_RAEv2_ref,3.85,1.5,281,0.77,0.3,0.23099999999999998,0.4317757009345794
109,Sys_RAEv2_ref,4.92,4.85,281,0.984,0.97,0.95448,0.976949846468782
110,User_JiTfdloss_1,5.0,4.0,97,1.0,0.8,0.8,0.888888888888889
110,User_JiTfdloss_2,5.0,4.0,97,1.0,0.8,0.8,0.888888888888889
110,User_JiTfdloss_3,5.0,4.0,97,1.0,0.8,0.8,0.888888888888889
110,Sys_RAEv2_ref,5.0,5.0,300,1.0,1.0,1.0,1.0
111,User_JiTfdloss_1,5.0,3.0,97,1.0,0.6,0.6,0.7499999999999999
111,User_JiTfdloss_2,5.0,4.0,97,1.0,0.8,0.8,0.888888888888889
111,User_JiTfdloss_3,5.0,4.0,97,1.0,0.8,0.8,0.888888888888889
111,Sys_RAEv2_ref,5.0,5.0,300,1.0,1.0,1.0,1.0
112,Sys_RAEv2_ref,4.15,3.85,300,0.8300000000000001,0.77,0.6391000000000001,0.7988750000000001
113,User_JiTfdloss_1,5.0,4.0,97,1.0,0.8,0.8,0.888888888888889
113,User_JiTfdloss_2,5.0,5.0,97,1.0,1.0,1.0,1.0
113,User_JiTfdloss_3,5.0,4.0,97,1.0,0.8,0.8,0.888888888888889
113,Sys_RAEv2_ref,4.85,4.92,300,0.97,0.984,0.95448,0.976949846468782
114,User_JiTfdloss_1,5.0,4.0,97,1.0,0.8,0.8,0.888888888888889
114,User_JiTfdloss_2,5.0,4.0,97,1.0,0.8,0.8,0.888888888888889
114,User_JiTfdloss_3,5.0,4.0,97,1.0,0.8,0.8,0.888888888888889
114,Sys_RAEv2_ref,5.0,5.0,300,1.0,1.0,1.0,1.0
115,Sys_RAEv2_ref,4.85,3.65,322,0.97,0.73,0.7081,0.8330588235294117
116,Sys_RAEv2_ref,1.85,2.4,322,0.37,0.48,0.17759999999999998,0.4178823529411764
117,Sys_RAEv2_ref,4.85,3.82,322,0.97,0.764,0.74108,0.8547635524798154
