source,class_id,alignment_norm,artifact_norm,composite_product,composite_harmonic
Sys_DiT_ref_2,7,0.89,0.5,0.45,0.63
Sys_DiT_ref_2,10,0.93,0.64,0.61,0.72
Sys_DiT_ref_2,25,0.93,0.72,0.67,0.8
Sys_DiT_ref_2,35,0.84,0.75,0.63,0.79
Sys_DiT_ref_2,39,0.76,0.65,0.51,0.67
Sys_DiT_ref_2,49,0.82,0.76,0.63,0.78
Sys_DiT_ref_2,51,0.82,0.77,0.69,0.78
Sys_DiT_ref_2,52,0.8,0.75,0.65,0.76
Sys_DiT_ref_2,64,0.62,0.66,0.41,0.62
Sys_DiT_ref_2,80,0.81,0.44,0.37,0.55
Sys_DiT_ref_2,97,0.98,0.94,0.92,0.96
Sys_DiT_ref_2,106,0.89,0.58,0.5,0.68
Sys_DiT_ref_2,116,0.87,0.84,0.73,0.85
Sys_DiT_ref_2,118,0.59,0.63,0.39,0.58
Sys_DiT_ref_2,129,0.84,0.39,0.33,0.53
Sys_DiT_ref_2,144,0.88,0.39,0.35,0.52
Sys_DiT_ref_2,147,0.88,0.77,0.68,0.82
Sys_DiT_ref_2,150,0.9,0.53,0.48,0.65
Sys_DiT_ref_2,156,0.95,0.57,0.54,0.68
Sys_DiT_ref_2,159,0.52,0.42,0.26,0.46
Sys_DiT_ref_2,281,0.85,0.39,0.33,0.51
Sys_DiT_ref_2,300,0.9,0.85,0.78,0.87
Sys_DiT_ref_2,322,0.91,0.82,0.76,0.86
Sys_DiT_ref_2,330,0.87,0.56,0.5,0.65
Sys_DiT_ref_2,333,0.94,0.48,0.46,0.61
Sys_DiT_ref_2,339,0.96,0.69,0.66,0.78
Sys_DiT_ref_2,347,0.95,0.69,0.67,0.78
Sys_DiT_ref_2,356,0.8,0.34,0.27,0.48
Sys_DiT_ref_2,365,0.87,0.37,0.33,0.51
Sys_DiT_ref_2,370,0.83,0.32,0.27,0.46
Sys_DiT_ref_2,389,0.3,0.37,0.11,0.32
Sys_DiT_ref_2,392,0.8,0.73,0.57,0.74
Sys_DiT_ref_2,394,0.72,0.52,0.41,0.6
Sys_DiT_ref_2,396,0.95,0.74,0.71,0.83
Sys_DiT_ref_2,400,0.89,0.43,0.4,0.55
Sys_DiT_ref_2,405,0.78,0.52,0.42,0.62
Sys_DiT_ref_2,406,0.97,0.77,0.75,0.86
Sys_DiT_ref_2,413,0.67,0.44,0.32,0.46
Sys_DiT_ref_2,415,0.71,0.47,0.34,0.55
Sys_DiT_ref_2,419,0.71,0.51,0.41,0.59
Sys_DiT_ref_2,421,0.6,0.47,0.34,0.5
Sys_DiT_ref_2,426,0.55,0.38,0.21,0.44
Sys_DiT_ref_2,429,0.98,0.81,0.8,0.86
Sys_DiT_ref_2,432,0.68,0.36,0.26,0.44
Sys_DiT_ref_2,443,0.82,0.66,0.6,0.73
Sys_DiT_ref_2,446,0.72,0.57,0.4,0.58
Sys_DiT_ref_2,453,0.56,0.37,0.27,0.44
Sys_DiT_ref_2,461,0.94,0.84,0.8,0.89
Sys_DiT_ref_2,477,0.29,0.5,0.12,0.28
Sys_DiT_ref_2,479,0.6,0.5,0.38,0.53
Sys_DiT_ref_2,481,0.44,0.35,0.19,0.36
Sys_DiT_ref_2,488,0.8,0.69,0.62,0.74
Sys_DiT_ref_2,499,0.74,0.47,0.37,0.56
Sys_DiT_ref_2,529,0.74,0.45,0.37,0.55
Sys_DiT_ref_2,535,0.71,0.55,0.4,0.61
Sys_DiT_ref_2,554,0.93,0.44,0.42,0.59
Sys_DiT_ref_2,567,0.89,0.55,0.49,0.67
Sys_DiT_ref_2,575,0.61,0.32,0.2,0.42
Sys_DiT_ref_2,585,0.36,0.33,0.17,0.3
Sys_DiT_ref_2,590,0.74,0.5,0.37,0.59
Sys_DiT_ref_2,605,0.47,0.4,0.23,0.4
Sys_DiT_ref_2,606,0.52,0.45,0.27,0.44
Sys_DiT_ref_2,626,0.61,0.45,0.33,0.48
Sys_DiT_ref_2,632,0.76,0.54,0.44,0.63
Sys_DiT_ref_2,633,0.87,0.62,0.54,0.71
Sys_DiT_ref_2,634,0.27,0.43,0.11,0.2
Sys_DiT_ref_2,645,0.89,0.46,0.41,0.59
Sys_DiT_ref_2,654,0.9,0.52,0.47,0.66
Sys_DiT_ref_2,679,0.71,0.61,0.46,0.65
Sys_DiT_ref_2,687,0.89,0.77,0.7,0.82
Sys_DiT_ref_2,730,0.76,0.59,0.45,0.64
Sys_DiT_ref_2,743,0.73,0.69,0.54,0.65
Sys_DiT_ref_2,746,0.42,0.37,0.18,0.35
Sys_DiT_ref_2,755,0.9,0.79,0.73,0.84
Sys_DiT_ref_2,756,0.8,0.67,0.54,0.72
Sys_DiT_ref_2,806,0.97,0.87,0.85,0.92
Sys_DiT_ref_2,810,0.67,0.57,0.39,0.61
Sys_DiT_ref_2,819,0.79,0.51,0.41,0.59
Sys_DiT_ref_2,836,0.21,0.41,0.09,0.14
Sys_DiT_ref_2,903,0.68,0.51,0.39,0.58
Sys_DiT_ref_2,917,0.73,0.47,0.36,0.56
Sys_DiT_ref_2,919,0.39,0.25,0.09,0.29
Sys_DiT_ref_2,920,0.53,0.4,0.23,0.44
Sys_DiT_ref_2,922,0.21,0.24,0.06,0.2
Sys_DiT_ref_2,928,0.81,0.68,0.57,0.74
Sys_DiT_ref_2,931,0.81,0.67,0.57,0.73
Sys_DiT_ref_2,943,0.76,0.66,0.51,0.7
Sys_DiT_ref_2,952,0.95,0.89,0.85,0.92
Sys_DiT_ref_2,960,0.73,0.63,0.49,0.67
Sys_DiT_ref_2,962,0.91,0.69,0.64,0.79
Sys_DiT_ref_2,968,0.82,0.74,0.62,0.76
Sys_DiT_ref_2,971,0.78,0.56,0.47,0.64
Sys_DiT_ref_2,972,0.59,0.48,0.31,0.5
Sys_DiT_ref_2,981,0.67,0.31,0.21,0.41
Sys_DiT_ref_2,982,0.57,0.35,0.23,0.42
Sys_DiT_ref_2,983,0.9,0.59,0.54,0.71
Sys_DiT_ref_2,985,0.69,0.77,0.57,0.67
Sys_DiT_ref_2,991,0.98,0.93,0.92,0.96
Sys_DiT_ref_2,999,0.86,0.6,0.52,0.7
Sys_DiT_ref_3,4,0.92,0.75,0.69,0.82
Sys_DiT_ref_3,7,0.88,0.69,0.62,0.76
Sys_DiT_ref_3,10,0.79,0.61,0.52,0.66
Sys_DiT_ref_3,25,0.88,0.65,0.58,0.74
Sys_DiT_ref_3,35,0.76,0.6,0.47,0.66
Sys_DiT_ref_3,39,0.74,0.58,0.47,0.65
Sys_DiT_ref_3,49,0.85,0.76,0.66,0.8
Sys_DiT_ref_3,51,0.85,0.82,0.73,0.83
Sys_DiT_ref_3,52,0.78,0.68,0.57,0.71
Sys_DiT_ref_3,64,0.69,0.69,0.54,0.68
Sys_DiT_ref_3,80,0.81,0.49,0.39,0.59
Sys_DiT_ref_3,97,0.98,0.89,0.88,0.93
Sys_DiT_ref_3,106,0.88,0.55,0.49,0.68
Sys_DiT_ref_3,116,0.85,0.8,0.68,0.82
Sys_DiT_ref_3,118,0.62,0.41,0.26,0.49
Sys_DiT_ref_3,129,0.86,0.43,0.38,0.56
Sys_DiT_ref_3,144,0.9,0.39,0.36,0.53
Sys_DiT_ref_3,147,0.88,0.77,0.67,0.81
Sys_DiT_ref_3,150,0.88,0.54,0.49,0.65
Sys_DiT_ref_3,156,0.96,0.56,0.54,0.68
Sys_DiT_ref_3,159,0.52,0.39,0.24,0.44
Sys_DiT_ref_3,281,0.92,0.34,0.31,0.49
Sys_DiT_ref_3,300,0.96,0.95,0.91,0.95
Sys_DiT_ref_3,322,0.89,0.82,0.74,0.85
Sys_DiT_ref_3,330,0.87,0.56,0.49,0.65
Sys_DiT_ref_3,333,0.89,0.41,0.37,0.54
Sys_DiT_ref_3,339,0.84,0.66,0.55,0.71
Sys_DiT_ref_3,347,0.95,0.7,0.68,0.78
Sys_DiT_ref_3,356,0.74,0.34,0.25,0.46
Sys_DiT_ref_3,365,0.89,0.34,0.3,0.49
Sys_DiT_ref_3,370,0.9,0.32,0.29,0.47
Sys_DiT_ref_3,389,0.28,0.37,0.11,0.32
Sys_DiT_ref_3,392,0.84,0.77,0.66,0.79
Sys_DiT_ref_3,394,0.72,0.52,0.43,0.6
Sys_DiT_ref_3,396,0.97,0.88,0.86,0.92
Sys_DiT_ref_3,400,0.92,0.35,0.33,0.49
Sys_DiT_ref_3,405,0.73,0.53,0.41,0.61
Sys_DiT_ref_3,406,0.9,0.65,0.58,0.74
Sys_DiT_ref_3,413,0.59,0.44,0.28,0.48
Sys_DiT_ref_3,415,0.61,0.48,0.31,0.53
Sys_DiT_ref_3,419,0.67,0.38,0.3,0.45
Sys_DiT_ref_3,421,0.74,0.56,0.43,0.63
Sys_DiT_ref_3,426,0.63,0.44,0.29,0.51
Sys_DiT_ref_3,429,0.98,0.92,0.9,0.95
Sys_DiT_ref_3,432,0.61,0.42,0.27,0.48
Sys_DiT_ref_3,443,0.85,0.62,0.57,0.71
Sys_DiT_ref_3,446,0.7,0.47,0.32,0.48
Sys_DiT_ref_3,453,0.6,0.52,0.36,0.55
Sys_DiT_ref_3,461,0.88,0.81,0.73,0.84
Sys_DiT_ref_3,477,0.31,0.48,0.16,0.32
Sys_DiT_ref_3,479,0.59,0.46,0.38,0.52
Sys_DiT_ref_3,481,0.56,0.4,0.28,0.43
Sys_DiT_ref_3,488,0.79,0.65,0.57,0.71
Sys_DiT_ref_3,499,0.85,0.56,0.47,0.65
Sys_DiT_ref_3,529,0.9,0.44,0.4,0.58
Sys_DiT_ref_3,535,0.71,0.57,0.41,0.63
Sys_DiT_ref_3,554,0.89,0.44,0.41,0.59
Sys_DiT_ref_3,567,0.76,0.58,0.47,0.65
Sys_DiT_ref_3,575,0.71,0.39,0.29,0.5
Sys_DiT_ref_3,585,0.39,0.36,0.21,0.32
Sys_DiT_ref_3,590,0.87,0.53,0.47,0.66
Sys_DiT_ref_3,605,0.5,0.36,0.17,0.36
Sys_DiT_ref_3,606,0.47,0.44,0.26,0.41
Sys_DiT_ref_3,626,0.72,0.49,0.38,0.54
Sys_DiT_ref_3,632,0.68,0.63,0.44,0.64
Sys_DiT_ref_3,633,0.87,0.55,0.5,0.67
Sys_DiT_ref_3,634,0.35,0.47,0.18,0.31
Sys_DiT_ref_3,645,0.86,0.4,0.35,0.54
Sys_DiT_ref_3,654,0.9,0.62,0.56,0.72
Sys_DiT_ref_3,679,0.77,0.58,0.49,0.66
Sys_DiT_ref_3,687,0.95,0.84,0.8,0.89
Sys_DiT_ref_3,730,0.72,0.49,0.38,0.58
Sys_DiT_ref_3,743,0.73,0.74,0.57,0.68
Sys_DiT_ref_3,746,0.39,0.52,0.25,0.4
Sys_DiT_ref_3,755,0.77,0.74,0.67,0.74
Sys_DiT_ref_3,756,0.83,0.58,0.48,0.67
Sys_DiT_ref_3,806,0.97,0.87,0.84,0.91
Sys_DiT_ref_3,810,0.57,0.71,0.45,0.54
Sys_DiT_ref_3,819,0.71,0.4,0.29,0.5
Sys_DiT_ref_3,836,0.0,0.39,0.0,0.01
Sys_DiT_ref_3,903,0.75,0.61,0.5,0.68
Sys_DiT_ref_3,917,0.71,0.43,0.31,0.53
Sys_DiT_ref_3,919,0.29,0.25,0.07,0.26
Sys_DiT_ref_3,920,0.7,0.53,0.38,0.58
Sys_DiT_ref_3,922,0.21,0.2,0.04,0.19
Sys_DiT_ref_3,928,0.8,0.61,0.5,0.69
Sys_DiT_ref_3,931,0.81,0.63,0.55,0.71
Sys_DiT_ref_3,943,0.79,0.58,0.46,0.65
Sys_DiT_ref_3,952,0.94,0.82,0.77,0.87
Sys_DiT_ref_3,960,0.79,0.62,0.5,0.69
Sys_DiT_ref_3,962,0.91,0.7,0.65,0.79
Sys_DiT_ref_3,968,0.82,0.7,0.61,0.75
Sys_DiT_ref_3,971,0.66,0.53,0.38,0.55
Sys_DiT_ref_3,972,0.57,0.46,0.29,0.48
Sys_DiT_ref_3,981,0.68,0.32,0.22,0.43
Sys_DiT_ref_3,982,0.4,0.28,0.15,0.32
Sys_DiT_ref_3,983,0.92,0.53,0.49,0.67
Sys_DiT_ref_3,985,0.78,0.8,0.68,0.78
Sys_DiT_ref_3,991,0.91,0.89,0.82,0.9
Sys_DiT_ref_3,999,0.9,0.58,0.52,0.7
User_DiT_1,4,1.0,0.8,0.8,0.88
User_DiT_1,7,0.92,0.68,0.62,0.76
User_DiT_1,10,0.66,0.8,0.55,0.69
User_DiT_1,25,0.93,0.76,0.73,0.83
User_DiT_1,35,0.92,0.76,0.7,0.83
User_DiT_1,39,0.95,0.76,0.73,0.84
User_DiT_1,49,1.0,0.84,0.84,0.91
User_DiT_1,51,0.8,0.8,0.76,0.78
User_DiT_1,52,0.86,0.76,0.7,0.79
User_DiT_1,64,0.72,0.72,0.52,0.71
User_DiT_1,80,0.82,0.52,0.52,0.62
User_DiT_1,97,1.0,0.88,0.88,0.93
User_DiT_1,106,0.97,0.68,0.65,0.79
User_DiT_1,116,1.0,0.88,0.88,0.93
User_DiT_1,118,0.72,0.64,0.48,0.66
User_DiT_1,129,0.77,0.64,0.5,0.69
User_DiT_1,144,0.93,0.6,0.56,0.72
User_DiT_1,147,1.0,0.8,0.8,0.88
User_DiT_1,150,0.88,0.76,0.66,0.8
User_DiT_1,156,1.0,0.64,0.64,0.77
User_DiT_1,159,0.49,0.4,0.24,0.4
User_DiT_1,281,1.0,0.44,0.44,0.61
User_DiT_1,300,0.93,0.92,0.86,0.92
User_DiT_1,322,0.94,0.8,0.77,0.86
User_DiT_1,330,0.91,0.8,0.74,0.84
User_DiT_1,333,1.0,0.52,0.52,0.67
User_DiT_1,339,0.88,0.84,0.74,0.84
User_DiT_1,347,1.0,0.8,0.8,0.87
User_DiT_1,356,0.91,0.48,0.44,0.62
User_DiT_1,365,0.85,0.76,0.64,0.78
User_DiT_1,370,0.97,0.64,0.63,0.75
User_DiT_1,389,0.4,0.44,0.17,0.39
User_DiT_1,392,0.91,0.76,0.7,0.82
User_DiT_1,394,0.95,0.56,0.55,0.68
User_DiT_1,396,0.97,0.8,0.78,0.88
User_DiT_1,400,0.98,0.4,0.39,0.54
User_DiT_1,405,0.67,0.52,0.34,0.49
User_DiT_1,406,0.93,0.72,0.65,0.79
User_DiT_1,413,0.57,0.52,0.31,0.47
User_DiT_1,415,0.83,0.48,0.4,0.6
User_DiT_1,419,0.62,0.36,0.27,0.41
User_DiT_1,421,0.74,0.56,0.43,0.63
User_DiT_1,426,0.59,0.44,0.26,0.49
User_DiT_1,429,0.8,0.96,0.76,0.78
User_DiT_1,432,0.73,0.36,0.28,0.45
User_DiT_1,443,0.62,0.68,0.46,0.56
User_DiT_1,446,0.69,0.6,0.41,0.61
User_DiT_1,453,0.68,0.44,0.33,0.51
User_DiT_1,461,0.91,0.88,0.8,0.89
User_DiT_1,477,0.36,0.56,0.2,0.34
User_DiT_1,479,0.34,0.6,0.24,0.35
User_DiT_1,481,0.48,0.48,0.3,0.45
User_DiT_1,488,0.83,0.76,0.72,0.79
User_DiT_1,499,0.8,0.6,0.44,0.56
User_DiT_1,529,0.85,0.44,0.38,0.56
User_DiT_1,535,0.85,0.56,0.48,0.66
User_DiT_1,554,0.0,0.52,0.0,0.0
User_DiT_1,567,0.95,0.56,0.53,0.7
User_DiT_1,575,0.83,0.36,0.3,0.48
User_DiT_1,585,0.37,0.36,0.18,0.25
User_DiT_1,590,0.83,0.6,0.51,0.69
User_DiT_1,605,0.54,0.4,0.28,0.41
User_DiT_1,606,0.57,0.56,0.34,0.46
User_DiT_1,626,0.66,0.56,0.39,0.57
User_DiT_1,632,0.75,0.48,0.36,0.55
User_DiT_1,633,0.81,0.64,0.51,0.67
User_DiT_1,634,0.21,0.56,0.12,0.22
User_DiT_1,645,0.91,0.52,0.47,0.65
User_DiT_1,654,0.75,0.6,0.46,0.57
User_DiT_1,679,0.49,0.56,0.28,0.49
User_DiT_1,687,1.0,0.92,0.92,0.96
User_DiT_1,730,0.84,0.6,0.52,0.68
User_DiT_1,743,0.53,0.64,0.41,0.48
User_DiT_1,746,0.53,0.4,0.22,0.4
User_DiT_1,755,0.68,0.72,0.57,0.67
User_DiT_1,756,0.85,0.56,0.47,0.66
User_DiT_1,806,1.0,0.92,0.92,0.96
User_DiT_1,810,0.72,0.64,0.47,0.67
User_DiT_1,819,0.78,0.52,0.42,0.6
User_DiT_1,836,0.12,0.44,0.06,0.15
User_DiT_1,903,0.66,0.76,0.5,0.62
User_DiT_1,917,0.65,0.4,0.26,0.42
User_DiT_1,919,0.42,0.24,0.1,0.29
User_DiT_1,920,0.78,0.56,0.44,0.63
User_DiT_1,922,0.34,0.2,0.07,0.21
User_DiT_1,928,0.71,0.68,0.48,0.6
User_DiT_1,931,0.88,0.68,0.6,0.73
User_DiT_1,943,0.86,0.76,0.68,0.8
User_DiT_1,952,0.97,0.92,0.89,0.93
User_DiT_1,960,0.94,0.68,0.66,0.79
User_DiT_1,962,0.98,0.72,0.71,0.82
User_DiT_1,968,0.91,0.64,0.61,0.74
User_DiT_1,971,0.87,0.48,0.42,0.59
User_DiT_1,972,0.72,0.6,0.45,0.58
User_DiT_1,981,0.71,0.36,0.25,0.46
User_DiT_1,982,0.45,0.32,0.14,0.31
User_DiT_1,983,0.98,0.64,0.62,0.77
User_DiT_1,985,0.72,0.76,0.58,0.67
User_DiT_1,991,0.98,0.88,0.86,0.92
User_DiT_1,999,0.82,0.52,0.45,0.6
User_DiT_2,4,1.0,0.76,0.76,0.86
User_DiT_2,7,0.92,0.72,0.67,0.79
User_DiT_2,10,0.82,0.8,0.65,0.79
User_DiT_2,25,0.97,0.76,0.74,0.85
User_DiT_2,35,0.84,0.72,0.62,0.77
User_DiT_2,39,0.87,0.56,0.49,0.67
User_DiT_2,49,0.98,0.84,0.82,0.9
User_DiT_2,51,0.8,0.76,0.72,0.76
User_DiT_2,52,0.8,0.76,0.66,0.75
User_DiT_2,64,0.79,0.68,0.58,0.7
User_DiT_2,80,0.91,0.56,0.5,0.67
User_DiT_2,97,1.0,0.92,0.92,0.95
User_DiT_2,106,1.0,0.72,0.72,0.83
User_DiT_2,116,1.0,0.8,0.8,0.88
User_DiT_2,118,0.79,0.52,0.43,0.61
User_DiT_2,129,0.71,0.56,0.41,0.62
User_DiT_2,144,0.93,0.56,0.52,0.69
User_DiT_2,147,1.0,0.76,0.76,0.86
User_DiT_2,150,0.88,0.56,0.48,0.65
User_DiT_2,156,1.0,0.64,0.64,0.77
User_DiT_2,159,0.49,0.48,0.31,0.45
User_DiT_2,281,0.97,0.56,0.55,0.7
User_DiT_2,300,0.95,0.8,0.76,0.85
User_DiT_2,322,0.89,0.72,0.67,0.78
User_DiT_2,330,0.88,0.8,0.73,0.83
User_DiT_2,333,0.97,0.56,0.55,0.68
User_DiT_2,339,0.95,0.72,0.68,0.8
User_DiT_2,347,1.0,0.68,0.68,0.79
User_DiT_2,356,0.94,0.44,0.41,0.59
User_DiT_2,365,0.85,0.68,0.55,0.72
User_DiT_2,370,0.97,0.6,0.59,0.71
User_DiT_2,389,0.36,0.56,0.19,0.41
User_DiT_2,392,0.91,0.72,0.67,0.8
User_DiT_2,394,1.0,0.52,0.52,0.66
User_DiT_2,396,1.0,0.8,0.8,0.89
User_DiT_2,400,0.8,0.36,0.2,0.31
User_DiT_2,405,0.76,0.6,0.51,0.66
User_DiT_2,406,1.0,0.76,0.76,0.86
User_DiT_2,413,0.68,0.48,0.39,0.52
User_DiT_2,415,0.63,0.52,0.35,0.55
User_DiT_2,419,0.95,0.6,0.56,0.69
User_DiT_2,421,0.78,0.44,0.35,0.55
User_DiT_2,426,0.61,0.4,0.26,0.47
User_DiT_2,429,0.8,0.8,0.6,0.67
User_DiT_2,432,0.77,0.4,0.34,0.51
User_DiT_2,443,0.8,0.76,0.67,0.77
User_DiT_2,446,0.74,0.48,0.32,0.5
User_DiT_2,453,0.58,0.52,0.37,0.54
User_DiT_2,461,0.87,0.84,0.73,0.85
User_DiT_2,477,0.41,0.48,0.21,0.37
User_DiT_2,479,0.41,0.48,0.22,0.34
User_DiT_2,481,0.47,0.44,0.27,0.42
User_DiT_2,488,0.95,0.8,0.76,0.86
User_DiT_2,499,0.94,0.6,0.55,0.71
User_DiT_2,529,0.85,0.44,0.37,0.55
User_DiT_2,535,0.79,0.56,0.44,0.65
User_DiT_2,554,0.0,0.48,0.0,0.0
User_DiT_2,567,0.88,0.6,0.55,0.71
User_DiT_2,575,0.83,0.4,0.33,0.53
User_DiT_2,585,0.57,0.36,0.27,0.37
User_DiT_2,590,0.86,0.6,0.52,0.69
User_DiT_2,605,0.49,0.4,0.24,0.37
User_DiT_2,606,0.46,0.44,0.22,0.4
User_DiT_2,626,0.65,0.6,0.43,0.59
User_DiT_2,632,0.64,0.52,0.36,0.51
User_DiT_2,633,0.76,0.64,0.51,0.68
User_DiT_2,634,0.22,0.48,0.14,0.23
User_DiT_2,645,0.98,0.48,0.47,0.64
User_DiT_2,654,1.0,0.6,0.6,0.73
User_DiT_2,679,0.54,0.56,0.31,0.52
User_DiT_2,687,1.0,0.8,0.8,0.88
User_DiT_2,730,0.89,0.6,0.54,0.7
User_DiT_2,743,0.68,0.76,0.57,0.66
User_DiT_2,746,0.53,0.44,0.22,0.41
User_DiT_2,755,0.98,0.68,0.66,0.75
User_DiT_2,756,0.85,0.64,0.55,0.72
User_DiT_2,806,0.8,0.88,0.76,0.78
User_DiT_2,810,0.67,0.6,0.4,0.62
