image_id,source,alignment_score,artifact_score
45,User_IMF_1,5.0,3.0
45,User_IMF_2,4.38,4.0
45,User_IMF_3,5.0,4.0
46,Sys_IMF_ref_1,4.85,3.6
46,Sys_IMF_ref_2,4.65,3.85
46,Sys_IMF_ref_3,4.85,3.62
46,User_IMF_1,5.0,4.0
46,User_IMF_2,5.0,4.0
46,User_IMF_3,5.0,4.0
47,Sys_IMF_ref_1,2.15,2.85
47,Sys_IMF_ref_2,2.85,3.6
47,Sys_IMF_ref_3,2.85,3.62
47,User_IMF_1,2.14,3.0
47,User_IMF_2,2.86,4.0
47,User_IMF_3,2.86,3.0
48,Sys_IMF_ref_1,2.85,2.4
48,Sys_IMF_ref_2,2.85,3.6
48,Sys_IMF_ref_3,2.85,2.6
48,User_IMF_1,2.14,2.0
48,User_IMF_2,4.0,2.0
48,User_IMF_3,2.14,4.0
49,Sys_IMF_ref_1,4.65,3.85
49,Sys_IMF_ref_2,4.65,3.85
49,Sys_IMF_ref_3,4.65,3.15
49,User_IMF_1,5.0,5.0
49,User_IMF_2,5.0,5.0
49,User_IMF_3,5.0,4.0
50,Sys_IMF_ref_1,4.82,1.5
50,Sys_IMF_ref_2,4.82,1.5
50,Sys_IMF_ref_3,4.85,1.5
50,User_IMF_1,5.0,4.0
50,User_IMF_2,4.29,4.0
50,User_IMF_3,5.0,4.0
51,Sys_IMF_ref_1,4.65,1.5
51,Sys_IMF_ref_2,4.65,1.5
51,Sys_IMF_ref_3,4.62,1.5
51,User_IMF_1,5.0,2.0
51,User_IMF_2,5.0,2.0
51,User_IMF_3,5.0,2.0
52,Sys_IMF_ref_1,3.85,3.2
52,Sys_IMF_ref_2,2.85,1.2
52,Sys_IMF_ref_3,4.15,3.85
52,User_IMF_1,3.0,3.0
52,User_IMF_2,3.33,4.0
52,User_IMF_3,3.0,2.0
53,Sys_IMF_ref_1,3.42,2.0
53,Sys_IMF_ref_2,3.45,2.0
53,Sys_IMF_ref_3,2.85,2.0
53,User_IMF_1,4.38,4.0
53,User_IMF_2,4.38,3.0
53,User_IMF_3,4.38,3.0
54,Sys_IMF_ref_1,4.12,1.5
54,Sys_IMF_ref_2,4.82,1.5
54,Sys_IMF_ref_3,4.62,1.5
54,User_IMF_1,5.0,2.0
54,User_IMF_2,5.0,4.0
54,User_IMF_3,5.0,2.0
55,Sys_IMF_ref_1,4.85,4.2
55,Sys_IMF_ref_2,4.85,3.65
55,Sys_IMF_ref_3,4.65,3.85
55,User_IMF_1,2.0,4.0
55,User_IMF_2,2.0,4.0
55,User_IMF_3,2.0,5.0
56,Sys_IMF_ref_1,4.92,4.95
56,Sys_IMF_ref_2,4.98,4.95
56,Sys_IMF_ref_3,5.0,4.98
56,User_IMF_1,5.0,5.0
56,User_IMF_2,5.0,5.0
56,User_IMF_3,5.0,5.0
57,Sys_IMF_ref_1,4.12,2.85
57,Sys_IMF_ref_2,4.98,4.95
57,Sys_IMF_ref_3,4.85,4.92
57,User_IMF_1,5.0,4.0
57,User_IMF_2,5.0,5.0
57,User_IMF_3,5.0,4.0
58,Sys_IMF_ref_1,4.15,3.2
58,Sys_IMF_ref_2,4.65,3.85
58,Sys_IMF_ref_3,4.65,3.82
58,User_IMF_1,5.0,4.0
58,User_IMF_2,5.0,4.0
58,User_IMF_3,5.0,3.0
59,Sys_IMF_ref_1,4.98,5.0
59,Sys_IMF_ref_2,4.85,1.5
59,Sys_IMF_ref_3,4.92,1.5
59,User_IMF_1,5.0,5.0
59,User_IMF_2,5.0,5.0
59,User_IMF_3,5.0,2.0
60,Sys_IMF_ref_1,4.15,1.5
60,Sys_IMF_ref_2,4.12,1.5
60,Sys_IMF_ref_3,3.65,1.5
60,User_IMF_1,4.44,3.0
60,User_IMF_2,4.44,3.0
60,User_IMF_3,4.44,3.0
61,Sys_IMF_ref_1,4.85,1.5
61,Sys_IMF_ref_2,4.65,1.5
61,Sys_IMF_ref_3,4.65,1.5
61,User_IMF_1,4.38,2.0
61,User_IMF_2,4.38,2.0
61,User_IMF_3,4.38,4.0
62,Sys_IMF_ref_1,4.12,1.5
62,Sys_IMF_ref_2,4.92,4.95
62,Sys_IMF_ref_3,4.92,4.95
62,User_IMF_1,5.0,5.0
62,User_IMF_2,5.0,5.0
62,User_IMF_3,5.0,5.0
63,Sys_IMF_ref_1,4.92,4.85
63,Sys_IMF_ref_2,4.62,3.85
63,Sys_IMF_ref_3,4.82,3.65
63,User_IMF_1,5.0,4.0
63,User_IMF_2,5.0,5.0
63,User_IMF_3,5.0,5.0
64,Sys_IMF_ref_1,4.62,3.0
64,Sys_IMF_ref_2,4.62,3.0
64,Sys_IMF_ref_3,4.85,3.0
64,User_IMF_1,5.0,3.0
64,User_IMF_2,5.0,3.0
64,User_IMF_3,5.0,3.0
65,Sys_IMF_ref_1,4.85,3.62
65,Sys_IMF_ref_2,4.85,3.65
65,Sys_IMF_ref_3,4.62,3.85
65,User_IMF_1,5.0,4.0
65,User_IMF_2,5.0,4.0
65,User_IMF_3,5.0,4.0
66,Sys_IMF_ref_1,4.85,3.65
66,Sys_IMF_ref_2,4.92,3.85
66,Sys_IMF_ref_3,4.92,4.15
66,User_IMF_1,5.0,4.0
66,User_IMF_2,5.0,4.0
66,User_IMF_3,5.0,3.0
67,Sys_IMF_ref_1,4.68,3.85
67,Sys_IMF_ref_2,4.85,3.65
67,Sys_IMF_ref_3,4.82,3.65
67,User_IMF_1,5.0,4.0
67,User_IMF_2,5.0,4.0
67,User_IMF_3,5.0,4.0
68,Sys_IMF_ref_1,4.65,3.82
68,Sys_IMF_ref_2,4.92,3.85
68,Sys_IMF_ref_3,4.92,4.65
68,User_IMF_1,5.0,5.0
68,User_IMF_2,5.0,4.0
68,User_IMF_3,5.0,5.0
69,Sys_IMF_ref_1,4.85,3.65
69,Sys_IMF_ref_2,4.82,3.65
69,Sys_IMF_ref_3,4.85,3.65
69,User_IMF_1,5.0,4.0
69,User_IMF_2,5.0,4.0
69,User_IMF_3,5.0,4.0
70,Sys_IMF_ref_1,4.65,3.82
70,Sys_IMF_ref_2,4.62,3.85
70,Sys_IMF_ref_3,4.15,3.2
70,User_IMF_1,5.0,4.0
70,User_IMF_2,4.17,4.0
70,User_IMF_3,4.17,4.0
71,Sys_IMF_ref_1,4.12,2.85
71,Sys_IMF_ref_2,4.35,3.82
71,Sys_IMF_ref_3,3.82,1.65
71,User_IMF_1,3.57,3.0
71,User_IMF_2,4.17,3.0
71,User_IMF_3,5.0,3.0
72,Sys_IMF_ref_1,3.85,2.65
72,Sys_IMF_ref_2,2.85,2.1
72,Sys_IMF_ref_3,3.42,2.15
72,User_IMF_1,2.5,3.0
72,User_IMF_2,2.5,2.0
72,User_IMF_3,2.5,2.0
73,Sys_IMF_ref_1,4.65,2.85
73,Sys_IMF_ref_2,3.85,2.4
73,Sys_IMF_ref_3,4.65,3.82
73,User_IMF_1,3.57,4.0
73,User_IMF_2,5.0,2.0
73,User_IMF_3,3.57,3.0
74,Sys_IMF_ref_1,4.62,2.85
74,Sys_IMF_ref_2,2.85,1.95
74,Sys_IMF_ref_3,4.85,4.2
74,User_IMF_1,3.12,3.0
74,User_IMF_2,5.0,3.0
74,User_IMF_3,5.0,4.0
75,Sys_IMF_ref_1,4.15,2.85
75,Sys_IMF_ref_2,4.12,2.85
75,Sys_IMF_ref_3,3.85,2.65
75,User_IMF_1,3.57,4.0
75,User_IMF_2,3.57,3.0
75,User_IMF_3,3.57,3.0
76,Sys_IMF_ref_1,4.15,1.5
76,Sys_IMF_ref_2,4.65,1.5
76,Sys_IMF_ref_3,4.65,1.5
76,User_IMF_1,3.33,4.0
76,User_IMF_2,4.17,3.0
76,User_IMF_3,4.17,2.0
77,Sys_IMF_ref_1,4.65,1.5
77,Sys_IMF_ref_2,4.85,1.5
77,Sys_IMF_ref_3,4.12,1.5
77,User_IMF_1,5.0,3.0
77,User_IMF_2,5.0,3.0
77,User_IMF_3,4.29,2.0
78,Sys_IMF_ref_1,4.15,1.5
78,Sys_IMF_ref_2,3.85,1.5
78,Sys_IMF_ref_3,3.85,1.5
78,User_IMF_1,3.57,2.0
78,User_IMF_2,4.29,2.0
78,User_IMF_3,4.29,2.0
79,Sys_IMF_ref_1,4.65,2.0
79,Sys_IMF_ref_2,4.15,2.0
79,Sys_IMF_ref_3,3.65,2.0
79,User_IMF_1,3.12,3.0
79,User_IMF_2,3.12,3.0
79,User_IMF_3,3.12,3.0
80,Sys_IMF_ref_1,4.85,3.62
80,Sys_IMF_ref_2,4.98,4.95
80,Sys_IMF_ref_3,4.85,3.75
80,User_IMF_1,5.0,5.0
80,User_IMF_2,5.0,4.0
80,User_IMF_3,5.0,4.0
81,Sys_IMF_ref_1,4.12,1.5
81,Sys_IMF_ref_2,4.35,1.5
81,Sys_IMF_ref_3,4.65,1.5
81,User_IMF_1,3.89,2.0
81,User_IMF_2,3.89,4.0
81,User_IMF_3,3.89,2.0
82,Sys_IMF_ref_1,4.12,1.5
82,Sys_IMF_ref_2,3.42,1.15
82,Sys_IMF_ref_3,3.85,1.2
82,User_IMF_1,4.38,1.0
82,User_IMF_2,3.57,1.0
82,User_IMF_3,4.38,1.0
83,Sys_IMF_ref_1,4.65,1.5
83,Sys_IMF_ref_2,3.85,1.5
83,Sys_IMF_ref_3,3.65,1.5
83,User_IMF_1,4.38,3.0
83,User_IMF_2,5.0,2.0
83,User_IMF_3,5.0,3.0
84,Sys_IMF_ref_1,0.85,0.42
84,Sys_IMF_ref_2,0.85,0.42
84,Sys_IMF_ref_3,1.85,0.92
84,User_IMF_1,1.88,1.0
84,User_IMF_2,0.62,0.0
84,User_IMF_3,0.62,0.0
85,Sys_IMF_ref_1,4.82,3.65
85,Sys_IMF_ref_2,4.82,3.65
85,Sys_IMF_ref_3,4.82,3.65
85,User_IMF_1,5.0,4.0
85,User_IMF_2,5.0,4.0
85,User_IMF_3,5.0,4.0
86,Sys_IMF_ref_1,2.45,2.8
86,Sys_IMF_ref_2,4.82,4.65
86,Sys_IMF_ref_3,2.15,2.8
86,User_IMF_1,4.0,1.0
86,User_IMF_2,5.0,4.0
86,User_IMF_3,5.0,3.0
87,Sys_IMF_ref_1,4.85,3.65
87,Sys_IMF_ref_2,4.85,3.62
87,Sys_IMF_ref_3,4.65,2.85
87,User_IMF_1,5.0,3.0
87,User_IMF_2,5.0,4.0
87,User_IMF_3,5.0,3.0
88,Sys_IMF_ref_1,4.65,2.85
88,Sys_IMF_ref_2,4.85,3.75
88,Sys_IMF_ref_3,4.12,2.35
88,User_IMF_1,5.0,2.0
88,User_IMF_2,5.0,3.0
88,User_IMF_3,5.0,3.0
89,Sys_IMF_ref_1,4.92,4.98
89,Sys_IMF_ref_2,4.82,3.65
89,Sys_IMF_ref_3,4.85,4.92
89,User_IMF_1,5.0,4.0
89,User_IMF_2,5.0,5.0
89,User_IMF_3,5.0,4.0
90,Sys_IMF_ref_1,3.45,3.82
90,Sys_IMF_ref_2,4.12,3.68
90,Sys_IMF_ref_3,4.12,1.5
90,User_IMF_1,3.33,2.0
90,User_IMF_2,2.14,2.0
90,User_IMF_3,3.33,4.0
91,Sys_IMF_ref_1,4.82,3.65
91,Sys_IMF_ref_2,4.85,3.65
91,Sys_IMF_ref_3,4.15,1.5
91,User_IMF_1,4.17,5.0
91,User_IMF_2,3.57,4.0
91,User_IMF_3,3.57,5.0
92,Sys_IMF_ref_1,3.42,2.85
92,Sys_IMF_ref_2,4.65,3.82
92,Sys_IMF_ref_3,4.65,3.85
92,User_IMF_1,3.89,3.0
92,User_IMF_2,2.78,4.0
92,User_IMF_3,3.89,4.0
93,Sys_IMF_ref_1,3.42,1.5
93,Sys_IMF_ref_2,2.85,1.5
93,Sys_IMF_ref_3,3.42,1.5
93,User_IMF_1,5.0,3.0
93,User_IMF_2,4.0,2.0
93,User_IMF_3,3.0,2.0
94,Sys_IMF_ref_1,4.12,1.5
94,Sys_IMF_ref_2,4.65,3.85
94,Sys_IMF_ref_3,4.12,1.5
94,User_IMF_1,5.0,3.0
94,User_IMF_2,3.57,4.0
94,User_IMF_3,3.57,3.0
95,Sys_IMF_ref_1,4.85,1.5
95,Sys_IMF_ref_2,4.12,1.5
95,Sys_IMF_ref_3,4.85,1.5
95,User_IMF_1,5.0,4.0
95,User_IMF_2,5.0,3.0
95,User_IMF_3,5.0,2.0
96,Sys_IMF_ref_1,4.85,1.5
96,Sys_IMF_ref_2,4.85,1.5
96,Sys_IMF_ref_3,4.82,1.5
96,User_IMF_1,5.0,2.0
96,User_IMF_2,5.0,5.0
96,User_IMF_3,5.0,5.0
97,Sys_IMF_ref_1,4.82,1.5
97,Sys_IMF_ref_2,4.82,1.5
97,Sys_IMF_ref_3,4.82,1.5
97,User_IMF_1,5.0,3.0
97,User_IMF_2,5.0,4.0
97,User_IMF_3,5.0,2.0
98,Sys_IMF_ref_1,4.68,1.5
98,Sys_IMF_ref_2,4.85,1.5
98,Sys_IMF_ref_3,2.15,1.25
98,User_IMF_1,5.0,3.0
98,User_IMF_2,5.0,4.0
98,User_IMF_3,0.0,3.0
99,Sys_IMF_ref_1,2.85,1.5
99,Sys_IMF_ref_2,4.35,1.5
99,Sys_IMF_ref_3,4.12,1.5
99,User_IMF_1,5.0,2.0
99,User_IMF_2,3.57,2.0
99,User_IMF_3,5.0,3.0
100,Sys_IMF_ref_1,1.85,1.2
100,Sys_IMF_ref_2,1.85,0.92
100,Sys_IMF_ref_3,1.85,1.2
100,User_IMF_1,2.0,1.0
100,User_IMF_2,0.83,1.0
100,User_IMF_3,0.83,1.0
101,Sys_IMF_ref_1,3.62,2.0
101,Sys_IMF_ref_2,3.65,2.0
101,Sys_IMF_ref_3,3.42,1.85
101,User_IMF_1,4.17,3.0
101,User_IMF_2,3.33,3.0
101,User_IMF_3,4.17,2.0
102,Sys_IMF_ref_1,4.12,1.5
102,Sys_IMF_ref_2,3.42,1.5
102,Sys_IMF_ref_3,3.42,1.5
102,User_IMF_1,5.0,2.0
102,User_IMF_2,4.0,2.0
102,User_IMF_3,5.0,2.0
103,Sys_IMF_ref_1,4.12,1.5
103,Sys_IMF_ref_2,3.42,1.5
103,Sys_IMF_ref_3,4.82,1.5
103,User_IMF_1,4.0,2.0
103,User_IMF_2,5.0,4.0
103,User_IMF_3,4.0,2.0
104,Sys_IMF_ref_1,4.35,1.5
104,Sys_IMF_ref_2,3.65,1.5
104,Sys_IMF_ref_3,3.65,1.5
104,User_IMF_1,5.0,2.0
104,User_IMF_2,4.0,3.0
104,User_IMF_3,5.0,2.0
105,Sys_IMF_ref_1,3.65,1.5
105,Sys_IMF_ref_2,4.15,1.5
105,Sys_IMF_ref_3,4.85,1.5
105,User_IMF_1,5.0,4.0
105,User_IMF_2,5.0,2.0
105,User_IMF_3,3.75,4.0
106,Sys_IMF_ref_1,4.12,1.5
106,Sys_IMF_ref_2,4.12,1.5
106,Sys_IMF_ref_3,3.85,1.5
106,User_IMF_1,5.0,3.0
106,User_IMF_2,5.0,3.0
106,User_IMF_3,5.0,3.0
107,Sys_IMF_ref_1,4.85,1.5
107,Sys_IMF_ref_2,4.72,1.5
107,Sys_IMF_ref_3,4.92,1.5
107,User_IMF_1,5.0,4.0
107,User_IMF_2,4.29,4.0
107,User_IMF_3,4.29,4.0
108,Sys_IMF_ref_1,4.12,1.5
108,Sys_IMF_ref_2,3.42,1.5
108,Sys_IMF_ref_3,4.15,1.5
108,User_IMF_1,4.17,3.0
108,User_IMF_2,4.17,2.0
108,User_IMF_3,4.17,2.0
109,Sys_IMF_ref_1,4.65,1.5
109,Sys_IMF_ref_2,4.85,1.5
109,Sys_IMF_ref_3,4.65,1.5
109,User_IMF_1,5.0,3.0
109,User_IMF_2,5.0,3.0
109,User_IMF_3,5.0,3.0
110,Sys_IMF_ref_1,4.98,4.95
110,Sys_IMF_ref_2,5.0,5.0
110,Sys_IMF_ref_3,4.85,3.6
110,User_IMF_1,5.0,5.0
110,User_IMF_2,5.0,5.0
110,User_IMF_3,5.0,5.0
111,Sys_IMF_ref_1,4.75,3.85
111,Sys_IMF_ref_2,4.65,3.85
111,Sys_IMF_ref_3,3.85,2.15
111,User_IMF_1,5.0,4.0
111,User_IMF_2,5.0,3.0
111,User_IMF_3,5.0,4.0
112,Sys_IMF_ref_1,5.0,5.0
112,Sys_IMF_ref_2,4.92,4.95
112,Sys_IMF_ref_3,5.0,5.0
112,User_IMF_1,5.0,5.0
112,User_IMF_2,5.0,5.0
112,User_IMF_3,5.0,5.0
113,Sys_IMF_ref_1,4.15,3.6
113,Sys_IMF_ref_2,3.85,3.2
