image_name,class_id,class_name,User_1_artifact,User_2_artifact,User_3_artifact,artifact_mean,artifact_max-min
000813.png,917,comic book,4,4,2,3.33,2
000818.png,917,comic book,3,1,1,1.67,2
000822.png,919,street sign,4,3,5,4.0,2
000827.png,919,street sign,4,3,2,3.0,2
000728.png,743,prison,3,3,5,3.67,2
000729.png,743,prison,2,1,3,2.0,2
000733.png,746,puck,3,2,4,3.0,2
000734.png,746,puck,1,2,3,2.0,2
000262.png,339,sorrel,4,3,5,4.0,2
000556.png,535,disk brake,3,5,4,4.0,2
000567.png,554,fireboat,4,3,5,4.0,2
000572.png,567,frying pan,3,4,5,4.0,2
000576.png,567,frying pan,3,5,5,4.33,2
000504.png,479,car wheel,3,3,5,3.67,2
000506.png,479,car wheel,3,3,5,3.67,2
000507.png,479,car wheel,3,3,5,3.67,2
000513.png,481,cassette,3,2,1,2.0,2
000516.png,481,cassette,3,4,5,4.0,2
000520.png,488,chain,3,2,4,3.0,2
000527.png,488,chain,3,3,5,3.67,2
000278.png,347,bison,5,4,3,4.0,2
000279.png,347,bison,2,2,0,1.33,2
000281.png,356,weasel,3,3,5,3.67,2
000534.png,499,cleaver,0,0,2,0.67,2
000535.png,499,cleaver,3,2,4,3.0,2
000537.png,499,cleaver,3,4,5,4.0,2
000538.png,499,cleaver,3,3,5,3.67,2
000453.png,443,bib,1,3,3,2.33,2
000457.png,443,bib,3,4,5,4.0,2
000459.png,443,bib,3,4,5,4.0,2
000290.png,365,orangutan,4,3,2,3.0,2
000471.png,453,bookcase,3,4,5,4.0,2
000472.png,453,bookcase,3,5,5,4.33,2
000486.png,461,breastplate,3,2,4,3.0,2
000490.png,477,carpenter's kit,3,3,5,3.67,2
000493.png,477,carpenter's kit,3,4,5,4.0,2
000494.png,477,carpenter's kit,3,4,5,4.0,2
000503.png,479,car wheel,3,3,5,3.67,2
000311.png,389,barracouta,2,4,3,3.0,2
000313.png,389,barracouta,2,0,0,0.67,2
000316.png,389,barracouta,5,5,3,4.33,2
000323.png,392,rock beauty,2,4,3,3.0,2
000100.png,80,black grouse,2,2,0,1.33,2
000839.png,920,traffic light,4,3,5,4.0,2
000841.png,922,menu,2,3,4,3.0,2
000843.png,922,menu,3,5,5,4.33,2
000857.png,928,ice cream,4,4,2,3.33,2
000864.png,931,bagel,4,4,2,3.33,2
000873.png,943,cucumber,4,3,2,3.0,2
000745.png,755,radio telescope,3,2,1,2.0,2
000746.png,755,radio telescope,4,3,5,4.0,2
000747.png,755,radio telescope,3,3,1,2.33,2
000758.png,756,rain barrel,3,3,5,3.67,2
000105.png,80,black grouse,3,5,4,4.0,2
000110.png,97,drake,3,4,2,3.0,2
000079.png,51,triceratops,5,3,4,4.0,2
000837.png,920,traffic light,2,4,3,3.0,2
000084.png,52,thunder snake,4,4,2,3.33,2
000094.png,64,green mamba,3,3,1,2.33,2
000096.png,64,green mamba,3,4,5,4.0,2
000430.png,429,baseball,3,4,5,4.0,2
000432.png,429,baseball,3,4,5,4.0,2
000443.png,432,bassoon,2,2,0,1.33,2
000325.png,392,rock beauty,4,5,3,4.0,2
000329.png,392,rock beauty,2,4,3,3.0,2
000334.png,394,sturgeon,2,1,0,1.0,2
000054.png,39,common iguana,4,2,3,3.0,2
000056.png,39,common iguana,5,3,4,4.0,2
000059.png,39,common iguana,5,3,3,3.67,2
000937.png,972,cliff,5,4,3,4.0,2
000948.png,981,ballplayer,3,3,1,2.33,2
000878.png,943,cucumber,4,3,5,4.0,2
000888.png,952,fig,4,3,2,3.0,2
000889.png,952,fig,5,3,4,4.0,2
000893.png,960,chocolate sauce,5,4,3,4.0,2
000064.png,49,African crocodile,2,2,4,2.67,2
000065.png,49,African crocodile,2,1,0,1.0,2
000066.png,49,African crocodile,3,2,4,3.0,2
000075.png,51,triceratops,3,5,5,4.33,2
000337.png,394,sturgeon,2,1,0,1.0,2
000414.png,421,bannister,2,2,0,1.33,2
000028.png,10,brambling,4,2,2,2.67,2
000347.png,396,lionfish,4,2,4,3.33,2
000355.png,400,academic gown,1,2,0,1.0,2
000357.png,400,academic gown,1,3,1,1.67,2
000982.png,991,coral fungus,5,3,4,4.0,2
000969.png,983,scuba diver,1,2,0,1.0,2
000000.png,4,hammerhead,4,2,3,3.0,2
000999.png,999,toilet tissue,4,5,3,4.0,2
000939.png,972,cliff,5,3,4,4.0,2
000344.png,396,lionfish,5,3,5,4.33,2
000342.png,396,lionfish,3,3,5,3.67,2
000002.png,4,hammerhead,4,3,4,3.67,1
000003.png,4,hammerhead,4,3,4,3.67,1
000007.png,4,hammerhead,5,5,4,4.67,1
000010.png,7,cock,5,4,4,4.33,1
000011.png,7,cock,5,5,4,4.67,1
000012.png,7,cock,3,4,3,3.33,1
000033.png,25,European fire salamander,5,4,5,4.67,1
000032.png,25,European fire salamander,4,5,5,4.67,1
000031.png,25,European fire salamander,5,5,4,4.67,1
000030.png,25,European fire salamander,4,4,5,4.33,1
000027.png,10,brambling,4,5,5,4.67,1
000026.png,10,brambling,3,2,3,2.67,1
000024.png,10,brambling,4,5,5,4.67,1
000023.png,10,brambling,5,4,4,4.33,1
000949.png,981,ballplayer,4,5,4,4.33,1
000947.png,981,ballplayer,2,2,1,1.67,1
000945.png,981,ballplayer,5,5,4,4.67,1
000944.png,981,ballplayer,4,5,4,4.33,1
000942.png,981,ballplayer,5,5,4,4.67,1
000941.png,981,ballplayer,5,5,4,4.67,1
000940.png,981,ballplayer,1,2,2,1.67,1
000936.png,972,cliff,5,5,4,4.67,1
000391.png,415,bakery,3,4,4,3.67,1
000390.png,415,bakery,4,4,5,4.33,1
000389.png,413,assault rifle,4,4,5,4.33,1
000385.png,413,assault rifle,3,4,4,3.67,1
000383.png,413,assault rifle,2,3,3,2.67,1
000381.png,413,assault rifle,2,3,3,2.67,1
000380.png,413,assault rifle,4,4,5,4.33,1
000379.png,406,altar,4,3,3,3.33,1
000378.png,406,altar,4,5,5,4.67,1
000376.png,406,altar,4,3,4,3.67,1
000375.png,406,altar,4,4,5,4.33,1
000372.png,406,altar,4,4,5,4.33,1
000365.png,405,airship,3,4,4,3.67,1
000363.png,405,airship,3,4,3,3.33,1
000362.png,405,airship,3,3,2,2.67,1
000361.png,405,airship,3,4,4,3.67,1
000340.png,396,lionfish,3,3,4,3.33,1
000339.png,394,sturgeon,5,5,4,4.67,1
000336.png,394,sturgeon,4,5,4,4.33,1
000335.png,394,sturgeon,5,5,4,4.67,1
000332.png,394,sturgeon,2,3,2,2.33,1
000331.png,394,sturgeon,5,5,4,4.67,1
000328.png,392,rock beauty,4,5,5,4.67,1
000327.png,392,rock beauty,4,5,4,4.33,1
000326.png,392,rock beauty,1,0,1,0.67,1
000324.png,392,rock beauty,4,5,5,4.67,1
000401.png,419,Band Aid,5,5,4,4.67,1
000399.png,415,bakery,4,3,4,3.67,1
000396.png,415,bakery,3,3,4,3.33,1
000395.png,415,bakery,4,4,5,4.33,1
000393.png,415,bakery,4,4,3,3.67,1
000392.png,415,bakery,4,3,4,3.67,1
000317.png,389,barracouta,4,4,3,3.67,1
000314.png,389,barracouta,4,5,5,4.67,1
000310.png,389,barracouta,5,5,4,4.67,1
000309.png,370,guenon,4,5,5,4.67,1
000308.png,370,guenon,3,4,4,3.67,1
000306.png,370,guenon,5,4,5,4.67,1
000305.png,370,guenon,5,4,4,4.33,1
000422.png,426,barometer,5,5,4,4.67,1
000421.png,426,barometer,5,5,4,4.67,1
000420.png,426,barometer,5,5,4,4.67,1
000417.png,421,bannister,4,5,5,4.67,1
000412.png,421,bannister,1,2,2,1.67,1
000410.png,421,bannister,5,4,5,4.67,1
000408.png,419,Band Aid,4,5,4,4.33,1
000407.png,419,Band Aid,1,1,0,0.67,1
000404.png,419,Band Aid,5,4,5,4.67,1
000461.png,446,binder,4,5,5,4.67,1
000460.png,446,binder,3,4,4,3.67,1
000456.png,443,bib,3,4,4,3.67,1
000445.png,432,bassoon,4,4,5,4.33,1
000442.png,432,bassoon,4,4,5,4.33,1
000438.png,429,baseball,4,4,5,4.33,1
000437.png,429,baseball,4,4,5,4.33,1
000436.png,429,baseball,4,5,4,4.33,1
000435.png,429,baseball,1,1,0,0.67,1
000434.png,429,baseball,4,5,4,4.33,1
000427.png,426,barometer,5,5,4,4.67,1
000426.png,426,barometer,5,5,4,4.67,1
000322.png,392,rock beauty,4,5,5,4.67,1
000321.png,392,rock beauty,4,5,5,4.67,1
000320.png,392,rock beauty,3,4,4,3.67,1
000318.png,389,barracouta,3,4,3,3.33,1
000302.png,370,guenon,4,5,4,4.33,1
000301.png,370,guenon,3,4,3,3.33,1
000300.png,370,guenon,4,5,5,4.67,1
000297.png,365,orangutan,4,4,3,3.67,1
000296.png,365,orangutan,3,4,3,3.33,1
000295.png,365,orangutan,4,3,4,3.67,1
000293.png,365,orangutan,4,5,5,4.67,1
000292.png,365,orangutan,3,4,4,3.67,1
000291.png,365,orangutan,3,4,4,3.67,1
000289.png,356,weasel,4,3,3,3.33,1
000288.png,356,weasel,4,3,3,3.33,1
000286.png,356,weasel,2,2,1,1.67,1
000469.png,446,binder,5,5,4,4.67,1
000468.png,446,binder,3,2,3,2.67,1
000465.png,446,binder,5,4,4,4.33,1
000462.png,446,binder,3,3,4,3.33,1
000497.png,477,carpenter's kit,4,3,4,3.67,1
000495.png,477,carpenter's kit,3,3,4,3.33,1
000492.png,477,carpenter's kit,4,5,4,4.33,1
000488.png,461,breastplate,3,3,4,3.33,1
000487.png,461,breastplate,5,4,5,4.67,1
000485.png,461,breastplate,5,5,4,4.67,1
000484.png,461,breastplate,5,4,5,4.67,1
000481.png,461,breastplate,5,5,4,4.67,1
000480.png,461,breastplate,4,3,4,3.67,1
000479.png,453,bookcase,5,5,4,4.67,1
000477.png,453,bookcase,5,5,4,4.67,1
000476.png,453,bookcase,3,3,4,3.33,1
000475.png,453,bookcase,5,5,4,4.67,1
000473.png,453,bookcase,4,5,5,4.67,1
000304.png,370,guenon,3,4,3,3.33,1
000303.png,370,guenon,4,4,5,4.33,1
000524.png,488,chain,4,5,5,4.67,1
000523.png,488,chain,3,2,2,2.33,1
000519.png,481,cassette,4,5,5,4.67,1
000517.png,481,cassette,4,3,4,3.67,1
000515.png,481,cassette,4,3,4,3.67,1
000514.png,481,cassette,5,4,5,4.67,1
000512.png,481,cassette,4,4,5,4.33,1
000511.png,481,cassette,4,4,5,4.33,1
000510.png,481,cassette,4,5,4,4.33,1
000509.png,479,car wheel,4,5,5,4.67,1
000508.png,479,car wheel,4,3,4,3.67,1
000505.png,479,car wheel,4,4,5,4.33,1
000501.png,479,car wheel,4,4,5,4.33,1
000500.png,479,car wheel,4,5,5,4.67,1
000499.png,477,carpenter's kit,4,5,4,4.33,1
000498.png,477,carpenter's kit,4,4,5,4.33,1
000530.png,499,cleaver,4,3,4,3.67,1
000284.png,356,weasel,5,5,4,4.67,1
000283.png,356,weasel,5,4,4,4.33,1
000282.png,356,weasel,5,4,5,4.67,1
000280.png,356,weasel,4,3,4,3.67,1
000276.png,347,bison,3,4,4,3.67,1
000274.png,347,bison,3,4,3,3.33,1
000273.png,347,bison,3,4,3,3.33,1
000272.png,347,bison,4,5,5,4.67,1
000270.png,347,bison,4,5,5,4.67,1
000269.png,339,sorrel,4,5,5,4.67,1
000268.png,339,sorrel,4,5,4,4.33,1
000267.png,339,sorrel,4,4,3,3.67,1
000529.png,488,chain,1,2,2,1.67,1
000528.png,488,chain,5,5,4,4.67,1
000526.png,488,chain,3,2,2,2.33,1
000266.png,339,sorrel,4,5,5,4.67,1
000265.png,339,sorrel,5,4,5,4.67,1
000264.png,339,sorrel,5,4,4,4.33,1
000263.png,339,sorrel,3,4,4,3.67,1
000261.png,339,sorrel,3,4,3,3.33,1
000260.png,339,sorrel,5,5,4,4.67,1
000259.png,333,hamster,4,3,4,3.67,1
000258.png,333,hamster,4,3,3,3.33,1
000256.png,333,hamster,4,5,5,4.67,1
000249.png,330,wood rabbit,4,4,3,3.67,1
000248.png,330,wood rabbit,3,4,4,3.67,1
000546.png,529,diaper,3,3,4,3.33,1
000544.png,529,diaper,4,3,4,3.67,1
000543.png,529,diaper,4,5,5,4.67,1
000542.png,529,diaper,5,5,4,4.67,1
000539.png,499,cleaver,5,5,4,4.67,1
000581.png,575,golfcart,2,3,3,2.67,1
000580.png,575,golfcart,4,5,5,4.67,1
000578.png,567,frying pan,3,4,4,3.67,1
000577.png,567,frying pan,4,5,5,4.67,1
000575.png,567,frying pan,4,4,5,4.33,1
000574.png,567,frying pan,4,5,5,4.67,1
000573.png,567,frying pan,4,4,5,4.33,1
000570.png,567,frying pan,4,5,5,4.67,1
000569.png,554,fireboat,4,5,5,4.67,1
000568.png,554,fireboat,3,3,4,3.33,1
000566.png,554,fireboat,3,2,3,2.67,1
000564.png,554,fireboat,4,4,5,4.33,1
000561.png,554,fireboat,4,4,5,4.33,1
000557.png,535,disk brake,4,5,5,4.67,1
000555.png,535,disk brake,4,4,5,4.33,1
000553.png,535,disk brake,3,3,4,3.33,1
000600.png,590,hand-held computer,4,5,5,4.67,1
000599.png,585,hair spray,4,5,5,4.67,1
000598.png,585,hair spray,0,1,0,0.33,1
000597.png,585,hair spray,2,3,2,2.33,1
000594.png,585,hair spray,4,5,4,4.33,1
000592.png,585,hair spray,2,1,2,1.67,1
000591.png,585,hair spray,4,5,4,4.33,1
000590.png,585,hair spray,4,5,5,4.67,1
000589.png,575,golfcart,4,5,5,4.67,1
000588.png,575,golfcart,3,2,2,2.33,1
000587.png,575,golfcart,4,5,5,4.67,1
000586.png,575,golfcart,3,4,4,3.67,1
000585.png,575,golfcart,4,5,5,4.67,1
000584.png,575,golfcart,4,4,5,4.33,1
000583.png,575,golfcart,2,3,2,2.33,1
000582.png,575,golfcart,4,4,5,4.33,1
000242.png,330,wood rabbit,5,5,4,4.67,1
000237.png,322,ringlet,4,5,4,4.33,1
000235.png,322,ringlet,4,4,3,3.67,1
000233.png,322,ringlet,5,4,5,4.67,1
000232.png,322,ringlet,4,4,5,4.33,1
000231.png,322,ringlet,4,5,5,4.67,1
000230.png,322,ringlet,4,4,5,4.33,1
000229.png,300,tiger beetle,5,4,4,4.33,1
000228.png,300,tiger beetle,3,4,3,3.33,1
000225.png,300,tiger beetle,3,4,4,3.67,1
000223.png,300,tiger beetle,5,4,5,4.67,1
000608.png,590,hand-held computer,3,3,4,3.33,1
000606.png,590,hand-held computer,4,4,5,4.33,1
000605.png,590,hand-held computer,4,5,4,4.33,1
000604.png,590,hand-held computer,2,3,3,2.67,1
000603.png,590,hand-held computer,4,4,5,4.33,1
000213.png,281,tabby cat,4,5,5,4.67,1
000212.png,281,tabby cat,5,5,4,4.67,1
000210.png,281,tabby cat,4,4,3,3.67,1
000208.png,159,Rhodesian ridgeback,4,5,5,4.67,1
000205.png,159,Rhodesian ridgeback,3,4,3,3.33,1
000203.png,159,Rhodesian ridgeback,4,5,5,4.67,1
000624.png,606,iron,2,1,2,1.67,1
000622.png,606,iron,4,5,5,4.67,1
000621.png,606,iron,4,5,5,4.67,1
000618.png,605,iPod,4,5,5,4.67,1
000616.png,605,iPod,3,2,3,2.67,1
000614.png,605,iPod,5,5,4,4.67,1
000613.png,605,iPod,4,3,4,3.67,1
000611.png,605,iPod,4,5,5,4.67,1
000610.png,605,iPod,3,3,4,3.33,1
000245.png,330,wood rabbit,3,4,3,3.33,1
000190.png,156,Blenheim spaniel,5,5,4,4.67,1
000187.png,150,sea lion,3,3,4,3.33,1
000180.png,150,sea lion,2,1,1,1.33,1
000643.png,632,loudspeaker,5,4,5,4.67,1
000642.png,632,loudspeaker,4,3,4,3.67,1
000639.png,626,lighter,4,5,5,4.67,1
000636.png,626,lighter,2,2,3,2.33,1
000635.png,626,lighter,5,4,5,4.67,1
000632.png,626,lighter,4,3,3,3.33,1
000631.png,626,lighter,3,3,4,3.33,1
000629.png,606,iron,4,4,5,4.33,1
000628.png,606,iron,2,2,3,2.33,1
000221.png,300,tiger beetle,4,5,5,4.67,1
000219.png,281,tabby cat,5,5,4,4.67,1
000218.png,281,tabby cat,3,4,3,3.33,1
000216.png,281,tabby cat,4,5,4,4.33,1
000672.png,645,maypole,4,5,5,4.67,1
000667.png,634,lumbermill,5,4,4,4.33,1
000665.png,634,lumbermill,4,5,5,4.67,1
000663.png,634,lumbermill,4,5,5,4.67,1
000661.png,634,lumbermill,4,4,5,4.33,1
000659.png,633,loupe,1,1,0,0.67,1
000658.png,633,loupe,1,1,0,0.67,1
000654.png,633,loupe,3,4,4,3.67,1
000653.png,633,loupe,1,0,0,0.33,1
000651.png,633,loupe,4,5,5,4.67,1
000650.png,633,loupe,4,4,5,4.33,1
000647.png,632,loudspeaker,5,5,4,4.67,1
000200.png,159,Rhodesian ridgeback,4,4,5,4.33,1
000199.png,156,Blenheim spaniel,4,4,5,4.33,1
000198.png,156,Blenheim spaniel,4,4,3,3.67,1
000195.png,156,Blenheim spaniel,4,5,4,4.33,1
000686.png,654,minibus,3,3,4,3.33,1
000685.png,654,minibus,3,3,4,3.33,1
000176.png,147,grey whale,5,4,5,4.67,1
000175.png,147,grey whale,5,4,5,4.67,1
000174.png,147,grey whale,4,4,5,4.33,1
000173.png,147,grey whale,4,5,4,4.33,1
000172.png,147,grey whale,4,5,4,4.33,1
000171.png,147,grey whale,4,3,3,3.33,1
000166.png,144,pelican,4,3,4,3.67,1
000164.png,144,pelican,4,3,3,3.33,1
000163.png,144,pelican,3,3,4,3.33,1
000683.png,654,minibus,4,5,5,4.67,1
000680.png,654,minibus,4,4,5,4.33,1
000678.png,645,maypole,4,5,5,4.67,1
000676.png,645,maypole,4,5,4,4.33,1
000675.png,645,maypole,4,5,5,4.67,1
000153.png,129,spoonbill,3,4,4,3.67,1
000150.png,129,spoonbill,2,3,2,2.33,1
000145.png,118,Dungeness crab,5,5,4,4.67,1
000144.png,118,Dungeness crab,3,2,2,2.33,1
000141.png,118,Dungeness crab,5,4,5,4.67,1
000140.png,118,Dungeness crab,5,5,4,4.67,1
000703.png,687,organ,4,4,5,4.33,1
000699.png,679,necklace,4,4,5,4.33,1
000697.png,679,necklace,4,4,5,4.33,1
000695.png,679,necklace,3,3,4,3.33,1
000693.png,679,necklace,4,5,5,4.67,1
000692.png,679,necklace,4,3,4,3.67,1
000691.png,679,necklace,5,5,4,4.67,1
