image_id,source,alignment_score,artifact_score,class_id
29,Sys_IMFfdloss_ref_2,3.82,3.65,10
29,Sys_IMFfdloss_ref_3,4.92,4.85,10
29,User_IMFfdloss_1,3.33,5.0,10
29,User_IMFfdloss_2,4.0,5.0,10
29,User_IMFfdloss_3,3.33,5.0,10
30,Sys_IMFfdloss_ref_1,3.65,1.5,25
30,Sys_IMFfdloss_ref_2,4.82,4.75,25
30,Sys_IMFfdloss_ref_3,4.65,3.85,25
30,User_IMFfdloss_1,4.17,4.0,25
30,User_IMFfdloss_2,4.17,2.0,25
30,User_IMFfdloss_3,4.17,4.0,25
33,Sys_IMFfdloss_ref_1,2.85,3.6,25
33,Sys_IMFfdloss_ref_2,2.85,2.9,25
33,Sys_IMFfdloss_ref_3,4.65,3.85,25
33,User_IMFfdloss_1,4.0,3.0,25
33,User_IMFfdloss_2,3.0,3.0,25
33,User_IMFfdloss_3,2.5,4.0,25
35,Sys_IMFfdloss_ref_1,3.82,2.15,25
35,Sys_IMFfdloss_ref_2,4.85,3.2,25
35,Sys_IMFfdloss_ref_3,3.85,2.15,25
35,User_IMFfdloss_1,5.0,4.0,25
35,User_IMFfdloss_2,4.0,2.0,25
35,User_IMFfdloss_3,4.0,3.0,25
36,Sys_IMFfdloss_ref_1,4.65,3.85,25
36,Sys_IMFfdloss_ref_2,4.82,1.5,25
36,Sys_IMFfdloss_ref_3,4.15,2.85,25
36,User_IMFfdloss_1,5.0,2.0,25
36,User_IMFfdloss_2,5.0,2.0,25
36,User_IMFfdloss_3,5.0,4.0,25
38,Sys_IMFfdloss_ref_1,4.12,1.5,25
38,Sys_IMFfdloss_ref_2,4.12,1.5,25
38,Sys_IMFfdloss_ref_3,3.65,1.5,25
38,User_IMFfdloss_1,5.0,2.0,25
38,User_IMFfdloss_2,4.17,2.0,25
38,User_IMFfdloss_3,5.0,3.0,25
43,Sys_IMFfdloss_ref_1,4.65,3.85,35
43,Sys_IMFfdloss_ref_2,4.12,2.85,35
43,Sys_IMFfdloss_ref_3,4.12,2.85,35
43,User_IMFfdloss_1,4.0,4.0,35
43,User_IMFfdloss_2,4.0,4.0,35
43,User_IMFfdloss_3,4.0,3.0,35
44,Sys_IMFfdloss_ref_1,1.85,2.9,35
44,Sys_IMFfdloss_ref_2,2.85,3.65,35
44,Sys_IMFfdloss_ref_3,2.15,2.85,35
44,User_IMFfdloss_1,5.0,4.0,35
44,User_IMFfdloss_2,3.0,2.0,35
44,User_IMFfdloss_3,3.0,2.0,35
46,Sys_IMFfdloss_ref_1,4.12,2.85,35
46,Sys_IMFfdloss_ref_2,4.12,3.85,35
46,Sys_IMFfdloss_ref_3,3.42,2.0,35
46,User_IMFfdloss_1,5.0,4.0,35
46,User_IMFfdloss_2,5.0,4.0,35
46,User_IMFfdloss_3,5.0,4.0,35
47,Sys_IMFfdloss_ref_1,3.62,3.85,35
47,Sys_IMFfdloss_ref_2,3.85,3.6,35
47,Sys_IMFfdloss_ref_3,3.65,3.85,35
47,User_IMFfdloss_1,5.0,3.0,35
47,User_IMFfdloss_2,5.0,4.0,35
47,User_IMFfdloss_3,5.0,3.0,35
48,Sys_IMFfdloss_ref_1,4.15,2.0,35
48,Sys_IMFfdloss_ref_2,4.15,2.0,35
48,Sys_IMFfdloss_ref_3,4.12,2.0,35
48,User_IMFfdloss_1,5.0,4.0,35
48,User_IMFfdloss_2,5.0,3.0,35
48,User_IMFfdloss_3,5.0,3.0,35
50,Sys_IMFfdloss_ref_1,4.92,4.85,39
50,Sys_IMFfdloss_ref_2,4.92,4.85,39
50,Sys_IMFfdloss_ref_3,4.85,4.92,39
50,User_IMFfdloss_1,5.0,5.0,39
50,User_IMFfdloss_2,5.0,5.0,39
50,User_IMFfdloss_3,5.0,5.0,39
52,Sys_IMFfdloss_ref_1,4.12,3.65,39
52,Sys_IMFfdloss_ref_2,4.12,2.85,39
52,Sys_IMFfdloss_ref_3,4.15,3.62,39
52,User_IMFfdloss_1,5.0,4.0,39
52,User_IMFfdloss_2,4.17,4.0,39
52,User_IMFfdloss_3,4.17,4.0,39
53,Sys_IMFfdloss_ref_1,4.85,1.5,39
53,Sys_IMFfdloss_ref_2,4.98,4.95,39
53,Sys_IMFfdloss_ref_3,4.15,4.92,39
53,User_IMFfdloss_1,4.38,5.0,39
53,User_IMFfdloss_2,4.38,5.0,39
53,User_IMFfdloss_3,5.0,5.0,39
54,Sys_IMFfdloss_ref_1,3.42,1.5,39
54,Sys_IMFfdloss_ref_2,3.85,1.5,39
54,Sys_IMFfdloss_ref_3,4.15,3.85,39
54,User_IMFfdloss_1,3.89,2.0,39
54,User_IMFfdloss_2,5.0,4.0,39
54,User_IMFfdloss_3,3.89,2.0,39
55,Sys_IMFfdloss_ref_1,3.85,1.5,39
55,Sys_IMFfdloss_ref_2,3.85,4.12,39
55,Sys_IMFfdloss_ref_3,3.85,1.5,39
55,User_IMFfdloss_1,4.17,3.0,39
55,User_IMFfdloss_2,4.38,4.0,39
55,User_IMFfdloss_3,5.0,2.0,39
61,Sys_IMFfdloss_ref_1,4.12,1.85,49
61,Sys_IMFfdloss_ref_2,3.42,1.5,49
61,Sys_IMFfdloss_ref_3,2.85,1.2,49
61,User_IMFfdloss_1,5.0,3.0,49
61,User_IMFfdloss_2,5.0,2.0,49
61,User_IMFfdloss_3,5.0,1.0,49
62,Sys_IMFfdloss_ref_1,4.12,3.65,49
62,Sys_IMFfdloss_ref_2,4.82,3.65,49
62,Sys_IMFfdloss_ref_3,4.82,3.65,49
62,User_IMFfdloss_1,5.0,3.0,49
62,User_IMFfdloss_2,5.0,4.0,49
62,User_IMFfdloss_3,5.0,3.0,49
64,Sys_IMFfdloss_ref_1,4.12,2.85,49
64,Sys_IMFfdloss_ref_2,4.85,3.2,49
64,Sys_IMFfdloss_ref_3,4.65,3.85,49
64,User_IMFfdloss_1,5.0,4.0,49
64,User_IMFfdloss_2,5.0,3.0,49
64,User_IMFfdloss_3,5.0,3.0,49
65,Sys_IMFfdloss_ref_1,4.62,3.85,49
65,Sys_IMFfdloss_ref_2,4.62,3.85,49
65,Sys_IMFfdloss_ref_3,4.65,3.8,49
65,User_IMFfdloss_1,5.0,4.0,49
65,User_IMFfdloss_2,5.0,4.0,49
65,User_IMFfdloss_3,5.0,4.0,49
67,Sys_IMFfdloss_ref_1,4.85,3.65,49
67,Sys_IMFfdloss_ref_2,4.82,3.65,49
67,Sys_IMFfdloss_ref_3,4.35,3.82,49
67,User_IMFfdloss_1,5.0,4.0,49
67,User_IMFfdloss_2,5.0,4.0,49
67,User_IMFfdloss_3,5.0,4.0,49
70,Sys_IMFfdloss_ref_1,4.95,4.98,51
70,Sys_IMFfdloss_ref_2,4.85,4.62,51
70,Sys_IMFfdloss_ref_3,4.85,3.65,51
70,User_IMFfdloss_1,5.0,5.0,51
70,User_IMFfdloss_2,5.0,5.0,51
70,User_IMFfdloss_3,5.0,4.0,51
71,Sys_IMFfdloss_ref_1,4.15,2.85,51
71,Sys_IMFfdloss_ref_2,2.85,1.92,51
71,Sys_IMFfdloss_ref_3,2.15,1.85,51
71,User_IMFfdloss_1,3.75,3.0,51
71,User_IMFfdloss_2,3.75,4.0,51
71,User_IMFfdloss_3,3.75,2.0,51
72,Sys_IMFfdloss_ref_1,4.92,4.85,51
72,Sys_IMFfdloss_ref_2,4.92,4.85,51
72,Sys_IMFfdloss_ref_3,5.0,5.0,51
72,User_IMFfdloss_1,5.0,5.0,51
72,User_IMFfdloss_2,5.0,5.0,51
72,User_IMFfdloss_3,5.0,5.0,51
76,Sys_IMFfdloss_ref_1,4.95,4.98,51
76,Sys_IMFfdloss_ref_2,4.92,4.88,51
76,Sys_IMFfdloss_ref_3,4.92,4.85,51
76,User_IMFfdloss_1,5.0,5.0,51
76,User_IMFfdloss_2,5.0,4.0,51
76,User_IMFfdloss_3,5.0,5.0,51
79,Sys_IMFfdloss_ref_1,4.85,2.1,51
79,Sys_IMFfdloss_ref_2,4.65,2.85,51
79,Sys_IMFfdloss_ref_3,4.15,1.85,51
79,User_IMFfdloss_1,4.38,4.0,51
79,User_IMFfdloss_2,4.38,1.0,51
79,User_IMFfdloss_3,4.38,2.0,51
80,Sys_IMFfdloss_ref_1,3.65,2.85,52
80,Sys_IMFfdloss_ref_2,3.65,3.82,52
80,Sys_IMFfdloss_ref_3,3.65,3.82,52
80,User_IMFfdloss_1,4.38,4.0,52
80,User_IMFfdloss_2,4.38,3.0,52
80,User_IMFfdloss_3,4.38,3.0,52
83,Sys_IMFfdloss_ref_1,4.82,4.35,52
83,Sys_IMFfdloss_ref_2,4.82,3.65,52
83,Sys_IMFfdloss_ref_3,4.85,4.92,52
83,User_IMFfdloss_1,5.0,4.0,52
83,User_IMFfdloss_2,5.0,5.0,52
83,User_IMFfdloss_3,5.0,4.0,52
84,Sys_IMFfdloss_ref_1,4.92,4.95,52
84,Sys_IMFfdloss_ref_2,4.35,2.85,52
84,Sys_IMFfdloss_ref_3,4.72,2.85,52
84,User_IMFfdloss_1,5.0,4.0,52
84,User_IMFfdloss_2,5.0,4.0,52
84,User_IMFfdloss_3,5.0,5.0,52
85,Sys_IMFfdloss_ref_1,3.85,4.12,52
85,Sys_IMFfdloss_ref_2,4.92,4.95,52
85,Sys_IMFfdloss_ref_3,4.15,3.85,52
85,User_IMFfdloss_1,4.38,4.0,52
85,User_IMFfdloss_2,5.0,5.0,52
85,User_IMFfdloss_3,5.0,5.0,52
89,Sys_IMFfdloss_ref_1,1.85,3.92,52
89,Sys_IMFfdloss_ref_2,1.85,3.92,52
89,Sys_IMFfdloss_ref_3,1.92,3.85,52
89,User_IMFfdloss_1,1.88,4.0,52
89,User_IMFfdloss_2,1.88,4.0,52
89,User_IMFfdloss_3,1.88,4.0,52
90,Sys_IMFfdloss_ref_1,3.65,3.12,64
90,Sys_IMFfdloss_ref_2,2.85,2.6,64
90,Sys_IMFfdloss_ref_3,3.85,3.62,64
90,User_IMFfdloss_1,4.38,3.0,64
90,User_IMFfdloss_2,4.38,3.0,64
90,User_IMFfdloss_3,4.38,3.0,64
91,Sys_IMFfdloss_ref_1,1.85,1.4,64
91,Sys_IMFfdloss_ref_2,1.85,1.4,64
91,User_IMFfdloss_1,1.67,2.0,64
91,User_IMFfdloss_2,1.67,2.0,64
91,User_IMFfdloss_3,1.67,3.0,64
94,Sys_IMFfdloss_ref_1,2.85,3.6,64
94,Sys_IMFfdloss_ref_2,2.85,3.6,64
94,User_IMFfdloss_1,2.5,4.0,64
94,User_IMFfdloss_2,2.5,4.0,64
94,User_IMFfdloss_3,2.86,5.0,64
96,Sys_IMFfdloss_ref_1,4.65,3.85,64
96,Sys_IMFfdloss_ref_2,4.65,4.92,64
96,User_IMFfdloss_1,5.0,4.0,64
96,User_IMFfdloss_2,5.0,4.0,64
96,User_IMFfdloss_3,5.0,4.0,64
98,Sys_IMFfdloss_ref_1,3.85,3.62,64
98,Sys_IMFfdloss_ref_2,3.85,2.65,64
98,User_IMFfdloss_1,4.44,3.0,64
98,User_IMFfdloss_2,4.44,3.0,64
98,User_IMFfdloss_3,4.44,4.0,64
100,Sys_IMFfdloss_ref_1,4.65,1.5,80
100,Sys_IMFfdloss_ref_2,4.12,1.5,80
100,User_IMFfdloss_1,5.0,3.0,80
100,User_IMFfdloss_2,4.38,4.0,80
100,User_IMFfdloss_3,5.0,2.0,80
103,Sys_IMFfdloss_ref_1,4.68,3.85,80
103,Sys_IMFfdloss_ref_2,4.12,2.0,80
103,User_IMFfdloss_1,2.78,3.0,80
103,User_IMFfdloss_2,4.38,4.0,80
103,User_IMFfdloss_3,3.12,3.0,80
104,Sys_IMFfdloss_ref_1,4.65,3.0,80
104,Sys_IMFfdloss_ref_2,4.62,3.0,80
104,User_IMFfdloss_1,4.17,4.0,80
104,User_IMFfdloss_2,4.17,4.0,80
104,User_IMFfdloss_3,4.17,4.0,80
105,Sys_IMFfdloss_ref_1,2.85,1.5,80
105,Sys_IMFfdloss_ref_2,2.15,1.5,80
105,User_IMFfdloss_1,2.5,2.0,80
105,User_IMFfdloss_2,2.5,2.0,80
105,User_IMFfdloss_3,2.5,3.0,80
108,Sys_IMFfdloss_ref_1,4.65,1.5,80
108,Sys_IMFfdloss_ref_2,3.85,1.5,80
108,User_IMFfdloss_1,5.0,3.0,80
108,User_IMFfdloss_2,5.0,3.0,80
108,User_IMFfdloss_3,4.38,2.0,80
110,Sys_IMFfdloss_ref_1,4.85,4.92,97
110,Sys_IMFfdloss_ref_2,4.82,4.65,97
110,User_IMFfdloss_1,5.0,5.0,97
110,User_IMFfdloss_2,5.0,5.0,97
110,User_IMFfdloss_3,5.0,5.0,97
111,Sys_IMFfdloss_ref_1,4.15,1.5,97
111,Sys_IMFfdloss_ref_2,4.15,1.5,97
111,User_IMFfdloss_1,3.57,4.0,97
111,User_IMFfdloss_2,3.57,3.0,97
111,User_IMFfdloss_3,3.57,2.0,97
113,Sys_IMFfdloss_ref_1,3.65,1.5,97
113,Sys_IMFfdloss_ref_2,4.92,1.5,97
113,User_IMFfdloss_1,4.29,2.0,97
113,User_IMFfdloss_2,4.29,3.0,97
113,User_IMFfdloss_3,5.0,4.0,97
114,Sys_IMFfdloss_ref_1,3.85,1.5,97
114,Sys_IMFfdloss_ref_2,4.85,1.5,97
114,User_IMFfdloss_1,2.5,5.0,97
114,User_IMFfdloss_2,5.0,4.0,97
114,User_IMFfdloss_3,2.5,5.0,97
119,Sys_IMFfdloss_ref_1,4.85,1.5,97
119,Sys_IMFfdloss_ref_2,4.92,1.5,97
119,User_IMFfdloss_1,5.0,3.0,97
119,User_IMFfdloss_2,5.0,2.0,97
119,User_IMFfdloss_3,5.0,2.0,97
121,Sys_IMFfdloss_ref_1,4.62,2.0,106
121,Sys_IMFfdloss_ref_2,4.85,2.0,106
121,User_IMFfdloss_1,5.0,3.0,106
121,User_IMFfdloss_2,5.0,2.0,106
121,User_IMFfdloss_3,5.0,5.0,106
123,Sys_IMFfdloss_ref_1,4.85,3.6,106
123,Sys_IMFfdloss_ref_2,4.85,3.92,106
123,Sys_IMFfdloss_ref_3,4.85,3.65,106
123,User_IMFfdloss_1,5.0,4.0,106
123,User_IMFfdloss_2,5.0,4.0,106
123,User_IMFfdloss_3,5.0,4.0,106
124,Sys_IMFfdloss_ref_1,4.62,2.0,106
124,Sys_IMFfdloss_ref_2,4.82,2.0,106
124,Sys_IMFfdloss_ref_3,4.12,2.0,106
124,User_IMFfdloss_1,5.0,3.0,106
124,User_IMFfdloss_2,5.0,2.0,106
124,User_IMFfdloss_3,5.0,5.0,106
125,Sys_IMFfdloss_ref_1,2.85,3.1,106
125,Sys_IMFfdloss_ref_2,2.85,3.2,106
125,Sys_IMFfdloss_ref_3,3.82,2.45,106
125,User_IMFfdloss_1,4.44,3.0,106
125,User_IMFfdloss_2,5.0,3.0,106
125,User_IMFfdloss_3,5.0,3.0,106
126,Sys_IMFfdloss_ref_1,4.65,1.5,106
126,Sys_IMFfdloss_ref_2,4.85,3.2,106
126,Sys_IMFfdloss_ref_3,4.35,3.65,106
126,User_IMFfdloss_1,5.0,3.0,106
126,User_IMFfdloss_2,5.0,2.0,106
126,User_IMFfdloss_3,5.0,3.0,106
131,Sys_IMFfdloss_ref_1,4.92,4.95,116
131,Sys_IMFfdloss_ref_2,4.92,4.95,116
131,Sys_IMFfdloss_ref_3,4.98,4.96,116
131,User_IMFfdloss_1,5.0,5.0,116
131,User_IMFfdloss_2,5.0,5.0,116
131,User_IMFfdloss_3,5.0,5.0,116
132,Sys_IMFfdloss_ref_1,3.85,3.6,116
132,Sys_IMFfdloss_ref_2,3.65,3.42,116
132,Sys_IMFfdloss_ref_3,4.65,4.2,116
132,User_IMFfdloss_1,5.0,4.0,116
132,User_IMFfdloss_2,5.0,4.0,116
132,User_IMFfdloss_3,4.29,4.0,116
135,Sys_IMFfdloss_ref_1,4.12,2.65,116
135,Sys_IMFfdloss_ref_2,4.65,3.85,116
135,Sys_IMFfdloss_ref_3,4.85,4.62,116
135,User_IMFfdloss_1,5.0,5.0,116
135,User_IMFfdloss_2,5.0,3.0,116
135,User_IMFfdloss_3,5.0,4.0,116
138,Sys_IMFfdloss_ref_1,4.92,4.85,116
138,Sys_IMFfdloss_ref_2,4.98,4.95,116
138,Sys_IMFfdloss_ref_3,4.92,4.85,116
138,User_IMFfdloss_1,5.0,5.0,116
138,User_IMFfdloss_2,5.0,5.0,116
138,User_IMFfdloss_3,5.0,5.0,116
139,Sys_IMFfdloss_ref_1,3.65,2.15,116
139,Sys_IMFfdloss_ref_2,3.65,2.15,116
139,Sys_IMFfdloss_ref_3,3.15,1.85,116
139,User_IMFfdloss_1,4.29,2.0,116
139,User_IMFfdloss_2,4.29,2.0,116
139,User_IMFfdloss_3,4.29,1.0,116
141,Sys_IMFfdloss_ref_1,4.85,3.2,118
141,Sys_IMFfdloss_ref_2,4.85,3.65,118
141,Sys_IMFfdloss_ref_3,4.85,3.65,118
141,User_IMFfdloss_1,5.0,4.0,118
141,User_IMFfdloss_2,5.0,4.0,118
141,User_IMFfdloss_3,5.0,3.0,118
142,Sys_IMFfdloss_ref_1,3.85,4.12,118
142,Sys_IMFfdloss_ref_2,4.15,4.32,118
142,Sys_IMFfdloss_ref_3,4.85,3.65,118
142,User_IMFfdloss_1,5.0,4.0,118
142,User_IMFfdloss_2,4.38,4.0,118
142,User_IMFfdloss_3,4.38,4.0,118
144,Sys_IMFfdloss_ref_1,4.12,3.68,118
144,Sys_IMFfdloss_ref_2,3.85,2.15,118
144,Sys_IMFfdloss_ref_3,3.65,2.85,118
144,User_IMFfdloss_1,5.0,2.0,118
144,User_IMFfdloss_2,5.0,4.0,118
144,User_IMFfdloss_3,5.0,4.0,118
145,Sys_IMFfdloss_ref_1,2.85,1.92,118
145,Sys_IMFfdloss_ref_2,1.85,2.1,118
145,Sys_IMFfdloss_ref_3,2.85,1.45,118
145,User_IMFfdloss_1,5.0,2.0,118
145,User_IMFfdloss_2,5.0,1.0,118
145,User_IMFfdloss_3,5.0,2.0,118
149,Sys_IMFfdloss_ref_1,3.65,3.8,118
149,Sys_IMFfdloss_ref_2,3.42,2.68,118
149,Sys_IMFfdloss_ref_3,4.15,3.85,118
149,User_IMFfdloss_1,5.0,4.0,118
149,User_IMFfdloss_2,5.0,3.0,118
149,User_IMFfdloss_3,5.0,3.0,118
152,Sys_IMFfdloss_ref_1,4.12,2.0,129
152,Sys_IMFfdloss_ref_2,4.12,2.0,129
152,Sys_IMFfdloss_ref_3,4.12,2.0,129
152,User_IMFfdloss_1,4.29,4.0,129
152,User_IMFfdloss_2,4.29,4.0,129
152,User_IMFfdloss_3,4.29,3.0,129
153,Sys_IMFfdloss_ref_1,4.12,1.5,129
153,Sys_IMFfdloss_ref_2,4.85,1.5,129
153,Sys_IMFfdloss_ref_3,4.12,1.5,129
153,User_IMFfdloss_1,3.89,4.0,129
153,User_IMFfdloss_2,3.89,2.0,129
153,User_IMFfdloss_3,3.89,2.0,129
157,Sys_IMFfdloss_ref_1,4.15,2.0,129
157,Sys_IMFfdloss_ref_2,3.42,2.0,129
157,Sys_IMFfdloss_ref_3,4.12,2.0,129
157,User_IMFfdloss_1,3.75,2.0,129
157,User_IMFfdloss_2,3.75,2.0,129
157,User_IMFfdloss_3,3.75,2.0,129
158,Sys_IMFfdloss_ref_1,4.15,3.62,129
158,Sys_IMFfdloss_ref_2,4.65,3.82,129
158,Sys_IMFfdloss_ref_3,4.12,3.65,129
158,User_IMFfdloss_1,4.17,4.0,129
158,User_IMFfdloss_2,4.17,4.0,129
158,User_IMFfdloss_3,4.17,3.0,129
159,Sys_IMFfdloss_ref_1,3.85,1.5,129
159,Sys_IMFfdloss_ref_2,4.35,1.5,129
159,Sys_IMFfdloss_ref_3,4.65,1.5,129
159,User_IMFfdloss_1,3.57,3.0,129
159,User_IMFfdloss_2,3.57,4.0,129
159,User_IMFfdloss_3,4.29,4.0,129
160,Sys_IMFfdloss_ref_1,4.15,1.5,144
160,Sys_IMFfdloss_ref_2,1.85,1.5,144
160,Sys_IMFfdloss_ref_3,4.15,1.5,144
160,User_IMFfdloss_1,5.0,2.0,144
160,User_IMFfdloss_2,5.0,3.0,144
160,User_IMFfdloss_3,5.0,2.0,144
163,Sys_IMFfdloss_ref_1,4.12,1.5,144
163,Sys_IMFfdloss_ref_2,4.12,1.5,144
163,Sys_IMFfdloss_ref_3,4.62,1.5,144
163,User_IMFfdloss_1,4.44,5.0,144
163,User_IMFfdloss_2,3.89,2.0,144
163,User_IMFfdloss_3,3.89,2.0,144
165,Sys_IMFfdloss_ref_1,3.45,1.5,144
165,Sys_IMFfdloss_ref_2,3.42,1.5,144
165,Sys_IMFfdloss_ref_3,3.42,1.5,144
165,User_IMFfdloss_1,4.0,2.0,144
165,User_IMFfdloss_2,3.57,2.0,144
165,User_IMFfdloss_3,4.0,2.0,144
166,Sys_IMFfdloss_ref_1,4.85,4.92,144
166,Sys_IMFfdloss_ref_2,4.98,4.95,144
166,Sys_IMFfdloss_ref_3,4.85,4.92,144
166,User_IMFfdloss_1,4.38,5.0,144
166,User_IMFfdloss_2,4.38,4.0,144
166,User_IMFfdloss_3,5.0,5.0,144
168,Sys_IMFfdloss_ref_1,4.85,3.75,144
168,Sys_IMFfdloss_ref_2,4.65,3.85,144
168,Sys_IMFfdloss_ref_3,4.85,3.8,144
168,User_IMFfdloss_1,5.0,4.0,144
168,User_IMFfdloss_2,5.0,4.0,144
168,User_IMFfdloss_3,5.0,4.0,144
170,Sys_IMFfdloss_ref_1,4.82,3.95,147
170,Sys_IMFfdloss_ref_2,4.85,3.92,147
170,Sys_IMFfdloss_ref_3,4.85,3.92,147
170,User_IMFfdloss_1,5.0,4.0,147
170,User_IMFfdloss_2,5.0,4.0,147
170,User_IMFfdloss_3,5.0,5.0,147
172,Sys_IMFfdloss_ref_1,4.15,3.85,147
172,Sys_IMFfdloss_ref_2,3.85,2.9,147
172,Sys_IMFfdloss_ref_3,4.85,4.6,147
172,User_IMFfdloss_1,5.0,4.0,147
172,User_IMFfdloss_2,5.0,4.0,147
172,User_IMFfdloss_3,5.0,3.0,147
173,Sys_IMFfdloss_ref_1,4.15,2.85,147
173,Sys_IMFfdloss_ref_2,4.65,2.85,147
173,Sys_IMFfdloss_ref_3,4.15,2.85,147
173,User_IMFfdloss_1,5.0,2.0,147
173,User_IMFfdloss_2,5.0,2.0,147
173,User_IMFfdloss_3,5.0,2.0,147
175,Sys_IMFfdloss_ref_1,4.85,4.72,147
175,Sys_IMFfdloss_ref_2,4.85,3.62,147
175,Sys_IMFfdloss_ref_3,4.82,3.65,147
175,User_IMFfdloss_1,5.0,5.0,147
175,User_IMFfdloss_2,5.0,4.0,147
175,User_IMFfdloss_3,5.0,5.0,147
179,Sys_IMFfdloss_ref_1,4.85,2.1,147
179,Sys_IMFfdloss_ref_2,4.82,2.15,147
179,Sys_IMFfdloss_ref_3,4.82,2.65,147
179,User_IMFfdloss_1,5.0,2.0,147
179,User_IMFfdloss_2,5.0,4.0,147
179,User_IMFfdloss_3,5.0,5.0,147
181,Sys_IMFfdloss_ref_1,4.15,3.0,150
181,Sys_IMFfdloss_ref_2,4.82,3.0,150
