image_id,source,alignment_score,artifact_score,class_id,alignment_norm,artifact_norm,composite_product,composite_harmonic
5,User_DiT_3,4.38,4.0,7,0.876,0.8,0.7008000000000001,0.8362768496420048
5,Sys_DiT_noref_1,4.65,3.85,7,0.93,0.77,0.7161000000000001,0.8424705882352941
5,Sys_DiT_noref_2,4.62,3.85,7,0.924,0.77,0.71148,0.8400000000000001
5,Sys_DiT_noref_3,4.65,3.85,7,0.93,0.77,0.7161000000000001,0.8424705882352941
6,User_DiT_1,5.0,2.0,7,1.0,0.4,0.4,0.5714285714285715
6,User_DiT_2,5.0,5.0,7,1.0,1.0,1.0,1.0
6,User_DiT_3,5.0,5.0,7,1.0,1.0,1.0,1.0
6,Sys_DiT_noref_1,4.85,3.2,7,0.97,0.64,0.6208,0.7711801242236026
6,Sys_DiT_noref_2,4.12,3.65,7,0.8240000000000001,0.73,0.60152,0.7741570141570142
6,Sys_DiT_noref_3,4.92,4.65,7,0.984,0.93,0.91512,0.9562382445141066
7,User_DiT_1,4.44,4.0,7,0.8880000000000001,0.8,0.7104000000000001,0.8417061611374408
7,User_DiT_2,4.44,4.0,7,0.8880000000000001,0.8,0.7104000000000001,0.8417061611374408
7,User_DiT_3,4.44,4.0,7,0.8880000000000001,0.8,0.7104000000000001,0.8417061611374408
7,Sys_DiT_noref_1,4.65,3.85,7,0.93,0.77,0.7161000000000001,0.8424705882352941
7,Sys_DiT_noref_2,4.12,3.85,7,0.8240000000000001,0.77,0.63448,0.7960853199498118
7,Sys_DiT_noref_3,4.65,3.85,7,0.93,0.77,0.7161000000000001,0.8424705882352941
8,User_DiT_1,4.17,4.0,7,0.834,0.8,0.6672,0.8166462668298654
8,User_DiT_2,4.17,4.0,7,0.834,0.8,0.6672,0.8166462668298654
8,User_DiT_3,4.17,3.0,7,0.834,0.6,0.5004,0.697907949790795
8,Sys_DiT_noref_1,4.85,3.2,7,0.97,0.64,0.6208,0.7711801242236026
8,Sys_DiT_noref_2,4.85,3.72,7,0.97,0.744,0.72168,0.842100350058343
8,Sys_DiT_noref_3,4.85,4.62,7,0.97,0.924,0.89628,0.9464413938753959
9,User_DiT_1,5.0,3.0,7,1.0,0.6,0.6,0.7499999999999999
9,User_DiT_2,5.0,3.0,7,1.0,0.6,0.6,0.7499999999999999
9,User_DiT_3,5.0,3.0,7,1.0,0.6,0.6,0.7499999999999999
9,Sys_DiT_noref_1,4.62,3.15,7,0.924,0.63,0.5821200000000001,0.7491891891891893
9,Sys_DiT_noref_2,4.62,3.85,7,0.924,0.77,0.71148,0.8400000000000001
9,Sys_DiT_noref_3,4.62,3.85,7,0.924,0.77,0.71148,0.8400000000000001
10,User_DiT_1,3.89,4.0,10,0.778,0.8,0.6224000000000001,0.7888466413181242
10,User_DiT_2,3.89,4.0,10,0.778,0.8,0.6224000000000001,0.7888466413181242
10,User_DiT_3,3.89,4.0,10,0.778,0.8,0.6224000000000001,0.7888466413181242
10,Sys_DiT_noref_1,4.85,3.72,10,0.97,0.744,0.72168,0.842100350058343
10,Sys_DiT_noref_2,2.85,3.4,10,0.5700000000000001,0.6799999999999999,0.3876,0.62016
10,Sys_DiT_noref_3,4.85,3.92,10,0.97,0.784,0.76048,0.8671379703534778
11,User_DiT_1,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
11,User_DiT_2,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
11,User_DiT_3,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
11,Sys_DiT_noref_1,4.92,4.98,10,0.984,0.9960000000000001,0.980064,0.9899636363636364
11,Sys_DiT_noref_2,4.92,4.98,10,0.984,0.9960000000000001,0.980064,0.9899636363636364
11,Sys_DiT_noref_3,4.85,3.2,10,0.97,0.64,0.6208,0.7711801242236026
12,User_DiT_1,0.56,3.0,10,0.11200000000000002,0.6,0.06720000000000001,0.18876404494382026
12,User_DiT_2,3.57,3.0,10,0.714,0.6,0.42839999999999995,0.6520547945205478
12,User_DiT_3,0.56,2.0,10,0.11200000000000002,0.4,0.044800000000000006,0.17500000000000002
12,Sys_DiT_noref_1,3.82,1.47,10,0.764,0.294,0.22461599999999998,0.4246049149338374
12,Sys_DiT_noref_2,3.42,2.85,10,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
12,Sys_DiT_noref_3,4.72,4.15,10,0.944,0.8300000000000001,0.78352,0.883337091319053
13,User_DiT_1,4.0,3.0,10,0.8,0.6,0.48,0.6857142857142857
13,User_DiT_2,5.0,3.0,10,1.0,0.6,0.6,0.7499999999999999
13,User_DiT_3,4.0,2.0,10,0.8,0.4,0.32000000000000006,0.5333333333333333
13,Sys_DiT_noref_1,4.85,3.65,10,0.97,0.73,0.7081,0.8330588235294117
13,Sys_DiT_noref_2,4.65,3.85,10,0.93,0.77,0.7161000000000001,0.8424705882352941
13,Sys_DiT_noref_3,4.85,4.9,10,0.97,0.9800000000000001,0.9506000000000001,0.974974358974359
14,User_DiT_1,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
14,User_DiT_2,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
14,User_DiT_3,3.89,5.0,10,0.778,1.0,0.778,0.875140607424072
14,Sys_DiT_noref_1,5.0,5.0,10,1.0,1.0,1.0,1.0
14,Sys_DiT_noref_2,4.95,4.98,10,0.99,0.9960000000000001,0.9860400000000001,0.9929909365558913
14,Sys_DiT_noref_3,5.0,5.0,10,1.0,1.0,1.0,1.0
15,User_DiT_1,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
15,User_DiT_2,5.0,5.0,25,1.0,1.0,1.0,1.0
15,User_DiT_3,5.0,2.0,25,1.0,0.4,0.4,0.5714285714285715
15,Sys_DiT_noref_1,4.65,3.85,25,0.93,0.77,0.7161000000000001,0.8424705882352941
15,Sys_DiT_noref_2,4.85,4.72,25,0.97,0.944,0.9156799999999999,0.9568234064785789
15,Sys_DiT_noref_3,4.65,4.12,25,0.93,0.8240000000000001,0.7663200000000001,0.8737970353477766
16,User_DiT_1,5.0,5.0,25,1.0,1.0,1.0,1.0
16,User_DiT_2,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
16,User_DiT_3,5.0,5.0,25,1.0,1.0,1.0,1.0
16,Sys_DiT_noref_1,4.85,4.12,25,0.97,0.8240000000000001,0.79928,0.8910590858416945
16,Sys_DiT_noref_2,4.92,4.98,25,0.984,0.9960000000000001,0.980064,0.9899636363636364
16,Sys_DiT_noref_3,4.85,4.92,25,0.97,0.984,0.95448,0.976949846468782
17,User_DiT_1,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
17,User_DiT_2,5.0,3.0,25,1.0,0.6,0.6,0.7499999999999999
17,User_DiT_3,4.17,4.0,25,0.834,0.8,0.6672,0.8166462668298654
17,Sys_DiT_noref_1,3.65,2.85,25,0.73,0.5700000000000001,0.4161,0.6401538461538462
17,Sys_DiT_noref_2,4.12,2.65,25,0.8240000000000001,0.53,0.43672000000000005,0.6450812407680946
17,Sys_DiT_noref_3,4.12,3.85,25,0.8240000000000001,0.77,0.63448,0.7960853199498118
18,User_DiT_1,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
18,User_DiT_2,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
18,User_DiT_3,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
18,Sys_DiT_noref_1,4.85,3.65,25,0.97,0.73,0.7081,0.8330588235294117
18,Sys_DiT_noref_2,4.15,3.85,25,0.8300000000000001,0.77,0.6391000000000001,0.7988750000000001
18,Sys_DiT_noref_3,4.12,2.85,25,0.8240000000000001,0.5700000000000001,0.4696800000000001,0.6738593974175037
19,User_DiT_1,3.33,2.0,25,0.666,0.4,0.2664,0.499812382739212
19,User_DiT_2,4.29,3.0,25,0.858,0.6,0.5147999999999999,0.7061728395061727
19,User_DiT_3,3.33,3.0,25,0.666,0.6,0.3996,0.6312796208530805
19,Sys_DiT_noref_1,4.65,4.2,25,0.93,0.8400000000000001,0.7812000000000001,0.8827118644067797
19,Sys_DiT_noref_2,4.12,3.85,25,0.8240000000000001,0.77,0.63448,0.7960853199498118
19,Sys_DiT_noref_3,4.35,3.85,25,0.8699999999999999,0.77,0.6698999999999999,0.8169512195121951
20,User_DiT_1,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
20,User_DiT_2,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
20,User_DiT_3,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
20,Sys_DiT_noref_1,4.85,3.92,35,0.97,0.784,0.76048,0.8671379703534778
20,Sys_DiT_noref_2,4.85,4.92,35,0.97,0.984,0.95448,0.976949846468782
20,Sys_DiT_noref_3,4.85,3.72,35,0.97,0.744,0.72168,0.842100350058343
21,User_DiT_1,4.0,4.0,35,0.8,0.8,0.6400000000000001,0.8000000000000002
21,User_DiT_2,3.0,3.0,35,0.6,0.6,0.36,0.6
21,User_DiT_3,4.0,3.0,35,0.8,0.6,0.48,0.6857142857142857
21,Sys_DiT_noref_1,3.42,3.85,35,0.6839999999999999,0.77,0.5266799999999999,0.7244566712517193
21,Sys_DiT_noref_2,3.42,2.85,35,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
21,Sys_DiT_noref_3,3.42,2.18,35,0.6839999999999999,0.43600000000000005,0.298224,0.5325428571428571
22,User_DiT_1,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
22,User_DiT_2,4.0,4.0,35,0.8,0.8,0.6400000000000001,0.8000000000000002
22,User_DiT_3,4.0,5.0,35,0.8,1.0,0.8,0.888888888888889
22,Sys_DiT_noref_1,4.12,3.85,35,0.8240000000000001,0.77,0.63448,0.7960853199498118
22,Sys_DiT_noref_2,4.72,4.15,35,0.944,0.8300000000000001,0.78352,0.883337091319053
22,Sys_DiT_noref_3,4.65,4.12,35,0.93,0.8240000000000001,0.7663200000000001,0.8737970353477766
23,User_DiT_1,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
23,User_DiT_2,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
23,User_DiT_3,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
23,Sys_DiT_noref_1,3.42,2.15,35,0.6839999999999999,0.43,0.29412,0.5280430879712747
23,Sys_DiT_noref_2,3.65,2.85,35,0.73,0.5700000000000001,0.4161,0.6401538461538462
23,Sys_DiT_noref_3,4.12,3.85,35,0.8240000000000001,0.77,0.63448,0.7960853199498118
24,User_DiT_1,4.0,3.0,35,0.8,0.6,0.48,0.6857142857142857
24,User_DiT_2,4.0,3.0,35,0.8,0.6,0.48,0.6857142857142857
24,User_DiT_3,4.0,4.0,35,0.8,0.8,0.6400000000000001,0.8000000000000002
24,Sys_DiT_noref_1,4.65,3.85,35,0.93,0.77,0.7161000000000001,0.8424705882352941
24,Sys_DiT_noref_2,3.15,3.85,35,0.63,0.77,0.48510000000000003,0.6930000000000001
24,Sys_DiT_noref_3,4.65,3.85,35,0.93,0.77,0.7161000000000001,0.8424705882352941
25,User_DiT_1,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
25,User_DiT_2,5.0,3.0,39,1.0,0.6,0.6,0.7499999999999999
25,User_DiT_3,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
25,Sys_DiT_noref_1,4.85,4.92,39,0.97,0.984,0.95448,0.976949846468782
25,Sys_DiT_noref_2,4.72,3.85,39,0.944,0.77,0.72688,0.8481680280046674
25,Sys_DiT_noref_3,4.85,4.92,39,0.97,0.984,0.95448,0.976949846468782
26,User_DiT_1,3.75,3.0,39,0.75,0.6,0.44999999999999996,0.6666666666666665
26,User_DiT_2,3.89,2.0,39,0.778,0.4,0.31120000000000003,0.5283531409168082
26,User_DiT_3,3.89,2.0,39,0.778,0.4,0.31120000000000003,0.5283531409168082
26,Sys_DiT_noref_1,2.15,2.85,39,0.43,0.5700000000000001,0.2451,0.4902
26,Sys_DiT_noref_2,2.15,2.85,39,0.43,0.5700000000000001,0.2451,0.4902
26,Sys_DiT_noref_3,3.42,2.85,39,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
27,User_DiT_1,5.0,5.0,39,1.0,1.0,1.0,1.0
27,User_DiT_2,3.57,3.0,39,0.714,0.6,0.42839999999999995,0.6520547945205478
27,User_DiT_3,3.57,2.0,39,0.714,0.4,0.2856,0.5127468581687613
27,Sys_DiT_noref_1,3.85,4.62,39,0.77,0.924,0.71148,0.8400000000000001
27,Sys_DiT_noref_2,4.12,4.65,39,0.8240000000000001,0.93,0.7663200000000001,0.8737970353477766
27,Sys_DiT_noref_3,3.45,2.85,39,0.6900000000000001,0.5700000000000001,0.3933000000000001,0.6242857142857143
28,User_DiT_1,5.0,3.0,39,1.0,0.6,0.6,0.7499999999999999
28,User_DiT_2,4.17,2.0,39,0.834,0.4,0.3336,0.5406807131280389
28,User_DiT_3,5.0,3.0,39,1.0,0.6,0.6,0.7499999999999999
28,Sys_DiT_noref_1,2.85,4.2,39,0.5700000000000001,0.8400000000000001,0.4788000000000001,0.6791489361702129
28,Sys_DiT_noref_2,3.85,4.92,39,0.77,0.984,0.75768,0.863945267958951
28,Sys_DiT_noref_3,3.42,4.15,39,0.6839999999999999,0.8300000000000001,0.56772,0.7499603698811096
29,User_DiT_1,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
29,User_DiT_2,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
29,User_DiT_3,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
29,Sys_DiT_noref_1,4.62,4.91,39,0.924,0.982,0.9073680000000001,0.9521175236096537
29,Sys_DiT_noref_2,3.42,2.85,39,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
29,Sys_DiT_noref_3,2.15,4.92,39,0.43,0.984,0.42312,0.5984724186704385
30,User_DiT_1,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
30,User_DiT_2,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
30,User_DiT_3,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
30,Sys_DiT_noref_1,4.85,3.6,49,0.97,0.72,0.6983999999999999,0.8265088757396449
30,Sys_DiT_noref_2,4.85,3.92,49,0.97,0.784,0.76048,0.8671379703534778
30,Sys_DiT_noref_3,4.85,4.9,49,0.97,0.9800000000000001,0.9506000000000001,0.974974358974359
31,User_DiT_1,5.0,5.0,49,1.0,1.0,1.0,1.0
31,User_DiT_2,5.0,5.0,49,1.0,1.0,1.0,1.0
31,User_DiT_3,5.0,5.0,49,1.0,1.0,1.0,1.0
31,Sys_DiT_noref_1,4.85,4.2,49,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
31,Sys_DiT_noref_2,4.92,4.98,49,0.984,0.9960000000000001,0.980064,0.9899636363636364
31,Sys_DiT_noref_3,4.85,4.92,49,0.97,0.984,0.95448,0.976949846468782
32,User_DiT_1,5.0,5.0,49,1.0,1.0,1.0,1.0
32,User_DiT_2,5.0,5.0,49,1.0,1.0,1.0,1.0
32,User_DiT_3,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
32,Sys_DiT_noref_1,4.85,4.62,49,0.97,0.924,0.89628,0.9464413938753959
32,Sys_DiT_noref_2,4.65,3.85,49,0.93,0.77,0.7161000000000001,0.8424705882352941
32,Sys_DiT_noref_3,4.15,3.85,49,0.8300000000000001,0.77,0.6391000000000001,0.7988750000000001
33,User_DiT_1,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
33,User_DiT_2,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
33,User_DiT_3,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
33,Sys_DiT_noref_1,1.85,2.4,49,0.37,0.48,0.17759999999999998,0.4178823529411764
33,Sys_DiT_noref_2,1.85,3.2,49,0.37,0.64,0.2368,0.46891089108910894
33,Sys_DiT_noref_3,2.15,3.8,49,0.43,0.76,0.3268,0.5492436974789916
34,User_DiT_1,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
34,User_DiT_2,4.38,4.0,49,0.876,0.8,0.7008000000000001,0.8362768496420048
34,User_DiT_3,4.38,4.0,49,0.876,0.8,0.7008000000000001,0.8362768496420048
34,Sys_DiT_noref_1,2.85,3.1,49,0.5700000000000001,0.62,0.35340000000000005,0.5939495798319329
34,Sys_DiT_noref_2,3.42,2.85,49,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
34,Sys_DiT_noref_3,3.42,2.15,49,0.6839999999999999,0.43,0.29412,0.5280430879712747
35,User_DiT_1,5.0,5.0,51,1.0,1.0,1.0,1.0
35,User_DiT_2,5.0,5.0,51,1.0,1.0,1.0,1.0
35,User_DiT_3,5.0,5.0,51,1.0,1.0,1.0,1.0
35,Sys_DiT_noref_1,4.92,4.98,51,0.984,0.9960000000000001,0.980064,0.9899636363636364
35,Sys_DiT_noref_2,5.0,5.0,51,1.0,1.0,1.0,1.0
35,Sys_DiT_noref_3,4.92,4.98,51,0.984,0.9960000000000001,0.980064,0.9899636363636364
36,User_DiT_1,0.0,1.0,51,0.0,0.2,0.0,0.0
36,User_DiT_2,0.0,1.0,51,0.0,0.2,0.0,0.0
36,User_DiT_3,0.0,1.0,51,0.0,0.2,0.0,0.0
36,Sys_DiT_noref_1,0.15,0.85,51,0.03,0.16999999999999998,0.0050999999999999995,0.051
36,Sys_DiT_noref_2,0.15,0.85,51,0.03,0.16999999999999998,0.0050999999999999995,0.051
36,Sys_DiT_noref_3,1.85,2.4,51,0.37,0.48,0.17759999999999998,0.4178823529411764
37,User_DiT_1,5.0,4.0,51,1.0,0.8,0.8,0.888888888888889
37,User_DiT_2,5.0,4.0,51,1.0,0.8,0.8,0.888888888888889
37,User_DiT_3,5.0,5.0,51,1.0,1.0,1.0,1.0
37,Sys_DiT_noref_1,4.85,3.15,51,0.97,0.63,0.6111,0.763875
37,Sys_DiT_noref_2,4.15,4.85,51,0.8300000000000001,0.97,0.8051,0.8945555555555555
37,Sys_DiT_noref_3,5.0,5.0,51,1.0,1.0,1.0,1.0
38,User_DiT_1,5.0,5.0,51,1.0,1.0,1.0,1.0
38,User_DiT_2,5.0,5.0,51,1.0,1.0,1.0,1.0
38,User_DiT_3,5.0,5.0,51,1.0,1.0,1.0,1.0
38,Sys_DiT_noref_1,4.92,4.85,51,0.984,0.97,0.95448,0.976949846468782
38,Sys_DiT_noref_2,4.92,4.95,51,0.984,0.99,0.97416,0.9869908814589666
38,Sys_DiT_noref_3,4.25,5.0,51,0.85,1.0,0.85,0.9189189189189189
39,User_DiT_1,5.0,5.0,51,1.0,1.0,1.0,1.0
39,User_DiT_2,5.0,4.0,51,1.0,0.8,0.8,0.888888888888889
39,User_DiT_3,5.0,5.0,51,1.0,1.0,1.0,1.0
39,Sys_DiT_noref_1,4.92,4.85,51,0.984,0.97,0.95448,0.976949846468782
39,Sys_DiT_noref_2,4.85,3.75,51,0.97,0.75,0.7275,0.8459302325581396
39,Sys_DiT_noref_3,4.85,3.75,51,0.97,0.75,0.7275,0.8459302325581396
40,User_DiT_1,5.0,5.0,52,1.0,1.0,1.0,1.0
40,User_DiT_2,5.0,4.0,52,1.0,0.8,0.8,0.888888888888889
40,User_DiT_3,5.0,4.0,52,1.0,0.8,0.8,0.888888888888889
40,Sys_DiT_noref_1,4.35,4.82,52,0.8699999999999999,0.9640000000000001,0.83868,0.9145910577971647
40,Sys_DiT_noref_2,4.35,4.12,52,0.8699999999999999,0.8240000000000001,0.71688,0.846375442739079
40,Sys_DiT_noref_3,4.35,3.85,52,0.8699999999999999,0.77,0.6698999999999999,0.8169512195121951
41,User_DiT_1,5.0,4.0,52,1.0,0.8,0.8,0.888888888888889
41,User_DiT_2,4.17,5.0,52,0.834,1.0,0.834,0.9094874591057797
41,User_DiT_3,4.17,5.0,52,0.834,1.0,0.834,0.9094874591057797
41,Sys_DiT_noref_1,4.65,3.85,52,0.93,0.77,0.7161000000000001,0.8424705882352941
41,Sys_DiT_noref_2,4.85,3.6,52,0.97,0.72,0.6983999999999999,0.8265088757396449
41,Sys_DiT_noref_3,4.65,4.85,52,0.93,0.97,0.9021,0.9495789473684211
42,User_DiT_1,5.0,5.0,52,1.0,1.0,1.0,1.0
42,User_DiT_2,5.0,5.0,52,1.0,1.0,1.0,1.0
42,User_DiT_3,5.0,5.0,52,1.0,1.0,1.0,1.0
42,Sys_DiT_noref_1,4.72,3.85,52,0.944,0.77,0.72688,0.8481680280046674
42,Sys_DiT_noref_2,4.98,5.0,52,0.9960000000000001,1.0,0.9960000000000001,0.997995991983968
42,Sys_DiT_noref_3,4.92,4.95,52,0.984,0.99,0.97416,0.9869908814589666
43,User_DiT_1,5.0,3.0,52,1.0,0.6,0.6,0.7499999999999999
43,User_DiT_2,5.0,3.0,52,1.0,0.6,0.6,0.7499999999999999
43,User_DiT_3,5.0,3.0,52,1.0,0.6,0.6,0.7499999999999999
43,Sys_DiT_noref_1,2.85,1.2,52,0.5700000000000001,0.24,0.1368,0.3377777777777778
43,Sys_DiT_noref_2,4.85,3.6,52,0.97,0.72,0.6983999999999999,0.8265088757396449
43,Sys_DiT_noref_3,4.65,2.85,52,0.93,0.5700000000000001,0.5301000000000001,0.7068000000000002
44,User_DiT_1,1.43,2.0,52,0.286,0.4,0.1144,0.3335276967930029
44,User_DiT_2,0.71,2.0,52,0.142,0.4,0.056799999999999996,0.20959409594095937
44,User_DiT_3,1.43,3.0,52,0.286,0.6,0.17159999999999997,0.3873589164785553
44,Sys_DiT_noref_1,1.24,1.85,52,0.248,0.37,0.09176,0.296957928802589
44,Sys_DiT_noref_2,1.15,0.85,52,0.22999999999999998,0.16999999999999998,0.039099999999999996,0.1955
44,Sys_DiT_noref_3,1.42,3.65,52,0.284,0.73,0.20731999999999998,0.4089151873767258
45,User_DiT_1,4.29,4.0,64,0.858,0.8,0.6864,0.8279855247285887
45,User_DiT_2,5.0,5.0,64,1.0,1.0,1.0,1.0
45,User_DiT_3,5.0,4.0,64,1.0,0.8,0.8,0.888888888888889
45,Sys_DiT_noref_1,4.85,4.92,64,0.97,0.984,0.95448,0.976949846468782
45,Sys_DiT_noref_2,4.85,4.2,64,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
45,Sys_DiT_noref_3,4.85,4.92,64,0.97,0.984,0.95448,0.976949846468782
46,User_DiT_1,2.86,3.0,64,0.572,0.6,0.34319999999999995,0.5856655290102388
46,User_DiT_2,4.29,2.0,64,0.858,0.4,0.3432,0.5456279809220985
46,User_DiT_3,4.29,2.0,64,0.858,0.4,0.3432,0.5456279809220985
46,Sys_DiT_noref_1,3.42,2.15,64,0.6839999999999999,0.43,0.29412,0.5280430879712747
46,Sys_DiT_noref_2,2.85,1.65,64,0.5700000000000001,0.32999999999999996,0.1881,0.418
46,Sys_DiT_noref_3,3.45,1.82,64,0.6900000000000001,0.364,0.25116,0.47658444022770396
47,User_DiT_1,4.29,3.0,64,0.858,0.6,0.5147999999999999,0.7061728395061727
47,User_DiT_2,5.0,5.0,64,1.0,1.0,1.0,1.0
47,User_DiT_3,4.29,3.0,64,0.858,0.6,0.5147999999999999,0.7061728395061727
47,Sys_DiT_noref_1,4.62,3.85,64,0.924,0.77,0.71148,0.8400000000000001
47,Sys_DiT_noref_2,4.85,4.92,64,0.97,0.984,0.95448,0.976949846468782
47,Sys_DiT_noref_3,3.45,1.85,64,0.6900000000000001,0.37,0.2553,0.4816981132075472
48,User_DiT_1,3.75,4.0,64,0.75,0.8,0.6000000000000001,0.7741935483870969
48,User_DiT_2,2.5,1.0,64,0.5,0.2,0.1,0.28571428571428575
48,User_DiT_3,2.5,4.0,64,0.5,0.8,0.4,0.6153846153846154
48,Sys_DiT_noref_1,2.15,3.8,64,0.43,0.76,0.3268,0.5492436974789916
48,Sys_DiT_noref_2,1.85,4.2,64,0.37,0.8400000000000001,0.3108,0.5137190082644628
48,Sys_DiT_noref_3,2.85,3.1,64,0.5700000000000001,0.62,0.35340000000000005,0.5939495798319329
49,User_DiT_1,2.86,4.0,64,0.572,0.8,0.4576,0.6670553935860059
49,User_DiT_2,2.86,4.0,64,0.572,0.8,0.4576,0.6670553935860059
49,User_DiT_3,5.0,4.0,64,1.0,0.8,0.8,0.888888888888889
49,Sys_DiT_noref_1,2.85,3.65,64,0.5700000000000001,0.73,0.4161,0.6401538461538462
49,Sys_DiT_noref_2,2.15,3.85,64,0.43,0.77,0.3311,0.5518333333333334
49,Sys_DiT_noref_3,2.85,1.65,64,0.5700000000000001,0.32999999999999996,0.1881,0.418
50,User_DiT_1,5.0,3.0,80,1.0,0.6,0.6,0.7499999999999999
50,User_DiT_2,5.0,2.0,80,1.0,0.4,0.4,0.5714285714285715
50,User_DiT_3,5.0,3.0,80,1.0,0.6,0.6,0.7499999999999999
