run,img_id,sys_alignment,sys_authenticity,cl_alignment,cl_authenticity,cl_total
Human_anno_1_vs_Sys,67,5.0,3.8,5.0,4.0,20.0
Human_anno_1_vs_Sys,68,4.67,4.3,5.0,4.0,20.0
Human_anno_1_vs_Sys,69,4.17,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,70,4.62,3.8,5.0,4.0,20.0
Human_anno_1_vs_Sys,71,4.0,3.5,4.0,4.0,16.0
Human_anno_1_vs_Sys,72,3.33,4.2,3.33,4.0,13.32
Human_anno_1_vs_Sys,73,3.33,3.2,3.33,3.0,9.99
Human_anno_1_vs_Sys,74,1.5,3.2,1.67,3.0,5.01
Human_anno_1_vs_Sys,75,5.0,4.8,5.0,5.0,25.0
Human_anno_1_vs_Sys,76,5.0,3.8,5.0,4.0,20.0
Human_anno_1_vs_Sys,77,3.08,3.5,3.33,4.0,13.32
Human_anno_1_vs_Sys,78,5.0,5.0,5.0,5.0,25.0
Human_anno_1_vs_Sys,79,5.0,4.8,5.0,5.0,25.0
Human_anno_1_vs_Sys,80,2.6,3.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,81,5.0,4.8,5.0,5.0,25.0
Human_anno_1_vs_Sys,82,3.33,3.2,3.33,3.0,9.99
Human_anno_1_vs_Sys,83,5.0,4.8,5.0,5.0,25.0
Human_anno_1_vs_Sys,84,4.83,3.6,5.0,3.0,15.0
Human_anno_1_vs_Sys,85,3.0,4.2,3.0,4.0,12.0
Human_anno_1_vs_Sys,86,3.75,4.2,3.75,4.0,15.0
Human_anno_1_vs_Sys,87,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,88,5.0,2.8,5.0,4.0,20.0
Human_anno_1_vs_Sys,89,4.0,5.0,5.0,5.0,25.0
Human_anno_1_vs_Sys,90,4.0,4.2,4.0,4.0,16.0
Human_anno_1_vs_Sys,91,2.62,2.5,5.0,2.0,10.0
Human_anno_1_vs_Sys,92,4.5,4.9,5.0,4.0,20.0
Human_anno_1_vs_Sys,93,3.33,3.5,3.33,4.0,13.32
Human_anno_1_vs_Sys,94,5.0,4.3,5.0,4.0,20.0
Human_anno_1_vs_Sys,95,3.33,3.5,3.33,4.0,13.32
Human_anno_1_vs_Sys,96,4.3,4.3,4.0,4.0,16.0
Human_anno_1_vs_Sys,97,4.92,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,98,5.0,4.3,5.0,4.0,20.0
Human_anno_1_vs_Sys,99,4.87,3.0,5.0,4.0,20.0
Human_anno_1_vs_Sys,100,5.0,4.6,5.0,4.0,20.0
Human_anno_1_vs_Sys,101,4.0,4.3,4.0,4.0,16.0
Human_anno_1_vs_Sys,102,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,103,5.0,3.5,5.0,4.0,20.0
Human_anno_1_vs_Sys,104,4.17,4.2,3.33,4.0,13.32
Human_anno_1_vs_Sys,105,5.0,2.5,5.0,2.0,10.0
Human_anno_1_vs_Sys,106,5.0,4.3,5.0,4.0,20.0
Human_anno_1_vs_Sys,107,5.0,4.6,5.0,5.0,25.0
Human_anno_1_vs_Sys,108,3.25,3.2,4.0,4.0,16.0
Human_anno_1_vs_Sys,109,3.33,3.2,3.33,3.0,9.99
Human_anno_1_vs_Sys,110,5.0,3.8,5.0,4.0,20.0
Human_anno_1_vs_Sys,111,4.17,3.5,4.17,4.0,16.68
Human_anno_1_vs_Sys,112,3.83,4.9,3.33,5.0,16.65
Human_anno_1_vs_Sys,113,2.8,3.2,3.0,3.0,9.0
Human_anno_1_vs_Sys,114,5.0,3.2,5.0,3.0,15.0
Human_anno_1_vs_Sys,115,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,116,2.8,3.5,5.0,4.0,20.0
Human_anno_1_vs_Sys,117,5.0,3.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,118,4.0,4.2,4.0,4.0,16.0
Human_anno_1_vs_Sys,119,5.0,3.8,5.0,4.0,20.0
Human_anno_1_vs_Sys,120,4.0,3.5,4.0,3.0,12.0
Human_anno_1_vs_Sys,121,3.4,3.5,4.0,4.0,16.0
Human_anno_1_vs_Sys,122,3.0,4.0,3.0,4.0,12.0
Human_anno_1_vs_Sys,123,2.57,3.2,2.86,3.0,8.58
Human_anno_1_vs_Sys,124,4.17,4.2,4.17,4.0,16.68
Human_anno_1_vs_Sys,125,3.85,2.8,4.0,3.0,12.0
Human_anno_1_vs_Sys,126,2.5,3.2,2.5,3.0,7.5
Human_anno_1_vs_Sys,127,2.6,3.7,3.0,4.0,12.0
Human_anno_1_vs_Sys,128,3.0,3.2,3.0,3.0,9.0
Human_anno_1_vs_Sys,129,2.9,2.5,3.0,2.0,6.0
Human_anno_1_vs_Sys,130,2.95,3.8,4.0,4.0,16.0
Human_anno_1_vs_Sys,131,3.0,3.5,3.0,4.0,12.0
Human_anno_1_vs_Sys,132,4.0,3.5,4.0,4.0,16.0
Human_anno_1_vs_Sys,133,2.0,4.2,4.0,4.0,16.0
Human_anno_1_vs_Sys,134,4.0,2.0,4.0,2.0,8.0
Human_anno_1_vs_Sys,135,5.0,3.2,5.0,3.0,15.0
Human_anno_1_vs_Sys,136,4.0,3.2,4.0,3.0,12.0
Human_anno_1_vs_Sys,137,2.25,3.2,2.5,3.0,7.5
Human_anno_1_vs_Sys,138,4.17,4.2,4.17,4.0,16.68
Human_anno_1_vs_Sys,139,5.0,3.8,5.0,4.0,20.0
Human_anno_1_vs_Sys,140,3.0,2.5,3.0,2.0,6.0
Human_anno_1_vs_Sys,141,2.08,4.8,1.67,5.0,8.35
Human_anno_1_vs_Sys,142,4.0,2.5,4.0,2.0,8.0
Human_anno_1_vs_Sys,143,4.0,5.0,4.0,5.0,20.0
Human_anno_1_vs_Sys,144,4.85,2.8,4.0,3.0,12.0
Human_anno_1_vs_Sys,145,4.29,2.0,4.29,2.0,8.58
Human_anno_1_vs_Sys,146,4.17,4.2,4.17,4.0,16.68
Human_anno_1_vs_Sys,147,2.5,1.8,2.5,2.0,5.0
Human_anno_1_vs_Sys,148,5.0,4.0,5.0,4.0,20.0
Human_anno_1_vs_Sys,149,0.85,2.5,1.0,2.0,2.0
Human_anno_1_vs_Sys,150,4.0,2.5,4.0,2.0,8.0
Human_anno_1_vs_Sys,151,5.0,4.6,5.0,4.0,20.0
Human_anno_1_vs_Sys,152,5.0,4.8,5.0,5.0,25.0
Human_anno_1_vs_Sys,153,5.0,3.2,5.0,3.0,15.0
Human_anno_1_vs_Sys,154,4.85,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,155,5.0,5.0,5.0,5.0,25.0
Human_anno_1_vs_Sys,156,4.0,4.2,4.0,4.0,16.0
Human_anno_1_vs_Sys,157,2.9,2.5,3.0,4.0,12.0
Human_anno_1_vs_Sys,158,4.17,4.5,4.17,4.0,16.68
Human_anno_1_vs_Sys,159,3.0,3.5,3.0,4.0,12.0
Human_anno_1_vs_Sys,160,5.0,3.8,4.0,4.0,16.0
Human_anno_1_vs_Sys,161,4.5,3.85,5.0,4.0,20.0
Human_anno_1_vs_Sys,162,5.0,5.0,5.0,5.0,25.0
Human_anno_1_vs_Sys,163,4.0,2.5,4.0,2.0,8.0
Human_anno_1_vs_Sys,164,3.33,4.6,3.33,4.0,13.32
Human_anno_1_vs_Sys,165,2.43,4.3,5.0,4.0,20.0
Human_anno_1_vs_Sys,166,5.0,3.8,5.0,4.0,20.0
Human_anno_1_vs_Sys,167,4.0,3.5,4.0,4.0,16.0
Human_anno_1_vs_Sys,168,4.17,2.0,4.17,2.0,8.34
Human_anno_1_vs_Sys,169,5.0,4.0,5.0,4.0,20.0
Human_anno_1_vs_Sys,170,5.0,4.8,5.0,5.0,25.0
Human_anno_1_vs_Sys,171,5.0,3.8,5.0,4.0,20.0
Human_anno_1_vs_Sys,172,0.58,2.8,4.17,3.0,12.51
Human_anno_1_vs_Sys,173,1.6,2.5,2.0,2.0,4.0
Human_anno_1_vs_Sys,174,5.0,4.6,5.0,5.0,25.0
Human_anno_1_vs_Sys,175,5.0,4.6,5.0,5.0,25.0
Human_anno_1_vs_Sys,176,4.0,4.2,2.5,4.0,10.0
Human_anno_1_vs_Sys,177,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,178,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,179,5.0,5.0,5.0,0.0,0.0
Human_anno_1_vs_Sys,180,3.83,2.5,3.0,2.0,6.0
Human_anno_1_vs_Sys,181,4.17,4.0,4.17,4.0,16.68
Human_anno_1_vs_Sys,182,2.5,2.5,2.5,2.0,5.0
Human_anno_1_vs_Sys,183,4.17,3.2,4.17,3.0,12.51
Human_anno_1_vs_Sys,184,4.17,4.9,4.17,5.0,20.85
Human_anno_1_vs_Sys,185,4.6,3.0,5.0,3.0,15.0
Human_anno_1_vs_Sys,186,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,187,4.0,2.0,4.0,2.0,8.0
Human_anno_1_vs_Sys,188,5.0,3.8,5.0,4.0,20.0
Human_anno_1_vs_Sys,189,4.0,4.2,4.0,4.0,16.0
Human_anno_1_vs_Sys,190,3.5,3.2,3.0,3.0,9.0
Human_anno_1_vs_Sys,191,3.4,3.5,5.0,4.0,20.0
Human_anno_1_vs_Sys,192,4.0,3.5,4.0,4.0,16.0
Human_anno_1_vs_Sys,193,0.8,1.5,1.0,2.0,2.0
Human_anno_1_vs_Sys,194,0.0,0.0,3.0,0.0,0.0
Human_anno_1_vs_Sys,195,5.0,4.5,5.0,4.0,20.0
Human_anno_1_vs_Sys,196,2.5,4.2,2.5,4.0,10.0
Human_anno_1_vs_Sys,197,4.71,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,198,4.0,3.5,4.0,4.0,16.0
Human_anno_1_vs_Sys,199,4.9,4.6,5.0,5.0,25.0
Human_anno_1_vs_Sys,200,5.0,3.8,4.0,3.0,12.0
Human_anno_1_vs_Sys,201,4.17,2.5,4.17,2.0,8.34
Human_anno_1_vs_Sys,202,1.5,2.0,2.5,2.0,5.0
Human_anno_1_vs_Sys,203,3.57,3.5,3.57,4.0,14.28
Human_anno_1_vs_Sys,204,1.15,4.2,3.0,4.0,12.0
Human_anno_1_vs_Sys,205,1.67,4.2,1.67,4.0,6.68
Human_anno_1_vs_Sys,206,2.3,2.5,3.0,2.0,6.0
Human_anno_1_vs_Sys,207,3.14,2.8,5.0,3.0,15.0
Human_anno_1_vs_Sys,208,4.17,3.2,4.17,3.0,12.51
Human_anno_1_vs_Sys,209,5.0,4.2,5.0,3.0,15.0
Human_anno_1_vs_Sys,210,3.79,2.5,2.5,2.0,5.0
Human_anno_1_vs_Sys,211,4.17,2.0,4.17,2.0,8.34
Human_anno_1_vs_Sys,212,3.56,4.3,3.75,4.0,15.0
Human_anno_1_vs_Sys,213,4.17,3.2,3.33,4.0,13.32
Human_anno_1_vs_Sys,214,4.17,4.2,4.17,4.0,16.68
Human_anno_1_vs_Sys,215,4.29,4.2,4.29,4.0,17.16
Human_anno_1_vs_Sys,216,4.17,3.2,4.17,3.0,12.51
Human_anno_1_vs_Sys,217,3.12,2.5,2.5,2.0,5.0
Human_anno_1_vs_Sys,218,4.29,4.2,4.29,4.0,17.16
Human_anno_1_vs_Sys,219,4.17,4.2,4.17,4.0,16.68
Human_anno_1_vs_Sys,220,2.43,4.2,4.29,4.0,17.16
Human_anno_1_vs_Sys,221,4.0,2.5,4.17,2.0,8.34
Human_anno_1_vs_Sys,222,4.29,4.8,4.29,5.0,21.45
Human_anno_1_vs_Sys,223,4.17,4.2,4.17,4.0,16.68
Human_anno_1_vs_Sys,224,4.38,3.8,4.38,4.0,17.52
Human_anno_1_vs_Sys,225,2.43,4.2,2.86,4.0,11.44
Human_anno_1_vs_Sys,226,2.5,2.0,2.5,2.0,5.0
Human_anno_1_vs_Sys,227,4.17,2.5,4.17,2.0,8.34
Human_anno_1_vs_Sys,228,4.17,3.5,4.17,4.0,16.68
Human_anno_1_vs_Sys,229,3.33,4.8,3.33,5.0,16.65
Human_anno_1_vs_Sys,230,2.25,3.2,3.75,3.0,11.25
Human_anno_1_vs_Sys,231,5.0,3.2,5.0,3.0,15.0
Human_anno_1_vs_Sys,232,1.67,4.2,1.67,4.0,6.68
Human_anno_1_vs_Sys,233,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,234,4.75,3.0,3.33,3.0,9.99
Human_anno_1_vs_Sys,235,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,236,4.29,2.5,4.29,2.0,8.58
Human_anno_1_vs_Sys,237,4.17,4.8,4.17,5.0,20.85
Human_anno_1_vs_Sys,238,3.0,2.5,3.0,2.0,6.0
Human_anno_1_vs_Sys,239,4.17,3.2,4.17,4.0,16.68
Human_anno_1_vs_Sys,240,4.5,3.0,4.0,3.0,12.0
Human_anno_1_vs_Sys,241,4.29,3.8,4.29,4.0,17.16
Human_anno_1_vs_Sys,242,4.17,4.8,4.17,5.0,20.85
Human_anno_1_vs_Sys,243,4.29,3.8,4.29,0.0,0.0
Human_anno_1_vs_Sys,244,2.0,4.2,2.0,4.0,8.0
Human_anno_1_vs_Sys,245,2.58,2.0,4.17,2.0,8.34
Human_anno_1_vs_Sys,246,0.6,2.5,1.0,2.0,2.0
Human_anno_1_vs_Sys,247,4.02,3.7,3.33,3.0,9.99
Human_anno_1_vs_Sys,248,4.29,4.9,4.29,5.0,21.45
Human_anno_1_vs_Sys,249,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,250,4.17,2.5,4.17,3.0,12.51
Human_anno_1_vs_Sys,251,2.8,3.2,3.0,3.0,9.0
Human_anno_1_vs_Sys,252,1.43,5.0,1.0,5.0,5.0
Human_anno_1_vs_Sys,253,4.17,4.8,4.17,5.0,20.85
Human_anno_1_vs_Sys,254,4.0,4.2,4.0,4.0,16.0
Human_anno_1_vs_Sys,255,4.29,3.0,4.29,3.0,12.87
Human_anno_1_vs_Sys,256,3.57,4.2,3.57,4.0,14.28
Human_anno_1_vs_Sys,257,3.57,3.8,3.57,4.0,14.28
Human_anno_1_vs_Sys,258,4.0,4.5,4.0,4.0,16.0
Human_anno_1_vs_Sys,259,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,260,2.0,3.5,2.0,4.0,8.0
Human_anno_1_vs_Sys,261,3.17,2.5,3.33,2.0,6.66
Human_anno_1_vs_Sys,262,4.0,4.0,4.0,4.0,16.0
Human_anno_1_vs_Sys,263,2.14,3.2,2.14,3.0,6.42
Human_anno_1_vs_Sys,264,3.0,2.2,4.29,2.0,8.58
Human_anno_1_vs_Sys,265,2.0,2.0,3.0,2.0,6.0
Human_anno_1_vs_Sys,266,3.5,3.2,3.0,3.0,9.0
Human_anno_1_vs_Sys,267,4.29,5.0,4.29,5.0,21.45
Human_anno_1_vs_Sys,268,3.0,3.5,3.0,4.0,12.0
Human_anno_1_vs_Sys,269,3.33,3.8,3.33,4.0,13.32
Human_anno_1_vs_Sys,270,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,271,4.29,3.5,4.29,4.0,17.16
Human_anno_1_vs_Sys,272,4.29,4.2,4.29,4.0,17.16
Human_anno_1_vs_Sys,273,3.33,3.2,3.33,3.0,9.99
Human_anno_1_vs_Sys,274,3.57,3.5,3.57,4.0,14.28
Human_anno_1_vs_Sys,275,4.38,3.2,4.38,2.0,8.76
Human_anno_1_vs_Sys,276,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,277,3.75,4.2,3.75,4.0,15.0
Human_anno_1_vs_Sys,278,4.88,4.2,4.17,4.0,16.68
Human_anno_1_vs_Sys,279,4.7,3.2,5.0,3.0,15.0
Human_anno_1_vs_Sys,280,3.33,4.2,3.33,4.0,13.32
Human_anno_1_vs_Sys,281,4.17,3.8,4.17,4.0,16.68
Human_anno_1_vs_Sys,282,5.0,4.7,5.0,5.0,25.0
Human_anno_1_vs_Sys,283,3.33,4.2,3.33,4.0,13.32
Human_anno_1_vs_Sys,284,4.17,2.5,4.17,2.0,8.34
Human_anno_1_vs_Sys,285,2.83,2.7,4.17,3.0,12.51
Human_anno_1_vs_Sys,286,3.0,2.5,3.0,2.0,6.0
Human_anno_1_vs_Sys,287,4.17,4.2,4.17,4.0,16.68
Human_anno_1_vs_Sys,288,4.4,3.8,4.0,4.0,16.0
Human_anno_1_vs_Sys,289,3.0,2.5,4.0,2.0,8.0
Human_anno_1_vs_Sys,290,3.75,2.8,3.33,3.0,9.99
Human_anno_1_vs_Sys,291,4.17,3.8,4.17,5.0,20.85
Human_anno_1_vs_Sys,292,4.38,3.5,4.38,4.0,17.52
Human_anno_1_vs_Sys,293,5.0,4.2,5.0,2.0,10.0
Human_anno_1_vs_Sys,294,4.29,3.8,4.29,4.0,17.16
Human_anno_1_vs_Sys,295,5.0,3.2,5.0,3.0,15.0
Human_anno_1_vs_Sys,296,5.0,3.8,4.17,4.0,16.68
Human_anno_1_vs_Sys,297,3.57,4.2,3.57,4.0,14.28
Human_anno_1_vs_Sys,298,2.5,3.2,3.33,3.0,9.99
Human_anno_1_vs_Sys,299,4.29,2.5,4.29,2.0,8.58
Human_anno_1_vs_Sys,300,2.5,3.5,2.5,4.0,10.0
Human_anno_1_vs_Sys,301,4.0,3.2,4.38,3.0,13.14
Human_anno_1_vs_Sys,302,2.78,2.1,2.78,2.0,5.56
Human_anno_1_vs_Sys,303,4.44,3.5,4.44,3.0,13.32
Human_anno_1_vs_Sys,304,5.0,4.8,5.0,5.0,25.0
Human_anno_1_vs_Sys,305,3.89,2.8,3.89,4.0,15.56
Human_anno_1_vs_Sys,306,2.92,2.8,2.5,3.0,7.5
Human_anno_1_vs_Sys,307,3.33,4.2,3.33,4.0,13.32
Human_anno_1_vs_Sys,308,4.06,3.2,3.33,4.0,13.32
Human_anno_1_vs_Sys,309,3.19,3.2,2.5,4.0,10.0
Human_anno_1_vs_Sys,310,3.33,4.2,3.33,4.0,13.32
Human_anno_1_vs_Sys,311,2.25,2.5,3.75,2.0,7.5
Human_anno_1_vs_Sys,312,3.75,4.2,3.75,4.0,15.0
Human_anno_1_vs_Sys,313,4.38,4.0,4.38,4.0,17.52
Human_anno_1_vs_Sys,314,3.78,2.8,3.75,3.0,11.25
Human_anno_1_vs_Sys,315,3.75,2.5,3.75,2.0,7.5
Human_anno_1_vs_Sys,316,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,317,4.44,4.2,4.44,3.0,13.32
Human_anno_1_vs_Sys,318,2.5,4.2,2.5,4.0,10.0
Human_anno_1_vs_Sys,319,2.36,3.2,3.57,3.0,10.71
Human_anno_1_vs_Sys,320,2.5,4.2,2.5,4.0,10.0
Human_anno_1_vs_Sys,321,2.86,2.0,2.86,2.0,5.72
Human_anno_1_vs_Sys,322,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,323,2.14,3.2,2.14,3.0,6.42
Human_anno_1_vs_Sys,324,1.71,1.5,3.57,2.0,7.14
Human_anno_1_vs_Sys,325,5.0,4.3,5.0,4.0,20.0
Human_anno_1_vs_Sys,326,4.17,4.2,4.17,4.0,16.68
Human_anno_1_vs_Sys,327,2.62,2.5,2.14,2.0,4.28
Human_anno_1_vs_Sys,328,3.33,3.2,3.33,3.0,9.99
Human_anno_1_vs_Sys,329,4.06,3.2,3.75,3.0,11.25
Human_anno_1_vs_Sys,330,2.5,2.0,2.5,2.0,5.0
Human_anno_1_vs_Sys,331,4.17,2.5,4.17,2.0,8.34
Human_anno_1_vs_Sys,332,4.06,3.5,3.75,4.0,15.0
Human_anno_1_vs_Sys,333,4.29,4.3,4.29,4.0,17.16
Human_anno_1_vs_Sys,334,5.0,4.0,5.0,4.0,20.0
Human_anno_1_vs_Sys,335,3.57,4.2,3.57,4.0,14.28
Human_anno_1_vs_Sys,336,3.33,3.8,3.33,4.0,13.32
Human_anno_1_vs_Sys,337,3.12,4.2,3.12,4.0,12.48
Human_anno_1_vs_Sys,338,4.29,3.8,4.29,4.0,17.16
Human_anno_1_vs_Sys,339,3.44,3.2,3.12,3.0,9.36
Human_anno_1_vs_Sys,340,0.0,1.5,2.5,4.0,10.0
Human_anno_1_vs_Sys,341,4.38,3.2,4.38,3.0,13.14
Human_anno_1_vs_Sys,342,3.75,3.8,3.75,4.0,15.0
Human_anno_1_vs_Sys,343,2.78,1.5,3.33,2.0,6.66
Human_anno_1_vs_Sys,344,4.38,3.2,4.38,3.0,13.14
Human_anno_1_vs_Sys,345,4.17,4.2,4.17,4.0,16.68
Human_anno_1_vs_Sys,346,4.38,2.5,4.38,2.0,8.76
Human_anno_1_vs_Sys,347,1.67,2.0,2.5,2.0,5.0
Human_anno_1_vs_Sys,348,4.38,4.2,4.38,4.0,17.52
Human_anno_1_vs_Sys,349,4.38,4.2,4.38,4.0,17.52
Human_anno_1_vs_Sys,350,3.52,3.2,2.86,3.0,8.58
Human_anno_1_vs_Sys,351,3.75,2.5,3.75,3.0,11.25
Human_anno_1_vs_Sys,352,4.29,4.8,4.29,5.0,21.45
Human_anno_1_vs_Sys,353,2.5,3.5,2.5,4.0,10.0
Human_anno_1_vs_Sys,354,4.22,3.2,4.44,4.0,17.76
Human_anno_1_vs_Sys,355,3.94,3.2,3.75,4.0,15.0
Human_anno_1_vs_Sys,356,3.75,2.8,3.75,3.0,11.25
Human_anno_1_vs_Sys,357,4.78,2.8,5.0,3.0,15.0
Human_anno_1_vs_Sys,358,4.25,3.5,4.38,4.0,17.52
Human_anno_1_vs_Sys,359,5.0,4.2,5.0,4.0,20.0
Human_anno_1_vs_Sys,360,4.29,1.8,4.29,2.0,8.58
Human_anno_1_vs_Sys,361,5.0,4.3,5.0,4.0,20.0
Human_anno_1_vs_Sys,362,4.29,5.0,4.29,5.0,21.45
Human_anno_1_vs_Sys,363,2.5,2.8,2.5,3.0,7.5
Human_anno_1_vs_Sys,364,3.21,4.2,2.86,4.0,11.44
Human_anno_1_vs_Sys,365,3.57,4.2,3.57,4.0,14.28
Human_anno_1_vs_Sys,366,1.96,2.5,3.33,2.0,6.66
Human_anno_1_vs_Sys,367,4.89,4.2,4.29,4.0,17.16
Human_anno_1_vs_Sys,368,3.33,4.2,3.33,4.0,13.32
Human_anno_1_vs_Sys,369,4.29,3.2,4.29,2.0,8.58
Human_anno_1_vs_Sys,370,2.5,3.2,2.5,3.0,7.5
Human_anno_1_vs_Sys,371,3.57,4.2,3.57,4.0,14.28
Human_anno_1_vs_Sys,372,3.12,4.2,3.12,4.0,12.48
Human_anno_1_vs_Sys,373,5.0,2.5,5.0,3.0,15.0
Human_anno_1_vs_Sys,374,4.44,3.8,4.44,4.0,17.76
Human_anno_1_vs_Sys,375,1.58,2.0,2.5,2.0,5.0
