run,img_id,sys_alignment,sys_authenticity,cl_alignment,cl_authenticity,cl_total
output_sd3_m_800_1,38,3.33,4.2,3.33,4.0,13.32
output_sd3_m_800_1,39,3.33,4.2,3.33,4.0,13.32
output_sd3_m_800_1,40,1.42,3.2,1.67,3.0,5.01
output_sd3_m_800_1,41,3.75,4.2,3.75,4.0,15.0
output_sd3_m_800_1,42,4.83,4.0,3.33,4.0,13.32
output_sd3_m_800_1,43,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,44,4.25,4.8,5.0,5.0,25.0
output_sd3_m_800_1,45,5.0,4.0,5.0,4.0,20.0
output_sd3_m_800_1,46,3.83,3.5,1.67,4.0,6.68
output_sd3_m_800_1,47,3.67,4.2,3.33,4.0,13.32
output_sd3_m_800_1,48,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,49,4.5,4.2,5.0,4.0,20.0
output_sd3_m_800_1,50,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,51,5.0,3.2,5.0,3.0,15.0
output_sd3_m_800_1,52,4.83,4.3,5.0,4.0,20.0
output_sd3_m_800_1,53,2.17,2.5,3.33,2.0,6.66
output_sd3_m_800_1,54,2.5,3.8,1.67,4.0,6.68
output_sd3_m_800_1,55,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,56,4.0,2.5,4.0,2.0,8.0
output_sd3_m_800_1,57,3.75,3.0,3.75,3.0,11.25
output_sd3_m_800_1,58,4.33,4.9,5.0,5.0,25.0
output_sd3_m_800_1,59,1.67,4.5,1.67,4.0,6.68
output_sd3_m_800_1,60,5.0,4.3,5.0,4.0,20.0
output_sd3_m_800_1,61,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,62,5.0,4.95,5.0,5.0,25.0
output_sd3_m_800_1,63,3.33,3.5,3.33,4.0,13.32
output_sd3_m_800_1,64,5.0,2.5,5.0,2.0,10.0
output_sd3_m_800_1,65,5.0,5.0,5.0,5.0,25.0
output_sd3_m_800_1,66,5.0,4.8,5.0,5.0,25.0
output_sd3_m_800_1,67,3.33,3.2,3.33,3.0,9.99
output_sd3_m_800_1,68,5.0,4.3,5.0,4.0,20.0
output_sd3_m_800_1,69,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,70,4.0,2.5,5.0,2.0,10.0
output_sd3_m_800_1,71,4.0,3.5,4.0,4.0,16.0
output_sd3_m_800_1,72,1.67,4.2,1.67,4.0,6.68
output_sd3_m_800_1,73,3.33,4.2,3.33,4.0,13.32
output_sd3_m_800_1,74,1.67,2.5,1.67,2.0,3.34
output_sd3_m_800_1,75,3.0,4.2,1.67,4.0,6.68
output_sd3_m_800_1,76,3.33,4.2,3.33,4.0,13.32
output_sd3_m_800_1,77,2.5,2.5,3.33,2.0,6.66
output_sd3_m_800_1,78,5.0,4.0,5.0,4.0,20.0
output_sd3_m_800_1,79,5.0,3.2,5.0,3.0,15.0
output_sd3_m_800_1,80,4.0,3.0,4.0,3.0,12.0
output_sd3_m_800_1,81,5.0,4.7,5.0,5.0,25.0
output_sd3_m_800_1,82,3.33,4.2,3.33,4.0,13.32
output_sd3_m_800_1,83,4.0,2.5,4.0,2.0,8.0
output_sd3_m_800_1,84,4.33,4.2,5.0,4.0,20.0
output_sd3_m_800_1,85,4.0,3.2,4.0,3.0,12.0
output_sd3_m_800_1,86,3.75,4.2,3.75,4.0,15.0
output_sd3_m_800_1,87,3.75,4.2,3.75,4.0,15.0
output_sd3_m_800_1,88,5.0,3.8,5.0,4.0,20.0
output_sd3_m_800_1,89,4.0,4.9,4.0,5.0,20.0
output_sd3_m_800_1,90,5.0,4.0,5.0,4.0,20.0
output_sd3_m_800_1,91,3.75,4.0,3.75,4.0,15.0
output_sd3_m_800_1,92,4.83,4.0,5.0,4.0,20.0
output_sd3_m_800_1,93,0.83,2.5,1.67,2.0,3.34
output_sd3_m_800_1,94,3.83,3.2,5.0,3.0,15.0
output_sd3_m_800_1,95,3.33,4.2,3.33,4.0,13.32
output_sd3_m_800_1,96,5.0,4.8,5.0,5.0,25.0
output_sd3_m_800_1,97,4.83,3.8,5.0,4.0,20.0
output_sd3_m_800_1,98,4.75,4.9,5.0,5.0,25.0
output_sd3_m_800_1,99,4.75,2.3,5.0,2.0,10.0
output_sd3_m_800_1,100,4.17,4.2,4.17,4.0,16.68
output_sd3_m_800_1,101,5.0,4.6,5.0,5.0,25.0
output_sd3_m_800_1,102,5.0,2.5,5.0,2.0,10.0
output_sd3_m_800_1,103,5.0,3.8,5.0,4.0,20.0
output_sd3_m_800_1,104,4.33,3.5,4.17,4.0,16.68
output_sd3_m_800_1,105,4.14,3.5,5.0,4.0,20.0
output_sd3_m_800_1,106,5.0,4.6,5.0,5.0,25.0
output_sd3_m_800_1,107,5.0,3.5,5.0,4.0,20.0
output_sd3_m_800_1,108,3.0,3.5,3.0,4.0,12.0
output_sd3_m_800_1,109,3.75,4.2,3.33,4.0,13.32
output_sd3_m_800_1,110,5.0,3.5,5.0,4.0,20.0
output_sd3_m_800_1,111,4.17,4.2,4.17,4.0,16.68
output_sd3_m_800_1,112,4.17,4.8,4.17,5.0,20.85
output_sd3_m_800_1,113,3.0,4.2,3.0,4.0,12.0
output_sd3_m_800_1,114,4.0,2.5,4.0,2.0,8.0
output_sd3_m_800_1,115,5.0,4.6,5.0,5.0,25.0
output_sd3_m_800_1,116,4.0,4.8,4.0,5.0,20.0
output_sd3_m_800_1,117,5.0,3.8,5.0,4.0,20.0
output_sd3_m_800_1,118,3.6,3.5,4.0,4.0,16.0
output_sd3_m_800_1,119,5.0,3.0,5.0,3.0,15.0
output_sd3_m_800_1,120,5.0,4.9,4.0,5.0,20.0
output_sd3_m_800_1,121,2.9,3.2,3.0,3.0,9.0
output_sd3_m_800_1,122,4.0,4.2,4.0,4.0,16.0
output_sd3_m_800_1,123,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,124,4.17,1.8,4.17,2.0,8.34
output_sd3_m_800_1,125,4.05,3.2,5.0,3.0,15.0
output_sd3_m_800_1,126,1.25,2.5,1.25,2.0,2.5
output_sd3_m_800_1,127,3.0,2.0,3.0,2.0,6.0
output_sd3_m_800_1,128,3.0,2.5,3.0,2.0,6.0
output_sd3_m_800_1,129,2.0,3.2,2.0,3.0,6.0
output_sd3_m_800_1,130,1.8,3.5,1.0,4.0,4.0
output_sd3_m_800_1,131,1.0,2.5,1.0,2.0,2.0
output_sd3_m_800_1,132,4.0,2.8,4.0,3.0,12.0
output_sd3_m_800_1,133,4.0,4.5,4.0,4.0,16.0
output_sd3_m_800_1,134,4.0,2.3,4.0,2.0,8.0
output_sd3_m_800_1,135,4.0,2.5,4.0,2.0,8.0
output_sd3_m_800_1,136,2.7,2.6,3.0,3.0,9.0
output_sd3_m_800_1,137,2.0,3.2,2.5,3.0,7.5
output_sd3_m_800_1,138,4.17,3.8,4.17,4.0,16.68
output_sd3_m_800_1,139,3.0,3.5,3.0,4.0,12.0
output_sd3_m_800_1,140,1.0,4.5,1.0,4.0,4.0
output_sd3_m_800_1,141,1.67,1.5,1.67,2.0,3.34
output_sd3_m_800_1,142,4.0,2.5,4.0,2.0,8.0
output_sd3_m_800_1,143,5.0,3.5,5.0,4.0,20.0
output_sd3_m_800_1,144,3.0,2.8,3.0,3.0,9.0
output_sd3_m_800_1,145,3.57,3.2,3.57,3.0,10.71
output_sd3_m_800_1,146,4.17,4.5,4.17,4.0,16.68
output_sd3_m_800_1,147,2.5,2.8,5.0,3.0,15.0
output_sd3_m_800_1,148,5.0,4.0,5.0,4.0,20.0
output_sd3_m_800_1,149,3.0,3.8,3.0,4.0,12.0
output_sd3_m_800_1,150,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,151,5.0,2.8,5.0,3.0,15.0
output_sd3_m_800_1,152,5.0,3.0,5.0,3.0,15.0
output_sd3_m_800_1,153,3.1,2.8,4.0,3.0,12.0
output_sd3_m_800_1,154,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,155,5.0,4.9,5.0,5.0,25.0
output_sd3_m_800_1,156,4.0,3.5,4.0,4.0,16.0
output_sd3_m_800_1,157,3.85,3.2,4.0,3.0,12.0
output_sd3_m_800_1,158,4.17,4.2,4.17,4.0,16.68
output_sd3_m_800_1,159,2.0,4.2,2.0,4.0,8.0
output_sd3_m_800_1,160,4.0,3.5,4.0,4.0,16.0
output_sd3_m_800_1,161,1.45,2.5,2.0,2.0,4.0
output_sd3_m_800_1,162,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,163,2.0,2.0,2.0,2.0,4.0
output_sd3_m_800_1,164,2.5,3.2,2.5,3.0,7.5
output_sd3_m_800_1,165,2.5,2.0,2.5,2.0,5.0
output_sd3_m_800_1,166,5.0,3.8,5.0,4.0,20.0
output_sd3_m_800_1,167,3.5,2.0,4.0,2.0,8.0
output_sd3_m_800_1,168,5.0,4.0,5.0,4.0,20.0
output_sd3_m_800_1,169,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,170,4.0,3.5,4.0,4.0,16.0
output_sd3_m_800_1,171,5.0,3.2,5.0,3.0,15.0
output_sd3_m_800_1,172,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,173,3.0,3.0,3.0,3.0,9.0
output_sd3_m_800_1,174,4.17,5.0,4.17,5.0,20.85
output_sd3_m_800_1,175,4.0,4.6,4.0,5.0,20.0
output_sd3_m_800_1,176,2.31,3.8,2.5,4.0,10.0
output_sd3_m_800_1,177,2.71,3.8,5.0,4.0,20.0
output_sd3_m_800_1,178,5.0,4.7,5.0,5.0,25.0
output_sd3_m_800_1,179,4.83,4.2,4.0,4.0,16.0
output_sd3_m_800_1,180,3.0,3.8,3.0,4.0,12.0
output_sd3_m_800_1,181,4.17,4.2,4.17,4.0,16.68
output_sd3_m_800_1,182,3.8,2.8,2.5,3.0,7.5
output_sd3_m_800_1,183,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,184,4.17,4.0,4.17,4.0,16.68
output_sd3_m_800_1,185,3.0,3.5,3.0,4.0,12.0
output_sd3_m_800_1,186,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,187,5.0,3.2,5.0,3.0,15.0
output_sd3_m_800_1,188,1.79,3.5,3.33,4.0,13.32
output_sd3_m_800_1,189,4.0,4.2,4.0,4.0,16.0
output_sd3_m_800_1,190,4.5,2.6,5.0,3.0,15.0
output_sd3_m_800_1,191,3.1,2.5,5.0,2.0,10.0
output_sd3_m_800_1,192,2.0,3.2,2.0,3.0,6.0
output_sd3_m_800_1,193,5.0,2.0,5.0,2.0,10.0
output_sd3_m_800_1,194,3.0,2.5,3.0,2.0,6.0
output_sd3_m_800_1,195,5.0,3.5,5.0,4.0,20.0
output_sd3_m_800_1,196,0.83,4.5,0.83,4.0,3.32
output_sd3_m_800_1,197,5.0,3.5,5.0,4.0,20.0
output_sd3_m_800_1,198,4.0,3.5,4.0,4.0,16.0
output_sd3_m_800_1,199,4.0,3.5,4.0,4.0,16.0
output_sd3_m_800_1,200,3.0,4.2,3.0,4.0,12.0
output_sd3_m_800_1,201,4.17,2.5,4.17,2.0,8.34
output_sd3_m_800_1,202,0.83,4.2,0.83,4.0,3.32
output_sd3_m_800_1,203,5.0,3.8,5.0,4.0,20.0
output_sd3_m_800_1,204,5.0,4.9,5.0,5.0,25.0
output_sd3_m_800_1,205,4.17,3.5,4.17,4.0,16.68
output_sd3_m_800_1,206,3.0,3.8,3.0,4.0,12.0
output_sd3_m_800_1,207,4.29,4.2,4.29,4.0,17.16
output_sd3_m_800_1,208,4.08,3.5,4.17,4.0,16.68
output_sd3_m_800_1,209,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,210,4.42,3.2,4.17,3.0,12.51
output_sd3_m_800_1,211,4.17,3.2,4.17,3.0,12.51
output_sd3_m_800_1,212,3.12,4.2,3.12,4.0,12.48
output_sd3_m_800_1,213,5.0,3.2,5.0,3.0,15.0
output_sd3_m_800_1,214,5.0,5.0,5.0,5.0,25.0
output_sd3_m_800_1,215,3.57,4.0,3.57,4.0,14.28
output_sd3_m_800_1,216,3.33,3.0,3.33,3.0,9.99
output_sd3_m_800_1,217,2.5,3.8,2.5,4.0,10.0
output_sd3_m_800_1,218,4.29,3.5,4.29,4.0,17.16
output_sd3_m_800_1,219,2.5,4.2,2.5,4.0,10.0
output_sd3_m_800_1,220,5.0,4.3,5.0,4.0,20.0
output_sd3_m_800_1,221,4.86,2.5,4.17,2.0,8.34
output_sd3_m_800_1,222,4.29,4.5,4.29,4.0,17.16
output_sd3_m_800_1,223,2.5,3.2,2.5,3.0,7.5
output_sd3_m_800_1,224,3.75,4.2,3.75,4.0,15.0
output_sd3_m_800_1,225,4.29,4.2,4.29,4.0,17.16
output_sd3_m_800_1,226,5.0,5.0,5.0,5.0,25.0
output_sd3_m_800_1,227,5.0,4.5,5.0,4.0,20.0
output_sd3_m_800_1,228,4.17,3.2,4.17,3.0,12.51
output_sd3_m_800_1,229,4.92,4.6,5.0,5.0,25.0
output_sd3_m_800_1,230,2.5,3.2,2.5,3.0,7.5
output_sd3_m_800_1,231,4.29,3.2,4.29,3.0,12.87
output_sd3_m_800_1,232,5.0,4.3,5.0,4.0,20.0
output_sd3_m_800_1,233,5.0,5.0,5.0,5.0,25.0
output_sd3_m_800_1,234,3.5,2.0,4.17,2.0,8.34
output_sd3_m_800_1,235,2.57,4.2,4.29,4.0,17.16
output_sd3_m_800_1,236,4.29,2.8,4.29,3.0,12.87
output_sd3_m_800_1,237,4.17,4.2,4.17,4.0,16.68
output_sd3_m_800_1,238,3.0,4.2,3.0,4.0,12.0
output_sd3_m_800_1,239,4.88,3.5,5.0,4.0,20.0
output_sd3_m_800_1,240,3.0,4.2,3.0,4.0,12.0
output_sd3_m_800_1,241,4.29,2.5,4.29,2.0,8.58
output_sd3_m_800_1,242,4.17,1.8,4.17,2.0,8.34
output_sd3_m_800_1,243,3.64,3.2,4.29,3.0,12.87
output_sd3_m_800_1,244,3.0,4.2,3.0,4.0,12.0
output_sd3_m_800_1,245,3.33,2.5,3.33,2.0,6.66
output_sd3_m_800_1,246,3.0,1.5,3.0,2.0,6.0
output_sd3_m_800_1,247,4.17,3.5,4.17,4.0,16.68
output_sd3_m_800_1,248,5.0,4.8,5.0,5.0,25.0
output_sd3_m_800_1,249,3.0,3.5,3.33,4.0,13.32
output_sd3_m_800_1,250,4.33,2.1,4.17,2.0,8.34
output_sd3_m_800_1,251,1.85,2.5,2.0,2.0,4.0
output_sd3_m_800_1,252,2.0,2.5,2.0,2.0,4.0
output_sd3_m_800_1,253,3.33,2.0,3.33,2.0,6.66
output_sd3_m_800_1,254,5.0,3.5,5.0,4.0,20.0
output_sd3_m_800_1,255,4.29,2.8,4.29,3.0,12.87
output_sd3_m_800_1,256,4.29,4.2,4.29,4.0,17.16
output_sd3_m_800_1,257,2.86,4.2,2.86,4.0,11.44
output_sd3_m_800_1,258,4.0,4.2,4.0,4.0,16.0
output_sd3_m_800_1,259,2.0,2.5,2.0,2.0,4.0
output_sd3_m_800_1,260,1.0,1.5,1.0,2.0,2.0
output_sd3_m_800_1,261,3.89,3.5,3.33,4.0,13.32
output_sd3_m_800_1,262,5.0,2.0,5.0,2.0,10.0
output_sd3_m_800_1,263,1.43,4.5,1.43,4.0,5.72
output_sd3_m_800_1,264,4.29,3.0,4.29,3.0,12.87
output_sd3_m_800_1,265,4.0,3.2,4.0,3.0,12.0
output_sd3_m_800_1,266,3.0,4.2,3.0,4.0,12.0
output_sd3_m_800_1,267,4.29,2.5,4.29,2.0,8.58
output_sd3_m_800_1,268,3.0,3.8,3.0,4.0,12.0
output_sd3_m_800_1,269,2.5,3.8,2.5,4.0,10.0
output_sd3_m_800_1,270,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,271,4.29,3.5,4.29,4.0,17.16
output_sd3_m_800_1,272,5.0,2.5,5.0,2.0,10.0
output_sd3_m_800_1,273,2.5,3.5,2.5,4.0,10.0
output_sd3_m_800_1,274,1.86,3.5,2.14,4.0,8.56
output_sd3_m_800_1,275,4.38,3.2,4.38,3.0,13.14
output_sd3_m_800_1,276,2.54,3.2,3.33,3.0,9.99
output_sd3_m_800_1,277,3.12,4.8,3.12,5.0,15.6
output_sd3_m_800_1,278,3.33,3.2,3.33,3.0,9.99
output_sd3_m_800_1,279,5.0,4.0,5.0,4.0,20.0
output_sd3_m_800_1,280,2.5,4.2,2.5,4.0,10.0
output_sd3_m_800_1,281,3.75,2.5,3.33,2.0,6.66
output_sd3_m_800_1,282,5.0,2.5,5.0,2.0,10.0
output_sd3_m_800_1,283,4.17,2.5,4.17,2.0,8.34
output_sd3_m_800_1,284,2.5,2.3,2.5,2.0,5.0
output_sd3_m_800_1,285,4.17,2.5,4.17,2.0,8.34
output_sd3_m_800_1,286,4.21,4.2,3.0,4.0,12.0
output_sd3_m_800_1,287,4.0,4.2,4.17,4.0,16.68
output_sd3_m_800_1,288,3.0,2.0,3.0,2.0,6.0
output_sd3_m_800_1,289,3.5,5.0,3.0,5.0,15.0
output_sd3_m_800_1,290,1.67,4.5,1.67,4.0,6.68
output_sd3_m_800_1,291,5.0,3.5,5.0,4.0,20.0
output_sd3_m_800_1,292,2.81,4.2,5.0,4.0,20.0
output_sd3_m_800_1,293,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,294,4.14,3.8,4.29,4.0,17.16
output_sd3_m_800_1,295,4.17,3.2,4.17,3.0,12.51
output_sd3_m_800_1,296,4.17,3.2,4.17,3.0,12.51
output_sd3_m_800_1,297,2.86,4.2,2.86,4.0,11.44
output_sd3_m_800_1,298,3.33,2.0,3.33,2.0,6.66
output_sd3_m_800_1,299,5.0,4.9,5.0,5.0,25.0
output_sd3_m_800_1,300,2.0,2.5,2.5,2.0,5.0
output_sd3_m_800_1,301,3.75,2.5,3.75,2.0,7.5
output_sd3_m_800_1,302,1.67,4.2,2.22,4.0,8.88
output_sd3_m_800_1,303,3.61,2.5,5.0,2.0,10.0
output_sd3_m_800_1,304,4.29,4.2,4.29,4.0,17.16
output_sd3_m_800_1,305,3.89,4.2,3.89,4.0,15.56
output_sd3_m_800_1,306,1.67,3.8,1.67,4.0,6.68
output_sd3_m_800_1,307,3.33,4.2,3.33,4.0,13.32
output_sd3_m_800_1,308,4.44,3.5,4.44,4.0,17.76
output_sd3_m_800_1,309,0.25,3.2,0.83,3.0,2.49
output_sd3_m_800_1,310,4.17,2.8,3.33,3.0,9.99
output_sd3_m_800_1,311,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,312,3.75,2.0,3.75,2.0,7.5
output_sd3_m_800_1,313,3.75,2.8,3.75,3.0,11.25
output_sd3_m_800_1,314,2.5,2.8,2.5,3.0,7.5
output_sd3_m_800_1,315,3.75,4.2,3.75,4.0,15.0
output_sd3_m_800_1,316,4.17,2.0,4.17,2.0,8.34
output_sd3_m_800_1,317,4.44,3.5,4.44,4.0,17.76
output_sd3_m_800_1,318,5.0,2.5,5.0,2.0,10.0
output_sd3_m_800_1,319,3.0,2.5,3.57,2.0,7.14
output_sd3_m_800_1,320,4.38,2.5,4.38,2.0,8.76
output_sd3_m_800_1,321,1.06,2.0,2.86,2.0,5.72
output_sd3_m_800_1,322,4.17,3.0,4.17,3.0,12.51
output_sd3_m_800_1,323,2.86,4.2,2.86,4.0,11.44
output_sd3_m_800_1,324,2.13,1.8,3.57,2.0,7.14
output_sd3_m_800_1,325,2.5,3.5,2.22,4.0,8.88
output_sd3_m_800_1,326,1.67,4.9,1.67,5.0,8.35
output_sd3_m_800_1,327,2.5,4.2,2.14,4.0,8.56
output_sd3_m_800_1,328,4.32,3.0,3.33,3.0,9.99
output_sd3_m_800_1,329,3.75,3.8,3.75,4.0,15.0
output_sd3_m_800_1,330,2.92,1.5,2.5,2.0,5.0
output_sd3_m_800_1,331,0.0,1.5,0.0,2.0,0.0
output_sd3_m_800_1,332,5.0,3.8,5.0,4.0,20.0
output_sd3_m_800_1,333,5.0,4.7,5.0,5.0,25.0
output_sd3_m_800_1,334,5.0,3.5,5.0,4.0,20.0
output_sd3_m_800_1,335,2.14,2.8,2.14,3.0,6.42
output_sd3_m_800_1,336,2.17,4.2,3.33,4.0,13.32
output_sd3_m_800_1,337,3.75,4.2,3.75,4.0,15.0
output_sd3_m_800_1,338,4.29,2.8,4.29,3.0,12.87
output_sd3_m_800_1,339,1.88,3.2,1.88,3.0,5.64
output_sd3_m_800_1,340,3.33,3.0,3.33,3.0,9.99
output_sd3_m_800_1,341,3.75,3.5,3.75,4.0,15.0
output_sd3_m_800_1,342,3.75,3.2,3.75,3.0,11.25
output_sd3_m_800_1,343,2.78,4.9,2.78,5.0,13.9
output_sd3_m_800_1,344,5.0,4.9,5.0,5.0,25.0
output_sd3_m_800_1,345,5.0,2.8,5.0,3.0,15.0
output_sd3_m_800_1,346,4.38,4.2,4.38,4.0,17.52
output_sd3_m_800_1,347,3.58,3.2,4.17,3.0,12.51
output_sd3_m_800_1,348,1.88,4.2,3.12,4.0,12.48
output_sd3_m_800_1,349,4.38,3.5,4.38,4.0,17.52
output_sd3_m_800_1,350,2.86,2.5,2.86,2.0,5.72
output_sd3_m_800_1,351,3.44,2.5,3.12,2.0,6.24
output_sd3_m_800_1,352,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,353,3.33,2.8,3.33,3.0,9.99
output_sd3_m_800_1,354,3.33,3.2,3.33,3.0,9.99
output_sd3_m_800_1,355,3.75,4.2,3.75,4.0,15.0
output_sd3_m_800_1,356,2.5,2.8,2.5,3.0,7.5
output_sd3_m_800_1,357,3.89,4.8,3.89,5.0,19.45
output_sd3_m_800_1,358,4.38,3.2,4.38,3.0,13.14
output_sd3_m_800_1,359,5.0,2.5,5.0,2.0,10.0
output_sd3_m_800_1,360,4.29,4.2,4.29,4.0,17.16
output_sd3_m_800_1,361,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,362,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,363,4.17,3.5,5.0,4.0,20.0
output_sd3_m_800_1,364,2.93,2.5,3.57,2.0,7.14
output_sd3_m_800_1,365,0.0,1.5,0.0,2.0,0.0
output_sd3_m_800_1,366,3.08,2.8,2.5,3.0,7.5
output_sd3_m_800_1,367,5.0,4.9,5.0,5.0,25.0
output_sd3_m_800_1,368,4.44,4.2,4.44,4.0,17.76
output_sd3_m_800_1,369,4.29,2.8,4.29,3.0,12.87
output_sd3_m_800_1,370,3.33,4.8,3.33,5.0,16.65
output_sd3_m_800_1,371,5.0,5.0,5.0,5.0,25.0
output_sd3_m_800_1,372,3.5,3.2,4.38,3.0,13.14
output_sd3_m_800_1,373,3.78,2.5,2.86,2.0,5.72
output_sd3_m_800_1,374,4.44,4.8,4.44,5.0,22.2
output_sd3_m_800_1,375,2.0,2.1,4.17,2.0,8.34
output_sd3_m_800_1,376,3.33,3.8,3.33,4.0,13.32
output_sd3_m_800_1,377,3.29,2.8,4.38,3.0,13.14
output_sd3_m_800_1,378,5.0,4.2,5.0,4.0,20.0
output_sd3_m_800_1,379,3.33,4.8,3.33,5.0,16.65
output_sd3_m_800_1,380,4.38,3.5,4.38,4.0,17.52
output_sd3_m_800_1,381,3.75,2.5,3.75,2.0,7.5
output_sd3_m_800_1,382,1.67,4.2,1.67,4.0,6.68
output_sd3_m_800_1,383,3.75,3.8,3.75,4.0,15.0
output_sd3_m_800_1,384,3.57,4.2,3.57,4.0,14.28
output_sd3_m_800_1,385,4.38,3.8,4.38,4.0,17.52
output_sd3_m_800_1,386,3.75,3.2,3.75,3.0,11.25
output_sd3_m_800_1,387,3.75,2.0,3.75,2.0,7.5
output_sd3_m_800_1,388,2.06,2.3,3.12,2.0,6.24
output_sd3_m_800_1,389,2.5,3.0,2.5,3.0,7.5
output_sd3_m_800_1,390,3.01,2.5,4.38,2.0,8.76
output_sd3_m_800_1,391,1.86,2.5,3.57,2.0,7.14
output_sd3_m_800_1,392,4.14,3.2,2.5,3.0,7.5
output_sd3_m_800_1,393,3.22,4.2,3.33,4.0,13.32
output_sd3_m_800_1,394,3.75,3.2,3.75,3.0,11.25
output_sd3_m_800_1,395,3.54,4.2,2.5,4.0,10.0
output_sd3_m_800_1,396,4.38,3.5,4.38,4.0,17.52
output_sd3_m_800_1,397,3.89,2.5,3.89,2.0,7.78
output_sd3_m_800_1,398,3.12,2.0,3.12,2.0,6.24
output_sd3_m_800_1,399,3.81,3.5,3.57,4.0,14.28
output_sd3_m_800_1,400,3.75,3.8,3.75,4.0,15.0
output_sd3_m_800_1,401,3.5,4.2,3.5,4.0,14.0
output_sd3_m_800_1,402,2.5,4.2,2.5,4.0,10.0
output_sd3_m_800_1,403,3.0,4.2,3.0,4.0,12.0
output_sd3_m_800_1,404,2.5,4.2,5.0,4.0,20.0
output_sd3_m_800_1,405,3.12,2.5,3.12,2.0,6.24
output_sd3_m_800_1,406,2.43,2.5,2.14,2.0,4.28
output_sd3_m_800_1,407,2.78,2.5,2.78,2.0,5.56
output_sd3_m_800_1,408,3.89,4.2,4.44,4.0,17.76
