run,img_id,sys_alignment,sys_authenticity,cl_alignment,cl_authenticity,cl_total
output_flux2_dev_800_11,117,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_11,118,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_11,119,5.0,3.5,5.0,4.0,20.0
output_flux2_dev_800_11,120,5.0,4.7,4.0,5.0,20.0
output_flux2_dev_800_11,121,4.88,4.0,5.0,4.0,20.0
output_flux2_dev_800_11,122,4.0,4.7,4.0,5.0,20.0
output_flux2_dev_800_11,123,5.0,4.0,5.0,4.0,20.0
output_flux2_dev_800_11,124,4.58,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,125,4.0,3.0,4.0,3.0,12.0
output_flux2_dev_800_11,126,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_11,127,3.0,4.2,3.0,4.0,12.0
output_flux2_dev_800_11,128,5.0,2.5,5.0,2.0,10.0
output_flux2_dev_800_11,129,5.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_11,130,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,131,4.0,5.0,4.0,5.0,20.0
output_flux2_dev_800_11,132,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_11,133,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_11,134,4.0,3.8,4.0,2.0,8.0
output_flux2_dev_800_11,135,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,136,4.8,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,137,4.76,3.5,5.0,3.0,15.0
output_flux2_dev_800_11,138,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,139,5.0,4.8,5.0,4.0,20.0
output_flux2_dev_800_11,140,3.0,4.2,3.0,4.0,12.0
output_flux2_dev_800_11,141,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,142,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_11,143,4.0,4.2,4.0,5.0,20.0
output_flux2_dev_800_11,144,4.0,5.0,4.0,4.0,16.0
output_flux2_dev_800_11,145,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,146,5.0,4.6,5.0,4.0,20.0
output_flux2_dev_800_11,147,1.25,3.5,2.5,4.0,10.0
output_flux2_dev_800_11,148,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,149,3.7,3.5,4.0,4.0,16.0
output_flux2_dev_800_11,150,5.0,4.2,5.0,5.0,25.0
output_flux2_dev_800_11,151,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_11,152,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,153,3.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,154,4.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,155,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,156,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,157,4.0,3.5,4.0,4.0,16.0
output_flux2_dev_800_11,158,5.0,4.7,5.0,4.0,20.0
output_flux2_dev_800_11,159,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_11,160,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,161,5.0,4.8,5.0,4.0,20.0
output_flux2_dev_800_11,162,4.0,5.0,4.0,5.0,20.0
output_flux2_dev_800_11,163,5.0,4.7,5.0,4.0,20.0
output_flux2_dev_800_11,164,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,165,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_11,166,5.0,4.0,5.0,4.0,20.0
output_flux2_dev_800_11,167,4.0,3.8,4.0,4.0,16.0
output_flux2_dev_800_11,168,4.17,4.2,4.17,4.0,16.68
output_flux2_dev_800_11,169,5.0,4.8,5.0,4.0,20.0
output_flux2_dev_800_11,170,5.0,4.2,5.0,5.0,25.0
output_flux2_dev_800_11,171,5.0,4.0,5.0,4.0,20.0
output_flux2_dev_800_11,172,2.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,173,4.0,4.5,4.0,5.0,20.0
output_flux2_dev_800_11,174,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,175,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,176,2.44,4.2,2.5,5.0,12.5
output_flux2_dev_800_11,177,4.14,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,178,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_11,179,5.0,2.8,5.0,4.0,20.0
output_flux2_dev_800_11,180,3.0,3.5,3.0,4.0,12.0
output_flux2_dev_800_11,181,4.17,4.2,4.17,4.0,16.68
output_flux2_dev_800_11,182,2.5,3.8,2.5,3.0,7.5
output_flux2_dev_800_11,183,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,184,5.0,4.7,5.0,4.0,20.0
output_flux2_dev_800_11,185,5.0,4.2,5.0,5.0,25.0
output_flux2_dev_800_11,186,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,187,4.85,3.2,5.0,4.0,20.0
output_flux2_dev_800_11,188,5.0,4.7,5.0,5.0,25.0
output_flux2_dev_800_11,189,4.0,4.5,4.0,4.0,16.0
output_flux2_dev_800_11,190,5.0,4.0,5.0,4.0,20.0
output_flux2_dev_800_11,191,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,192,4.8,4.3,5.0,5.0,25.0
output_flux2_dev_800_11,193,4.0,4.8,4.0,4.0,16.0
output_flux2_dev_800_11,194,4.0,3.8,4.0,4.0,16.0
output_flux2_dev_800_11,195,2.5,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,196,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_11,197,5.0,3.2,5.0,5.0,25.0
output_flux2_dev_800_11,198,1.0,4.8,1.0,2.0,2.0
output_flux2_dev_800_11,199,4.0,2.8,4.0,2.0,8.0
output_flux2_dev_800_11,200,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_11,201,2.17,3.8,3.33,3.0,9.99
output_flux2_dev_800_11,202,3.75,3.5,4.17,4.0,16.68
output_flux2_dev_800_11,203,5.0,4.7,5.0,4.0,20.0
output_flux2_dev_800_11,204,3.0,5.0,3.0,5.0,15.0
output_flux2_dev_800_11,205,5.0,3.8,5.0,5.0,25.0
output_flux2_dev_800_11,206,4.0,3.2,4.0,3.0,12.0
output_flux2_dev_800_11,207,5.0,3.0,5.0,4.0,20.0
output_flux2_dev_800_11,208,4.42,4.8,5.0,5.0,25.0
output_flux2_dev_800_11,209,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,210,5.0,4.0,5.0,3.0,15.0
output_flux2_dev_800_11,211,4.17,5.0,4.17,5.0,20.85
output_flux2_dev_800_11,212,4.94,4.3,5.0,5.0,25.0
output_flux2_dev_800_11,213,4.17,4.9,4.17,4.0,16.68
output_flux2_dev_800_11,214,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,215,4.29,4.2,4.29,4.0,17.16
output_flux2_dev_800_11,216,4.17,4.2,3.33,3.0,9.99
output_flux2_dev_800_11,217,4.17,4.2,4.17,4.0,16.68
output_flux2_dev_800_11,218,4.29,4.0,4.29,5.0,21.45
output_flux2_dev_800_11,219,5.0,4.6,5.0,5.0,25.0
output_flux2_dev_800_11,220,2.86,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,221,5.0,4.95,5.0,5.0,25.0
output_flux2_dev_800_11,222,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,223,5.0,5.0,5.0,4.0,20.0
output_flux2_dev_800_11,224,5.0,4.6,5.0,5.0,25.0
output_flux2_dev_800_11,225,3.57,4.2,3.57,4.0,14.28
output_flux2_dev_800_11,226,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,227,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_11,228,5.0,4.6,5.0,4.0,20.0
output_flux2_dev_800_11,229,4.17,3.8,4.17,4.0,16.68
output_flux2_dev_800_11,230,5.0,3.8,4.38,2.0,8.76
output_flux2_dev_800_11,231,5.0,3.2,5.0,3.0,15.0
output_flux2_dev_800_11,232,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_11,233,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,234,5.0,3.8,5.0,4.0,20.0
output_flux2_dev_800_11,235,4.29,3.8,4.29,4.0,17.16
output_flux2_dev_800_11,236,4.29,4.2,4.29,4.0,17.16
output_flux2_dev_800_11,237,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,238,4.0,2.5,4.0,3.0,12.0
output_flux2_dev_800_11,239,5.0,2.5,5.0,2.0,10.0
output_flux2_dev_800_11,240,5.0,4.5,5.0,5.0,25.0
output_flux2_dev_800_11,241,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,242,5.0,4.2,5.0,5.0,25.0
output_flux2_dev_800_11,243,4.29,4.0,4.29,4.0,17.16
output_flux2_dev_800_11,244,4.0,4.2,4.0,4.0,16.0
output_flux2_dev_800_11,245,4.17,3.5,4.17,4.0,16.68
output_flux2_dev_800_11,246,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,247,4.17,3.2,4.17,4.0,16.68
output_flux2_dev_800_11,248,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_11,249,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,250,5.0,3.0,5.0,3.0,15.0
output_flux2_dev_800_11,251,4.0,3.8,4.0,3.0,12.0
output_flux2_dev_800_11,252,2.0,4.9,2.0,5.0,10.0
output_flux2_dev_800_11,253,4.17,5.0,4.17,5.0,20.85
output_flux2_dev_800_11,254,2.6,3.2,4.0,4.0,16.0
output_flux2_dev_800_11,255,5.0,5.0,4.29,5.0,21.45
output_flux2_dev_800_11,256,5.0,4.6,5.0,4.0,20.0
output_flux2_dev_800_11,257,5.0,3.5,5.0,4.0,20.0
output_flux2_dev_800_11,258,4.27,4.2,3.0,4.0,12.0
output_flux2_dev_800_11,259,1.95,2.5,2.0,3.0,6.0
output_flux2_dev_800_11,260,2.9,3.5,5.0,4.0,20.0
output_flux2_dev_800_11,261,4.17,4.2,4.17,3.0,12.51
output_flux2_dev_800_11,262,3.0,4.2,3.0,4.0,12.0
output_flux2_dev_800_11,263,4.29,4.3,3.57,4.0,14.28
output_flux2_dev_800_11,264,4.29,3.5,4.29,3.0,12.87
output_flux2_dev_800_11,265,4.0,2.5,4.0,4.0,16.0
output_flux2_dev_800_11,266,4.0,4.3,4.0,4.0,16.0
output_flux2_dev_800_11,267,5.0,4.7,5.0,5.0,25.0
output_flux2_dev_800_11,268,4.0,3.5,4.0,4.0,16.0
output_flux2_dev_800_11,269,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,270,5.0,4.5,5.0,4.0,20.0
output_flux2_dev_800_11,271,5.0,3.8,5.0,4.0,20.0
output_flux2_dev_800_11,272,5.0,4.2,5.0,5.0,25.0
output_flux2_dev_800_11,273,4.17,3.2,4.17,2.0,8.34
output_flux2_dev_800_11,274,3.57,4.2,3.57,4.0,14.28
output_flux2_dev_800_11,275,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,276,5.0,4.3,5.0,5.0,25.0
output_flux2_dev_800_11,277,5.0,4.0,5.0,4.0,20.0
output_flux2_dev_800_11,278,4.17,3.5,4.17,2.0,8.34
output_flux2_dev_800_11,279,5.0,2.5,5.0,2.0,10.0
output_flux2_dev_800_11,280,4.17,4.2,4.17,5.0,20.85
output_flux2_dev_800_11,281,5.0,2.5,5.0,5.0,25.0
output_flux2_dev_800_11,282,5.0,3.2,5.0,4.0,20.0
output_flux2_dev_800_11,283,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,284,3.33,3.8,4.17,3.0,12.51
output_flux2_dev_800_11,285,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,286,2.0,4.6,3.0,4.0,12.0
output_flux2_dev_800_11,287,4.88,3.5,5.0,4.0,20.0
output_flux2_dev_800_11,288,5.0,4.2,5.0,3.0,15.0
output_flux2_dev_800_11,289,5.0,3.8,5.0,4.0,20.0
output_flux2_dev_800_11,290,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,291,5.0,4.2,4.17,4.0,16.68
output_flux2_dev_800_11,292,5.0,3.8,5.0,4.0,20.0
output_flux2_dev_800_11,293,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_11,294,3.93,3.2,4.29,4.0,17.16
output_flux2_dev_800_11,295,3.33,4.2,3.33,4.0,13.32
output_flux2_dev_800_11,296,4.17,4.2,4.17,4.0,16.68
output_flux2_dev_800_11,297,4.29,3.8,4.29,4.0,17.16
output_flux2_dev_800_11,298,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,299,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_11,300,5.0,4.6,5.0,4.0,20.0
output_flux2_dev_800_11,301,4.38,2.5,4.38,3.0,13.14
output_flux2_dev_800_11,302,4.44,2.5,4.44,2.0,8.88
output_flux2_dev_800_11,303,5.0,2.0,5.0,4.0,20.0
output_flux2_dev_800_11,304,5.0,3.5,5.0,4.0,20.0
output_flux2_dev_800_11,305,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_11,306,4.17,3.5,4.17,4.0,16.68
output_flux2_dev_800_11,307,4.17,4.2,4.17,4.0,16.68
output_flux2_dev_800_11,308,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,309,1.92,3.8,3.33,5.0,16.65
output_flux2_dev_800_11,310,3.33,3.8,3.33,4.0,13.32
output_flux2_dev_800_11,311,1.69,4.8,5.0,5.0,25.0
output_flux2_dev_800_11,312,3.75,3.2,3.75,2.0,7.5
output_flux2_dev_800_11,313,5.0,4.6,5.0,4.0,20.0
output_flux2_dev_800_11,314,3.75,4.85,3.75,5.0,18.75
output_flux2_dev_800_11,315,4.38,4.2,4.38,4.0,17.52
output_flux2_dev_800_11,316,4.17,2.8,5.0,3.0,15.0
output_flux2_dev_800_11,317,5.0,3.0,5.0,3.0,15.0
output_flux2_dev_800_11,318,4.17,4.2,4.17,5.0,20.85
output_flux2_dev_800_11,319,3.43,3.2,4.29,2.0,8.58
output_flux2_dev_800_11,320,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_11,321,4.29,3.8,4.29,3.0,12.87
output_flux2_dev_800_11,322,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,323,4.29,2.8,4.29,3.0,12.87
output_flux2_dev_800_11,324,5.0,2.0,5.0,2.0,10.0
output_flux2_dev_800_11,325,5.0,3.2,5.0,3.0,15.0
output_flux2_dev_800_11,326,3.33,4.7,3.33,5.0,16.65
output_flux2_dev_800_11,327,3.57,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,328,2.5,4.2,2.5,4.0,10.0
output_flux2_dev_800_11,329,4.38,4.2,4.38,4.0,17.52
output_flux2_dev_800_11,330,3.42,4.2,4.17,4.0,16.68
output_flux2_dev_800_11,331,5.0,4.0,5.0,4.0,20.0
output_flux2_dev_800_11,332,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_11,333,5.0,4.9,5.0,5.0,25.0
output_flux2_dev_800_11,334,5.0,4.7,5.0,5.0,25.0
output_flux2_dev_800_11,335,4.29,4.3,4.29,4.0,17.16
output_flux2_dev_800_11,336,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_11,337,3.75,4.2,3.75,4.0,15.0
output_flux2_dev_800_11,338,4.29,3.0,4.29,3.0,12.87
output_flux2_dev_800_11,339,4.25,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,340,4.17,2.5,4.17,2.0,8.34
output_flux2_dev_800_11,341,5.0,3.5,5.0,4.0,20.0
output_flux2_dev_800_11,342,3.75,4.8,3.75,5.0,18.75
output_flux2_dev_800_11,343,5.0,4.5,5.0,4.0,20.0
output_flux2_dev_800_11,344,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_11,345,4.17,4.2,4.17,4.0,16.68
output_flux2_dev_800_11,346,5.0,4.7,5.0,5.0,25.0
output_flux2_dev_800_11,347,3.67,3.2,4.17,3.0,12.51
output_flux2_dev_800_11,348,4.38,4.2,4.38,4.0,17.52
output_flux2_dev_800_11,349,2.0,4.2,4.38,4.0,17.52
output_flux2_dev_800_11,350,3.57,2.8,3.57,3.0,10.71
output_flux2_dev_800_11,351,3.12,3.8,4.38,4.0,17.52
output_flux2_dev_800_11,352,4.29,4.2,4.29,4.0,17.16
output_flux2_dev_800_11,353,3.33,4.2,3.33,4.0,13.32
output_flux2_dev_800_11,354,3.89,4.2,3.89,4.0,15.56
output_flux2_dev_800_11,356,4.38,4.2,4.38,4.0,17.52
output_flux2_dev_800_11,357,4.06,3.2,4.44,3.0,13.32
output_flux2_dev_800_11,358,3.75,4.5,3.75,4.0,15.0
output_flux2_dev_800_11,359,5.0,4.0,5.0,4.0,20.0
output_flux2_dev_800_11,360,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,361,5.0,3.2,5.0,3.0,15.0
output_flux2_dev_800_11,362,5.0,4.6,5.0,5.0,25.0
output_flux2_dev_800_11,363,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,364,4.29,3.7,4.29,4.0,17.16
output_flux2_dev_800_11,365,5.0,4.8,5.0,5.0,25.0
output_flux2_dev_800_11,366,1.42,2.1,4.17,2.0,8.34
output_flux2_dev_800_11,367,4.29,4.8,4.29,5.0,21.45
output_flux2_dev_800_11,368,4.44,4.2,4.44,4.0,17.76
output_flux2_dev_800_11,369,4.73,2.8,3.57,3.0,10.71
output_flux2_dev_800_11,370,3.33,5.0,3.33,5.0,16.65
output_flux2_dev_800_11,371,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,372,3.75,4.2,3.75,4.0,15.0
output_flux2_dev_800_11,373,4.16,3.2,3.57,3.0,10.71
output_flux2_dev_800_11,374,5.0,2.0,5.0,2.0,10.0
output_flux2_dev_800_11,375,5.0,2.8,5.0,3.0,15.0
output_flux2_dev_800_11,376,4.17,3.2,4.17,3.0,12.51
output_flux2_dev_800_11,377,5.0,4.0,5.0,4.0,20.0
output_flux2_dev_800_11,378,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,379,2.5,3.2,2.5,3.0,7.5
output_flux2_dev_800_11,380,5.0,4.5,5.0,4.0,20.0
output_flux2_dev_800_11,381,5.0,4.0,5.0,4.0,20.0
output_flux2_dev_800_11,382,5.0,4.7,5.0,5.0,25.0
output_flux2_dev_800_11,383,4.06,4.0,4.38,4.0,17.52
output_flux2_dev_800_11,384,5.0,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,385,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,386,4.38,2.5,4.38,2.0,8.76
output_flux2_dev_800_11,387,3.0,3.5,5.0,4.0,20.0
output_flux2_dev_800_11,388,4.38,2.5,4.38,2.0,8.76
output_flux2_dev_800_11,389,2.38,4.8,5.0,5.0,25.0
output_flux2_dev_800_11,390,4.38,4.2,4.38,4.0,17.52
output_flux2_dev_800_11,391,3.86,4.2,5.0,4.0,20.0
output_flux2_dev_800_11,392,3.33,3.2,3.33,3.0,9.99
output_flux2_dev_800_11,393,5.0,4.0,5.0,4.0,20.0
output_flux2_dev_800_11,394,0.25,3.8,1.88,4.0,7.52
output_flux2_dev_800_11,395,5.0,5.0,5.0,5.0,25.0
output_flux2_dev_800_11,396,5.0,4.3,5.0,4.0,20.0
output_flux2_dev_800_11,397,3.33,4.2,3.33,4.0,13.32
