source,class_id,alignment_norm,artifact_norm,composite_product,composite_harmonic
Sys_DiT_noexpert_1,819,0.78,0.61,0.46,0.66
Sys_DiT_noexpert_1,836,0.06,0.45,0.03,0.1
Sys_DiT_noexpert_1,903,0.69,0.59,0.47,0.62
Sys_DiT_noexpert_1,917,0.78,0.6,0.52,0.68
Sys_DiT_noexpert_1,919,0.45,0.34,0.16,0.39
Sys_DiT_noexpert_1,920,0.78,0.74,0.61,0.75
Sys_DiT_noexpert_1,922,0.36,0.25,0.09,0.29
Sys_DiT_noexpert_1,928,0.97,0.95,0.92,0.96
Sys_DiT_noexpert_1,931,0.86,0.81,0.75,0.82
Sys_DiT_noexpert_1,943,0.97,0.88,0.86,0.92
Sys_DiT_noexpert_1,952,1.0,0.99,0.98,0.99
Sys_DiT_noexpert_1,960,0.98,0.76,0.75,0.82
Sys_DiT_noexpert_1,962,0.99,0.96,0.95,0.97
Sys_DiT_noexpert_1,968,0.72,0.71,0.58,0.7
Sys_DiT_noexpert_1,971,0.74,0.7,0.55,0.72
Sys_DiT_noexpert_1,972,0.71,0.63,0.5,0.62
Sys_DiT_noexpert_1,981,0.78,0.55,0.42,0.61
Sys_DiT_noexpert_1,982,0.59,0.52,0.34,0.55
Sys_DiT_noexpert_1,983,0.93,0.73,0.68,0.81
Sys_DiT_noexpert_1,985,0.74,0.89,0.67,0.78
Sys_DiT_noexpert_1,991,0.92,0.95,0.88,0.93
Sys_DiT_noexpert_1,999,0.81,0.58,0.47,0.65
Sys_DiT_noexpert_2,4,0.99,0.96,0.95,0.97
Sys_DiT_noexpert_2,7,0.83,0.81,0.72,0.82
Sys_DiT_noexpert_2,10,0.79,0.76,0.65,0.77
Sys_DiT_noexpert_2,25,0.77,0.69,0.56,0.73
Sys_DiT_noexpert_2,35,0.81,0.87,0.71,0.83
Sys_DiT_noexpert_2,39,0.83,0.82,0.71,0.82
Sys_DiT_noexpert_2,49,0.88,0.84,0.76,0.86
Sys_DiT_noexpert_2,51,0.84,0.91,0.81,0.86
Sys_DiT_noexpert_2,52,0.76,0.82,0.65,0.78
Sys_DiT_noexpert_2,64,0.7,0.83,0.6,0.75
Sys_DiT_noexpert_2,80,0.98,0.75,0.74,0.84
Sys_DiT_noexpert_2,97,1.0,1.0,1.0,1.0
Sys_DiT_noexpert_2,106,0.93,0.87,0.82,0.9
Sys_DiT_noexpert_2,116,1.0,1.0,1.0,1.0
Sys_DiT_noexpert_2,118,0.8,0.84,0.69,0.82
Sys_DiT_noexpert_2,129,0.85,0.78,0.66,0.81
Sys_DiT_noexpert_2,144,0.96,0.86,0.82,0.9
Sys_DiT_noexpert_2,147,0.91,0.78,0.72,0.83
Sys_DiT_noexpert_2,150,0.84,0.83,0.71,0.83
Sys_DiT_noexpert_2,156,0.98,0.86,0.84,0.91
Sys_DiT_noexpert_2,159,0.71,0.68,0.52,0.68
Sys_DiT_noexpert_2,281,0.99,0.98,0.97,0.99
Sys_DiT_noexpert_2,300,0.96,1.0,0.96,0.98
Sys_DiT_noexpert_2,322,0.94,0.91,0.88,0.92
Sys_DiT_noexpert_2,330,0.85,0.94,0.81,0.89
Sys_DiT_noexpert_2,333,0.98,0.84,0.83,0.9
Sys_DiT_noexpert_2,339,0.89,0.75,0.68,0.81
Sys_DiT_noexpert_2,347,0.99,0.93,0.92,0.96
Sys_DiT_noexpert_2,356,0.84,0.74,0.62,0.78
Sys_DiT_noexpert_2,365,0.95,0.97,0.92,0.96
Sys_DiT_noexpert_2,370,0.89,0.87,0.8,0.88
Sys_DiT_noexpert_2,389,0.23,0.75,0.17,0.35
Sys_DiT_noexpert_2,392,0.68,0.78,0.55,0.69
Sys_DiT_noexpert_2,394,0.8,0.66,0.55,0.7
Sys_DiT_noexpert_2,396,0.96,0.83,0.8,0.88
Sys_DiT_noexpert_2,400,0.93,0.66,0.61,0.75
Sys_DiT_noexpert_2,405,0.79,0.68,0.58,0.72
Sys_DiT_noexpert_2,406,0.99,0.93,0.92,0.95
Sys_DiT_noexpert_2,413,0.61,0.63,0.4,0.61
Sys_DiT_noexpert_2,415,0.64,0.65,0.45,0.61
Sys_DiT_noexpert_2,419,0.48,0.56,0.31,0.51
Sys_DiT_noexpert_2,421,0.98,0.64,0.63,0.75
Sys_DiT_noexpert_2,426,0.7,0.44,0.31,0.53
Sys_DiT_noexpert_2,429,0.97,0.95,0.93,0.96
Sys_DiT_noexpert_2,432,0.89,0.61,0.55,0.71
Sys_DiT_noexpert_2,443,0.93,0.88,0.83,0.91
Sys_DiT_noexpert_2,446,0.62,0.48,0.3,0.48
Sys_DiT_noexpert_2,453,0.83,0.69,0.59,0.75
Sys_DiT_noexpert_2,461,0.92,0.87,0.81,0.9
Sys_DiT_noexpert_2,477,0.32,0.61,0.18,0.34
Sys_DiT_noexpert_2,479,0.62,0.63,0.49,0.62
Sys_DiT_noexpert_2,481,0.57,0.49,0.35,0.49
Sys_DiT_noexpert_2,488,0.84,0.77,0.71,0.8
Sys_DiT_noexpert_2,499,0.82,0.68,0.57,0.71
Sys_DiT_noexpert_2,529,0.76,0.47,0.4,0.56
Sys_DiT_noexpert_2,535,0.81,0.8,0.65,0.8
Sys_DiT_noexpert_2,554,0.8,0.66,0.54,0.63
Sys_DiT_noexpert_2,567,0.86,0.69,0.58,0.74
Sys_DiT_noexpert_2,575,0.87,0.66,0.58,0.75
Sys_DiT_noexpert_2,585,0.35,0.5,0.16,0.31
Sys_DiT_noexpert_2,590,0.82,0.7,0.57,0.75
Sys_DiT_noexpert_2,605,0.57,0.51,0.28,0.49
Sys_DiT_noexpert_2,606,0.76,0.68,0.57,0.71
Sys_DiT_noexpert_2,626,0.8,0.64,0.58,0.7
Sys_DiT_noexpert_2,632,0.78,0.72,0.57,0.75
Sys_DiT_noexpert_2,633,0.86,0.74,0.63,0.79
Sys_DiT_noexpert_2,634,0.35,0.69,0.23,0.38
Sys_DiT_noexpert_2,645,0.99,0.69,0.69,0.8
Sys_DiT_noexpert_2,654,0.97,0.76,0.74,0.85
Sys_DiT_noexpert_2,679,0.91,0.79,0.74,0.84
Sys_DiT_noexpert_2,687,0.99,0.91,0.9,0.95
Sys_DiT_noexpert_2,730,0.79,0.67,0.56,0.72
Sys_DiT_noexpert_2,743,0.67,0.83,0.63,0.72
Sys_DiT_noexpert_2,746,0.54,0.67,0.37,0.56
Sys_DiT_noexpert_2,755,0.78,0.72,0.63,0.75
Sys_DiT_noexpert_2,756,0.79,0.79,0.64,0.79
Sys_DiT_noexpert_2,806,1.0,1.0,1.0,1.0
Sys_DiT_noexpert_2,810,0.62,0.7,0.44,0.64
Sys_DiT_noexpert_2,819,0.77,0.65,0.48,0.68
Sys_DiT_noexpert_2,836,0.07,0.57,0.04,0.11
Sys_DiT_noexpert_2,903,0.66,0.56,0.43,0.6
Sys_DiT_noexpert_2,917,0.91,0.65,0.61,0.74
Sys_DiT_noexpert_2,919,0.43,0.32,0.14,0.36
Sys_DiT_noexpert_2,920,0.74,0.69,0.55,0.71
Sys_DiT_noexpert_2,922,0.43,0.3,0.13,0.34
Sys_DiT_noexpert_2,928,0.93,0.94,0.88,0.93
Sys_DiT_noexpert_2,931,0.86,0.81,0.75,0.82
Sys_DiT_noexpert_2,943,0.97,0.87,0.84,0.91
Sys_DiT_noexpert_2,952,0.99,0.95,0.94,0.97
Sys_DiT_noexpert_2,960,0.98,0.75,0.73,0.83
Sys_DiT_noexpert_2,962,0.96,0.94,0.9,0.95
Sys_DiT_noexpert_2,968,0.74,0.7,0.57,0.7
Sys_DiT_noexpert_2,971,0.77,0.64,0.5,0.69
Sys_DiT_noexpert_2,972,0.69,0.64,0.49,0.64
Sys_DiT_noexpert_2,981,0.8,0.66,0.53,0.72
Sys_DiT_noexpert_2,982,0.52,0.42,0.24,0.47
Sys_DiT_noexpert_2,983,0.92,0.76,0.7,0.83
Sys_DiT_noexpert_2,985,0.74,0.88,0.67,0.77
Sys_DiT_noexpert_2,991,0.95,0.97,0.93,0.96
Sys_DiT_noexpert_2,999,0.79,0.65,0.56,0.71
Sys_DiT_noexpert_3,4,0.99,0.9,0.89,0.94
Sys_DiT_noexpert_3,7,0.91,0.87,0.8,0.89
Sys_DiT_noexpert_3,10,0.85,0.83,0.75,0.84
Sys_DiT_noexpert_3,25,0.81,0.77,0.64,0.78
Sys_DiT_noexpert_3,35,0.7,0.83,0.6,0.74
Sys_DiT_noexpert_3,39,0.85,0.87,0.75,0.86
Sys_DiT_noexpert_3,49,0.94,0.96,0.9,0.95
Sys_DiT_noexpert_3,51,0.86,0.9,0.82,0.88
Sys_DiT_noexpert_3,52,0.84,0.87,0.76,0.85
Sys_DiT_noexpert_3,64,0.7,0.84,0.6,0.76
Sys_DiT_noexpert_3,80,0.98,0.72,0.71,0.82
Sys_DiT_noexpert_3,97,1.0,1.0,1.0,1.0
Sys_DiT_noexpert_3,106,0.99,0.89,0.88,0.94
Sys_DiT_noexpert_3,116,1.0,1.0,1.0,1.0
Sys_DiT_noexpert_3,118,0.82,0.87,0.73,0.84
Sys_DiT_noexpert_3,129,0.81,0.83,0.67,0.82
Sys_DiT_noexpert_3,144,0.96,0.89,0.86,0.92
Sys_DiT_noexpert_3,147,0.94,0.87,0.82,0.9
Sys_DiT_noexpert_3,150,0.89,0.84,0.75,0.85
Sys_DiT_noexpert_3,156,0.99,0.96,0.95,0.97
Sys_DiT_noexpert_3,159,0.63,0.65,0.46,0.63
Sys_DiT_noexpert_3,281,1.0,0.99,0.99,1.0
Sys_DiT_noexpert_3,300,0.93,0.97,0.91,0.95
Sys_DiT_noexpert_3,322,0.94,0.95,0.91,0.94
Sys_DiT_noexpert_3,330,0.82,0.87,0.72,0.84
Sys_DiT_noexpert_3,333,0.96,0.88,0.85,0.92
Sys_DiT_noexpert_3,339,0.86,0.78,0.68,0.8
Sys_DiT_noexpert_3,347,0.98,0.91,0.89,0.94
Sys_DiT_noexpert_3,356,0.96,0.91,0.87,0.93
Sys_DiT_noexpert_3,365,0.95,0.91,0.87,0.93
Sys_DiT_noexpert_3,370,0.85,0.85,0.76,0.85
Sys_DiT_noexpert_3,389,0.25,0.79,0.2,0.38
Sys_DiT_noexpert_3,392,0.69,0.85,0.61,0.73
Sys_DiT_noexpert_3,394,0.79,0.7,0.59,0.73
Sys_DiT_noexpert_3,396,0.98,0.83,0.82,0.89
Sys_DiT_noexpert_3,400,0.95,0.71,0.68,0.79
Sys_DiT_noexpert_3,405,0.85,0.74,0.66,0.79
Sys_DiT_noexpert_3,406,0.99,0.93,0.93,0.96
Sys_DiT_noexpert_3,413,0.68,0.66,0.49,0.67
Sys_DiT_noexpert_3,415,0.71,0.71,0.53,0.67
Sys_DiT_noexpert_3,419,0.47,0.54,0.31,0.5
Sys_DiT_noexpert_3,421,0.83,0.57,0.53,0.67
Sys_DiT_noexpert_3,426,0.73,0.53,0.39,0.61
Sys_DiT_noexpert_3,429,1.0,0.95,0.95,0.97
Sys_DiT_noexpert_3,432,0.87,0.62,0.56,0.71
Sys_DiT_noexpert_3,443,0.92,0.81,0.77,0.86
Sys_DiT_noexpert_3,446,0.69,0.6,0.41,0.6
Sys_DiT_noexpert_3,453,0.78,0.63,0.5,0.68
Sys_DiT_noexpert_3,461,0.95,0.87,0.83,0.91
Sys_DiT_noexpert_3,477,0.34,0.59,0.19,0.34
Sys_DiT_noexpert_3,479,0.6,0.62,0.5,0.61
Sys_DiT_noexpert_3,481,0.55,0.51,0.36,0.49
Sys_DiT_noexpert_3,488,0.8,0.74,0.66,0.77
Sys_DiT_noexpert_3,499,0.91,0.67,0.6,0.74
Sys_DiT_noexpert_3,529,0.66,0.52,0.37,0.56
Sys_DiT_noexpert_3,535,0.84,0.78,0.66,0.81
Sys_DiT_noexpert_3,554,1.0,0.79,0.79,0.87
Sys_DiT_noexpert_3,567,0.85,0.74,0.63,0.77
Sys_DiT_noexpert_3,575,0.82,0.62,0.53,0.7
Sys_DiT_noexpert_3,585,0.26,0.58,0.12,0.29
Sys_DiT_noexpert_3,590,0.96,0.75,0.72,0.84
Sys_DiT_noexpert_3,605,0.5,0.53,0.26,0.49
Sys_DiT_noexpert_3,606,0.71,0.59,0.44,0.63
Sys_DiT_noexpert_3,626,0.72,0.69,0.54,0.7
Sys_DiT_noexpert_3,632,0.77,0.7,0.54,0.72
Sys_DiT_noexpert_3,633,0.91,0.77,0.7,0.83
Sys_DiT_noexpert_3,634,0.36,0.74,0.28,0.42
Sys_DiT_noexpert_3,645,0.97,0.72,0.7,0.81
Sys_DiT_noexpert_3,654,0.95,0.77,0.74,0.84
Sys_DiT_noexpert_3,679,0.87,0.73,0.64,0.79
Sys_DiT_noexpert_3,687,0.93,0.91,0.85,0.92
Sys_DiT_noexpert_3,730,0.84,0.66,0.57,0.74
Sys_DiT_noexpert_3,743,0.61,0.8,0.52,0.67
Sys_DiT_noexpert_3,746,0.62,0.74,0.49,0.63
Sys_DiT_noexpert_3,755,0.87,0.85,0.8,0.86
Sys_DiT_noexpert_3,756,0.82,0.79,0.66,0.8
Sys_DiT_noexpert_3,806,0.98,1.0,0.98,0.99
Sys_DiT_noexpert_3,810,0.79,0.85,0.68,0.81
Sys_DiT_noexpert_3,819,0.7,0.64,0.44,0.64
Sys_DiT_noexpert_3,836,0.06,0.49,0.02,0.09
Sys_DiT_noexpert_3,903,0.77,0.58,0.48,0.64
Sys_DiT_noexpert_3,917,0.81,0.67,0.57,0.72
Sys_DiT_noexpert_3,919,0.46,0.26,0.12,0.33
Sys_DiT_noexpert_3,920,0.74,0.62,0.47,0.66
Sys_DiT_noexpert_3,922,0.52,0.32,0.18,0.39
Sys_DiT_noexpert_3,928,0.95,0.9,0.85,0.92
Sys_DiT_noexpert_3,931,0.91,0.84,0.79,0.86
Sys_DiT_noexpert_3,943,0.96,0.88,0.85,0.91
Sys_DiT_noexpert_3,952,1.0,0.97,0.97,0.99
Sys_DiT_noexpert_3,960,0.97,0.84,0.82,0.89
Sys_DiT_noexpert_3,962,0.97,0.97,0.94,0.97
Sys_DiT_noexpert_3,968,0.71,0.73,0.6,0.71
Sys_DiT_noexpert_3,971,0.72,0.7,0.54,0.7
Sys_DiT_noexpert_3,972,0.68,0.74,0.58,0.7
Sys_DiT_noexpert_3,981,0.75,0.58,0.43,0.64
Sys_DiT_noexpert_3,982,0.59,0.52,0.32,0.55
Sys_DiT_noexpert_3,983,0.93,0.83,0.78,0.87
Sys_DiT_noexpert_3,985,0.76,0.94,0.73,0.81
Sys_DiT_noexpert_3,991,0.91,0.97,0.89,0.94
Sys_DiT_noexpert_3,999,0.87,0.75,0.66,0.8
User_DiT_1,4,1.0,0.8,0.8,0.88
User_DiT_1,7,0.92,0.68,0.62,0.76
User_DiT_1,10,0.66,0.8,0.55,0.69
User_DiT_1,25,0.93,0.76,0.73,0.83
User_DiT_1,35,0.92,0.76,0.7,0.83
User_DiT_1,39,0.95,0.76,0.73,0.84
User_DiT_1,49,1.0,0.84,0.84,0.91
User_DiT_1,51,0.8,0.8,0.76,0.78
User_DiT_1,52,0.86,0.76,0.7,0.79
User_DiT_1,64,0.72,0.72,0.52,0.71
User_DiT_1,80,0.82,0.52,0.52,0.62
User_DiT_1,97,1.0,0.88,0.88,0.93
User_DiT_1,106,0.97,0.68,0.65,0.79
User_DiT_1,116,1.0,0.88,0.88,0.93
User_DiT_1,118,0.72,0.64,0.48,0.66
User_DiT_1,129,0.77,0.64,0.5,0.69
User_DiT_1,144,0.93,0.6,0.56,0.72
User_DiT_1,147,1.0,0.8,0.8,0.88
User_DiT_1,150,0.88,0.76,0.66,0.8
User_DiT_1,156,1.0,0.64,0.64,0.77
User_DiT_1,159,0.49,0.4,0.24,0.4
User_DiT_1,281,1.0,0.44,0.44,0.61
User_DiT_1,300,0.93,0.92,0.86,0.92
User_DiT_1,322,0.94,0.8,0.77,0.86
User_DiT_1,330,0.91,0.8,0.74,0.84
User_DiT_1,333,1.0,0.52,0.52,0.67
User_DiT_1,339,0.88,0.84,0.74,0.84
User_DiT_1,347,1.0,0.8,0.8,0.87
User_DiT_1,356,0.91,0.48,0.44,0.62
User_DiT_1,365,0.85,0.76,0.64,0.78
User_DiT_1,370,0.97,0.64,0.63,0.75
User_DiT_1,389,0.4,0.44,0.17,0.39
User_DiT_1,392,0.91,0.76,0.7,0.82
User_DiT_1,394,0.95,0.56,0.55,0.68
User_DiT_1,396,0.97,0.8,0.78,0.88
User_DiT_1,400,0.98,0.4,0.39,0.54
User_DiT_1,405,0.67,0.52,0.34,0.49
User_DiT_1,406,0.93,0.72,0.65,0.79
User_DiT_1,413,0.57,0.52,0.31,0.47
User_DiT_1,415,0.83,0.48,0.4,0.6
User_DiT_1,419,0.62,0.36,0.27,0.41
User_DiT_1,421,0.74,0.56,0.43,0.63
User_DiT_1,426,0.59,0.44,0.26,0.49
User_DiT_1,429,0.8,0.96,0.76,0.78
User_DiT_1,432,0.73,0.36,0.28,0.45
User_DiT_1,443,0.62,0.68,0.46,0.56
User_DiT_1,446,0.69,0.6,0.41,0.61
User_DiT_1,453,0.68,0.44,0.33,0.51
User_DiT_1,461,0.91,0.88,0.8,0.89
User_DiT_1,477,0.36,0.56,0.2,0.34
User_DiT_1,479,0.34,0.6,0.24,0.35
User_DiT_1,481,0.48,0.48,0.3,0.45
User_DiT_1,488,0.83,0.76,0.72,0.79
User_DiT_1,499,0.8,0.6,0.44,0.56
User_DiT_1,529,0.85,0.44,0.38,0.56
User_DiT_1,535,0.85,0.56,0.48,0.66
User_DiT_1,554,0.0,0.52,0.0,0.0
User_DiT_1,567,0.95,0.56,0.53,0.7
User_DiT_1,575,0.83,0.36,0.3,0.48
User_DiT_1,585,0.37,0.36,0.18,0.25
User_DiT_1,590,0.83,0.6,0.51,0.69
User_DiT_1,605,0.54,0.4,0.28,0.41
User_DiT_1,606,0.57,0.56,0.34,0.46
User_DiT_1,626,0.66,0.56,0.39,0.57
User_DiT_1,632,0.75,0.48,0.36,0.55
User_DiT_1,633,0.81,0.64,0.51,0.67
User_DiT_1,634,0.21,0.56,0.12,0.22
User_DiT_1,645,0.91,0.52,0.47,0.65
User_DiT_1,654,0.75,0.6,0.46,0.57
User_DiT_1,679,0.49,0.56,0.28,0.49
User_DiT_1,687,1.0,0.92,0.92,0.96
User_DiT_1,730,0.84,0.6,0.52,0.68
User_DiT_1,743,0.53,0.64,0.41,0.48
User_DiT_1,746,0.53,0.4,0.22,0.4
User_DiT_1,755,0.68,0.72,0.57,0.67
User_DiT_1,756,0.85,0.56,0.47,0.66
User_DiT_1,806,1.0,0.92,0.92,0.96
User_DiT_1,810,0.72,0.64,0.47,0.67
User_DiT_1,819,0.78,0.52,0.42,0.6
User_DiT_1,836,0.12,0.44,0.06,0.15
User_DiT_1,903,0.66,0.76,0.5,0.62
User_DiT_1,917,0.65,0.4,0.26,0.42
User_DiT_1,919,0.42,0.24,0.1,0.29
User_DiT_1,920,0.78,0.56,0.44,0.63
User_DiT_1,922,0.34,0.2,0.07,0.21
User_DiT_1,928,0.71,0.68,0.48,0.6
User_DiT_1,931,0.88,0.68,0.6,0.73
User_DiT_1,943,0.86,0.76,0.68,0.8
User_DiT_1,952,0.97,0.92,0.89,0.93
User_DiT_1,960,0.94,0.68,0.66,0.79
User_DiT_1,962,0.98,0.72,0.71,0.82
User_DiT_1,968,0.91,0.64,0.61,0.74
User_DiT_1,971,0.87,0.48,0.42,0.59
User_DiT_1,972,0.72,0.6,0.45,0.58
User_DiT_1,981,0.71,0.36,0.25,0.46
User_DiT_1,982,0.45,0.32,0.14,0.31
User_DiT_1,983,0.98,0.64,0.62,0.77
User_DiT_1,985,0.72,0.76,0.58,0.67
User_DiT_1,991,0.98,0.88,0.86,0.92
User_DiT_1,999,0.82,0.52,0.45,0.6
User_DiT_2,4,1.0,0.76,0.76,0.86
User_DiT_2,7,0.92,0.72,0.67,0.79
User_DiT_2,10,0.82,0.8,0.65,0.79
User_DiT_2,25,0.97,0.76,0.74,0.85
User_DiT_2,35,0.84,0.72,0.62,0.77
User_DiT_2,39,0.87,0.56,0.49,0.67
User_DiT_2,49,0.98,0.84,0.82,0.9
User_DiT_2,51,0.8,0.76,0.72,0.76
User_DiT_2,52,0.8,0.76,0.66,0.75
User_DiT_2,64,0.79,0.68,0.58,0.7
User_DiT_2,80,0.91,0.56,0.5,0.67
User_DiT_2,97,1.0,0.92,0.92,0.95
User_DiT_2,106,1.0,0.72,0.72,0.83
User_DiT_2,116,1.0,0.8,0.8,0.88
User_DiT_2,118,0.79,0.52,0.43,0.61
User_DiT_2,129,0.71,0.56,0.41,0.62
User_DiT_2,144,0.93,0.56,0.52,0.69
User_DiT_2,147,1.0,0.76,0.76,0.86
User_DiT_2,150,0.88,0.56,0.48,0.65
User_DiT_2,156,1.0,0.64,0.64,0.77
User_DiT_2,159,0.49,0.48,0.31,0.45
User_DiT_2,281,0.97,0.56,0.55,0.7
User_DiT_2,300,0.95,0.8,0.76,0.85
User_DiT_2,322,0.89,0.72,0.67,0.78
User_DiT_2,330,0.88,0.8,0.73,0.83
User_DiT_2,333,0.97,0.56,0.55,0.68
User_DiT_2,339,0.95,0.72,0.68,0.8
User_DiT_2,347,1.0,0.68,0.68,0.79
User_DiT_2,356,0.94,0.44,0.41,0.59
User_DiT_2,365,0.85,0.68,0.55,0.72
User_DiT_2,370,0.97,0.6,0.59,0.71
User_DiT_2,389,0.36,0.56,0.19,0.41
User_DiT_2,392,0.91,0.72,0.67,0.8
User_DiT_2,394,1.0,0.52,0.52,0.66
User_DiT_2,396,1.0,0.8,0.8,0.89
User_DiT_2,400,0.8,0.36,0.2,0.31
User_DiT_2,405,0.76,0.6,0.51,0.66
User_DiT_2,406,1.0,0.76,0.76,0.86
User_DiT_2,413,0.68,0.48,0.39,0.52
User_DiT_2,415,0.63,0.52,0.35,0.55
User_DiT_2,419,0.95,0.6,0.56,0.69
User_DiT_2,421,0.78,0.44,0.35,0.55
User_DiT_2,426,0.61,0.4,0.26,0.47
User_DiT_2,429,0.8,0.8,0.6,0.67
User_DiT_2,432,0.77,0.4,0.34,0.51
User_DiT_2,443,0.8,0.76,0.67,0.77
User_DiT_2,446,0.74,0.48,0.32,0.5
User_DiT_2,453,0.58,0.52,0.37,0.54
User_DiT_2,461,0.87,0.84,0.73,0.85
User_DiT_2,477,0.41,0.48,0.21,0.37
User_DiT_2,479,0.41,0.48,0.22,0.34
User_DiT_2,481,0.47,0.44,0.27,0.42
User_DiT_2,488,0.95,0.8,0.76,0.86
User_DiT_2,499,0.94,0.6,0.55,0.71
User_DiT_2,529,0.85,0.44,0.37,0.55
