image_id,source,alignment_score,artifact_score,class_id,alignment_norm,artifact_norm,composite_product_perimage,composite_harmonic_perimage
9,Sys_JiTfdloss_ref_1,4.65,2.85,4,0.93,0.5700000000000001,0.5301000000000001,0.7068000000000002
9,Sys_JiTfdloss_ref_2,4.65,3.85,4,0.93,0.77,0.7161000000000001,0.8424705882352941
9,Sys_JiTfdloss_ref_3,4.65,3.82,4,0.93,0.764,0.71052,0.8388665879574971
9,User_JiTfdloss_1,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
9,User_JiTfdloss_2,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
9,User_JiTfdloss_3,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
11,Sys_JiTfdloss_ref_1,4.12,1.5,7,0.8240000000000001,0.3,0.2472,0.43985765124555154
11,Sys_JiTfdloss_ref_2,3.85,1.5,7,0.77,0.3,0.23099999999999998,0.4317757009345794
11,Sys_JiTfdloss_ref_3,4.68,1.5,7,0.9359999999999999,0.3,0.2808,0.45436893203883494
11,User_JiTfdloss_1,4.5,3.0,7,0.9,0.6,0.54,0.7200000000000001
11,User_JiTfdloss_2,4.09,3.0,7,0.818,0.6,0.49079999999999996,0.6922425952045134
11,User_JiTfdloss_3,4.5,2.0,7,0.9,0.4,0.36000000000000004,0.5538461538461539
12,Sys_JiTfdloss_ref_1,4.65,4.2,7,0.93,0.8400000000000001,0.7812000000000001,0.8827118644067797
12,Sys_JiTfdloss_ref_2,4.82,4.65,7,0.9640000000000001,0.93,0.8965200000000001,0.9466948257655755
12,Sys_JiTfdloss_ref_3,4.85,3.65,7,0.97,0.73,0.7081,0.8330588235294117
12,User_JiTfdloss_1,4.17,4.0,7,0.834,0.8,0.6672,0.8166462668298654
12,User_JiTfdloss_2,4.17,4.0,7,0.834,0.8,0.6672,0.8166462668298654
12,User_JiTfdloss_3,4.17,4.0,7,0.834,0.8,0.6672,0.8166462668298654
13,Sys_JiTfdloss_ref_1,4.85,3.75,7,0.97,0.75,0.7275,0.8459302325581396
13,Sys_JiTfdloss_ref_2,4.65,3.85,7,0.93,0.77,0.7161000000000001,0.8424705882352941
13,Sys_JiTfdloss_ref_3,4.85,4.2,7,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
13,User_JiTfdloss_1,5.0,4.0,7,1.0,0.8,0.8,0.888888888888889
13,User_JiTfdloss_2,5.0,4.0,7,1.0,0.8,0.8,0.888888888888889
13,User_JiTfdloss_3,5.0,4.0,7,1.0,0.8,0.8,0.888888888888889
14,Sys_JiTfdloss_ref_1,4.15,1.5,7,0.8300000000000001,0.3,0.249,0.44070796460176986
14,Sys_JiTfdloss_ref_2,4.12,1.5,7,0.8240000000000001,0.3,0.2472,0.43985765124555154
14,Sys_JiTfdloss_ref_3,3.82,1.5,7,0.764,0.3,0.2292,0.4308270676691729
14,User_JiTfdloss_1,4.09,2.0,7,0.818,0.4,0.3272,0.5372742200328408
14,User_JiTfdloss_2,4.09,3.0,7,0.818,0.6,0.49079999999999996,0.6922425952045134
14,User_JiTfdloss_3,4.09,2.0,7,0.818,0.4,0.3272,0.5372742200328408
18,Sys_JiTfdloss_ref_1,4.12,1.5,7,0.8240000000000001,0.3,0.2472,0.43985765124555154
18,Sys_JiTfdloss_ref_2,3.85,1.5,7,0.77,0.3,0.23099999999999998,0.4317757009345794
18,Sys_JiTfdloss_ref_3,4.15,1.5,7,0.8300000000000001,0.3,0.249,0.44070796460176986
18,User_JiTfdloss_1,5.0,3.0,7,1.0,0.6,0.6,0.7499999999999999
18,User_JiTfdloss_2,4.29,2.0,7,0.858,0.4,0.3432,0.5456279809220985
18,User_JiTfdloss_3,5.0,2.0,7,1.0,0.4,0.4,0.5714285714285715
20,Sys_JiTfdloss_ref_1,4.82,3.65,10,0.9640000000000001,0.73,0.70372,0.8308382526564345
20,Sys_JiTfdloss_ref_2,4.85,3.65,10,0.97,0.73,0.7081,0.8330588235294117
20,Sys_JiTfdloss_ref_3,4.62,3.85,10,0.924,0.77,0.71148,0.8400000000000001
20,User_JiTfdloss_1,5.0,5.0,10,1.0,1.0,1.0,1.0
20,User_JiTfdloss_2,4.0,4.0,10,0.8,0.8,0.6400000000000001,0.8000000000000002
20,User_JiTfdloss_3,4.0,4.0,10,0.8,0.8,0.6400000000000001,0.8000000000000002
21,Sys_JiTfdloss_ref_1,4.85,4.72,10,0.97,0.944,0.9156799999999999,0.9568234064785789
21,Sys_JiTfdloss_ref_2,4.92,4.85,10,0.984,0.97,0.95448,0.976949846468782
21,Sys_JiTfdloss_ref_3,4.85,4.62,10,0.97,0.924,0.89628,0.9464413938753959
21,User_JiTfdloss_1,5.0,5.0,10,1.0,1.0,1.0,1.0
21,User_JiTfdloss_2,5.0,5.0,10,1.0,1.0,1.0,1.0
21,User_JiTfdloss_3,5.0,5.0,10,1.0,1.0,1.0,1.0
26,Sys_JiTfdloss_ref_1,4.65,3.85,10,0.93,0.77,0.7161000000000001,0.8424705882352941
26,Sys_JiTfdloss_ref_2,3.85,4.12,10,0.77,0.8240000000000001,0.63448,0.7960853199498118
26,Sys_JiTfdloss_ref_3,4.85,4.62,10,0.97,0.924,0.89628,0.9464413938753959
26,User_JiTfdloss_1,3.89,5.0,10,0.778,1.0,0.778,0.875140607424072
26,User_JiTfdloss_2,4.44,4.0,10,0.8880000000000001,0.8,0.7104000000000001,0.8417061611374408
26,User_JiTfdloss_3,4.44,3.0,10,0.8880000000000001,0.6,0.5328,0.7161290322580646
27,Sys_JiTfdloss_ref_1,3.85,3.6,10,0.77,0.72,0.5544,0.7441610738255033
27,Sys_JiTfdloss_ref_2,3.42,1.5,10,0.6839999999999999,0.3,0.20519999999999997,0.41707317073170724
27,Sys_JiTfdloss_ref_3,4.62,1.5,10,0.924,0.3,0.2772,0.45294117647058824
27,User_JiTfdloss_1,3.89,4.0,10,0.778,0.8,0.6224000000000001,0.7888466413181242
27,User_JiTfdloss_2,3.5,3.0,10,0.7,0.6,0.42,0.6461538461538462
27,User_JiTfdloss_3,3.89,2.0,10,0.778,0.4,0.31120000000000003,0.5283531409168082
29,Sys_JiTfdloss_ref_1,4.85,4.2,10,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
29,Sys_JiTfdloss_ref_2,4.85,4.2,10,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
29,Sys_JiTfdloss_ref_3,4.82,3.65,10,0.9640000000000001,0.73,0.70372,0.8308382526564345
29,User_JiTfdloss_1,5.0,4.0,10,1.0,0.8,0.8,0.888888888888889
29,User_JiTfdloss_2,3.75,4.0,10,0.75,0.8,0.6000000000000001,0.7741935483870969
29,User_JiTfdloss_3,5.0,4.0,10,1.0,0.8,0.8,0.888888888888889
30,Sys_JiTfdloss_ref_1,4.65,3.85,25,0.93,0.77,0.7161000000000001,0.8424705882352941
30,Sys_JiTfdloss_ref_2,4.72,3.85,25,0.944,0.77,0.72688,0.8481680280046674
30,Sys_JiTfdloss_ref_3,4.72,1.5,25,0.944,0.3,0.28319999999999995,0.45530546623794205
30,User_JiTfdloss_1,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
30,User_JiTfdloss_2,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
30,User_JiTfdloss_3,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
33,Sys_JiTfdloss_ref_1,4.65,3.0,25,0.93,0.6,0.558,0.7294117647058824
33,Sys_JiTfdloss_ref_2,4.85,3.0,25,0.97,0.6,0.582,0.7414012738853504
33,Sys_JiTfdloss_ref_3,3.85,3.0,25,0.77,0.6,0.46199999999999997,0.6744525547445255
33,User_JiTfdloss_1,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
33,User_JiTfdloss_2,5.0,5.0,25,1.0,1.0,1.0,1.0
33,User_JiTfdloss_3,5.0,5.0,25,1.0,1.0,1.0,1.0
35,Sys_JiTfdloss_ref_1,4.65,3.85,25,0.93,0.77,0.7161000000000001,0.8424705882352941
35,Sys_JiTfdloss_ref_2,4.85,3.72,25,0.97,0.744,0.72168,0.842100350058343
35,Sys_JiTfdloss_ref_3,4.12,2.85,25,0.8240000000000001,0.5700000000000001,0.4696800000000001,0.6738593974175037
35,User_JiTfdloss_1,5.0,3.0,25,1.0,0.6,0.6,0.7499999999999999
35,User_JiTfdloss_2,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
35,User_JiTfdloss_3,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
36,Sys_JiTfdloss_ref_1,4.15,2.85,25,0.8300000000000001,0.5700000000000001,0.4731000000000001,0.6758571428571429
36,Sys_JiTfdloss_ref_2,4.15,2.85,25,0.8300000000000001,0.5700000000000001,0.4731000000000001,0.6758571428571429
36,Sys_JiTfdloss_ref_3,4.85,4.72,25,0.97,0.944,0.9156799999999999,0.9568234064785789
36,User_JiTfdloss_1,5.0,5.0,25,1.0,1.0,1.0,1.0
36,User_JiTfdloss_2,5.0,3.0,25,1.0,0.6,0.6,0.7499999999999999
36,User_JiTfdloss_3,5.0,3.0,25,1.0,0.6,0.6,0.7499999999999999
38,Sys_JiTfdloss_ref_1,3.82,4.15,25,0.764,0.8300000000000001,0.63412,0.795633626097867
38,Sys_JiTfdloss_ref_2,4.35,3.8,25,0.8699999999999999,0.76,0.6611999999999999,0.8112883435582822
38,Sys_JiTfdloss_ref_3,4.72,4.95,25,0.944,0.99,0.93456,0.9664529472595657
38,User_JiTfdloss_1,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
38,User_JiTfdloss_2,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
38,User_JiTfdloss_3,5.0,5.0,25,1.0,1.0,1.0,1.0
43,Sys_JiTfdloss_ref_1,3.82,3.65,35,0.764,0.73,0.55772,0.7466131191432396
43,Sys_JiTfdloss_ref_2,3.65,3.82,35,0.73,0.764,0.55772,0.7466131191432396
43,Sys_JiTfdloss_ref_3,3.42,2.85,35,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
43,User_JiTfdloss_1,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
43,User_JiTfdloss_2,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
43,User_JiTfdloss_3,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
44,Sys_JiTfdloss_ref_1,4.65,4.72,35,0.93,0.944,0.87792,0.9369477054429028
44,Sys_JiTfdloss_ref_2,3.42,2.85,35,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
44,Sys_JiTfdloss_ref_3,4.85,4.92,35,0.97,0.984,0.95448,0.976949846468782
44,User_JiTfdloss_1,4.0,5.0,35,0.8,1.0,0.8,0.888888888888889
44,User_JiTfdloss_2,5.0,3.0,35,1.0,0.6,0.6,0.7499999999999999
44,User_JiTfdloss_3,5.0,5.0,35,1.0,1.0,1.0,1.0
46,Sys_JiTfdloss_ref_1,4.35,3.82,35,0.8699999999999999,0.764,0.6646799999999999,0.8135618115055079
46,Sys_JiTfdloss_ref_2,4.85,4.2,35,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
46,Sys_JiTfdloss_ref_3,4.15,3.85,35,0.8300000000000001,0.77,0.6391000000000001,0.7988750000000001
46,User_JiTfdloss_1,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
46,User_JiTfdloss_2,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
46,User_JiTfdloss_3,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
47,Sys_JiTfdloss_ref_1,4.62,3.85,35,0.924,0.77,0.71148,0.8400000000000001
47,Sys_JiTfdloss_ref_2,3.85,3.6,35,0.77,0.72,0.5544,0.7441610738255033
47,Sys_JiTfdloss_ref_3,4.65,3.82,35,0.93,0.764,0.71052,0.8388665879574971
47,User_JiTfdloss_1,5.0,3.0,35,1.0,0.6,0.6,0.7499999999999999
47,User_JiTfdloss_2,4.0,3.0,35,0.8,0.6,0.48,0.6857142857142857
47,User_JiTfdloss_3,4.0,3.0,35,0.8,0.6,0.48,0.6857142857142857
48,Sys_JiTfdloss_ref_1,4.15,2.85,35,0.8300000000000001,0.5700000000000001,0.4731000000000001,0.6758571428571429
48,Sys_JiTfdloss_ref_2,3.85,3.2,35,0.77,0.64,0.4928,0.6990070921985815
48,Sys_JiTfdloss_ref_3,3.82,2.65,35,0.764,0.53,0.40492,0.6258423493044822
48,User_JiTfdloss_1,2.5,3.0,35,0.5,0.6,0.3,0.5454545454545454
48,User_JiTfdloss_2,2.5,2.0,35,0.5,0.4,0.2,0.4444444444444445
48,User_JiTfdloss_3,5.0,2.0,35,1.0,0.4,0.4,0.5714285714285715
50,Sys_JiTfdloss_ref_1,4.92,4.98,39,0.984,0.9960000000000001,0.980064,0.9899636363636364
50,Sys_JiTfdloss_ref_2,4.92,4.98,39,0.984,0.9960000000000001,0.980064,0.9899636363636364
50,Sys_JiTfdloss_ref_3,4.92,4.98,39,0.984,0.9960000000000001,0.980064,0.9899636363636364
50,User_JiTfdloss_1,5.0,5.0,39,1.0,1.0,1.0,1.0
50,User_JiTfdloss_2,5.0,5.0,39,1.0,1.0,1.0,1.0
50,User_JiTfdloss_3,5.0,5.0,39,1.0,1.0,1.0,1.0
52,Sys_JiTfdloss_ref_1,4.12,2.85,39,0.8240000000000001,0.5700000000000001,0.4696800000000001,0.6738593974175037
52,Sys_JiTfdloss_ref_2,4.62,3.85,39,0.924,0.77,0.71148,0.8400000000000001
52,Sys_JiTfdloss_ref_3,4.15,2.85,39,0.8300000000000001,0.5700000000000001,0.4731000000000001,0.6758571428571429
52,User_JiTfdloss_1,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
52,User_JiTfdloss_2,3.89,2.0,39,0.778,0.4,0.31120000000000003,0.5283531409168082
52,User_JiTfdloss_3,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
53,Sys_JiTfdloss_ref_1,3.42,2.0,39,0.6839999999999999,0.4,0.2736,0.5047970479704796
53,Sys_JiTfdloss_ref_2,3.42,2.0,39,0.6839999999999999,0.4,0.2736,0.5047970479704796
53,Sys_JiTfdloss_ref_3,3.85,2.0,39,0.77,0.4,0.30800000000000005,0.5264957264957266
53,User_JiTfdloss_1,4.29,2.0,39,0.858,0.4,0.3432,0.5456279809220985
53,User_JiTfdloss_2,4.29,2.0,39,0.858,0.4,0.3432,0.5456279809220985
53,User_JiTfdloss_3,4.29,2.0,39,0.858,0.4,0.3432,0.5456279809220985
54,Sys_JiTfdloss_ref_1,4.35,2.0,39,0.8699999999999999,0.4,0.348,0.5480314960629921
54,Sys_JiTfdloss_ref_2,4.85,4.92,39,0.97,0.984,0.95448,0.976949846468782
54,Sys_JiTfdloss_ref_3,4.35,2.0,39,0.8699999999999999,0.4,0.348,0.5480314960629921
54,User_JiTfdloss_1,4.38,4.0,39,0.876,0.8,0.7008000000000001,0.8362768496420048
54,User_JiTfdloss_2,5.0,5.0,39,1.0,1.0,1.0,1.0
54,User_JiTfdloss_3,4.38,2.0,39,0.876,0.4,0.35040000000000004,0.5492163009404389
55,Sys_JiTfdloss_ref_1,4.35,3.82,39,0.8699999999999999,0.764,0.6646799999999999,0.8135618115055079
55,Sys_JiTfdloss_ref_2,4.62,3.85,39,0.924,0.77,0.71148,0.8400000000000001
55,Sys_JiTfdloss_ref_3,4.85,4.92,39,0.97,0.984,0.95448,0.976949846468782
55,User_JiTfdloss_1,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
55,User_JiTfdloss_2,4.38,4.0,39,0.876,0.8,0.7008000000000001,0.8362768496420048
55,User_JiTfdloss_3,5.0,4.0,39,1.0,0.8,0.8,0.888888888888889
61,Sys_JiTfdloss_ref_1,2.85,1.5,49,0.5700000000000001,0.3,0.171,0.3931034482758621
61,Sys_JiTfdloss_ref_2,1.85,2.1,49,0.37,0.42000000000000004,0.1554,0.39341772151898735
61,Sys_JiTfdloss_ref_3,2.85,1.5,49,0.5700000000000001,0.3,0.171,0.3931034482758621
61,User_JiTfdloss_1,4.29,2.0,49,0.858,0.4,0.3432,0.5456279809220985
61,User_JiTfdloss_2,4.38,2.0,49,0.876,0.4,0.35040000000000004,0.5492163009404389
61,User_JiTfdloss_3,4.38,2.0,49,0.876,0.4,0.35040000000000004,0.5492163009404389
62,Sys_JiTfdloss_ref_1,4.85,3.75,49,0.97,0.75,0.7275,0.8459302325581396
62,Sys_JiTfdloss_ref_2,4.35,3.85,49,0.8699999999999999,0.77,0.6698999999999999,0.8169512195121951
62,Sys_JiTfdloss_ref_3,4.85,3.2,49,0.97,0.64,0.6208,0.7711801242236026
62,User_JiTfdloss_1,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
62,User_JiTfdloss_2,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
62,User_JiTfdloss_3,4.29,3.0,49,0.858,0.6,0.5147999999999999,0.7061728395061727
64,Sys_JiTfdloss_ref_1,4.72,3.0,49,0.944,0.6,0.5663999999999999,0.7336787564766838
64,Sys_JiTfdloss_ref_2,4.92,4.95,49,0.984,0.99,0.97416,0.9869908814589666
64,Sys_JiTfdloss_ref_3,4.92,4.95,49,0.984,0.99,0.97416,0.9869908814589666
64,User_JiTfdloss_1,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
64,User_JiTfdloss_2,5.0,5.0,49,1.0,1.0,1.0,1.0
64,User_JiTfdloss_3,5.0,5.0,49,1.0,1.0,1.0,1.0
65,Sys_JiTfdloss_ref_1,4.62,3.85,49,0.924,0.77,0.71148,0.8400000000000001
65,Sys_JiTfdloss_ref_2,4.62,3.85,49,0.924,0.77,0.71148,0.8400000000000001
65,Sys_JiTfdloss_ref_3,4.68,3.85,49,0.9359999999999999,0.77,0.72072,0.8449237983587339
65,User_JiTfdloss_1,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
65,User_JiTfdloss_2,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
65,User_JiTfdloss_3,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
67,Sys_JiTfdloss_ref_1,4.65,3.85,49,0.93,0.77,0.7161000000000001,0.8424705882352941
67,Sys_JiTfdloss_ref_2,4.12,2.85,49,0.8240000000000001,0.5700000000000001,0.4696800000000001,0.6738593974175037
67,Sys_JiTfdloss_ref_3,4.68,3.42,49,0.9359999999999999,0.6839999999999999,0.6402239999999999,0.7904
67,User_JiTfdloss_1,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
67,User_JiTfdloss_2,5.0,3.0,49,1.0,0.6,0.6,0.7499999999999999
67,User_JiTfdloss_3,5.0,4.0,49,1.0,0.8,0.8,0.888888888888889
70,Sys_JiTfdloss_ref_1,4.92,4.85,51,0.984,0.97,0.95448,0.976949846468782
70,Sys_JiTfdloss_ref_2,4.85,3.6,51,0.97,0.72,0.6983999999999999,0.8265088757396449
70,Sys_JiTfdloss_ref_3,4.92,4.98,51,0.984,0.9960000000000001,0.980064,0.9899636363636364
70,User_JiTfdloss_1,5.0,5.0,51,1.0,1.0,1.0,1.0
70,User_JiTfdloss_2,5.0,5.0,51,1.0,1.0,1.0,1.0
70,User_JiTfdloss_3,5.0,4.0,51,1.0,0.8,0.8,0.888888888888889
71,Sys_JiTfdloss_ref_1,4.15,4.62,51,0.8300000000000001,0.924,0.7669200000000002,0.8744811858608895
71,Sys_JiTfdloss_ref_2,2.85,3.0,51,0.5700000000000001,0.6,0.342,0.5846153846153846
71,Sys_JiTfdloss_ref_3,4.72,4.35,51,0.944,0.8699999999999999,0.8212799999999999,0.9054906284454245
71,User_JiTfdloss_1,3.12,4.0,51,0.624,0.8,0.49920000000000003,0.7011235955056181
71,User_JiTfdloss_2,3.12,2.0,51,0.624,0.4,0.24960000000000002,0.48750000000000004
71,User_JiTfdloss_3,4.38,2.0,51,0.876,0.4,0.35040000000000004,0.5492163009404389
72,Sys_JiTfdloss_ref_1,1.85,3.2,51,0.37,0.64,0.2368,0.46891089108910894
72,Sys_JiTfdloss_ref_2,2.15,3.85,51,0.43,0.77,0.3311,0.5518333333333334
72,Sys_JiTfdloss_ref_3,2.85,3.2,51,0.5700000000000001,0.64,0.36480000000000007,0.6029752066115703
72,User_JiTfdloss_1,3.33,5.0,51,0.666,1.0,0.666,0.7995198079231693
72,User_JiTfdloss_2,3.33,4.0,51,0.666,0.8,0.5328,0.7268758526603001
72,User_JiTfdloss_3,3.33,5.0,51,0.666,1.0,0.666,0.7995198079231693
76,Sys_JiTfdloss_ref_1,4.92,4.85,51,0.984,0.97,0.95448,0.976949846468782
76,Sys_JiTfdloss_ref_2,4.85,3.62,51,0.97,0.724,0.7022799999999999,0.8291381345926799
76,Sys_JiTfdloss_ref_3,2.85,3.65,51,0.5700000000000001,0.73,0.4161,0.6401538461538462
76,User_JiTfdloss_1,5.0,5.0,51,1.0,1.0,1.0,1.0
76,User_JiTfdloss_2,5.0,5.0,51,1.0,1.0,1.0,1.0
76,User_JiTfdloss_3,3.75,4.0,51,0.75,0.8,0.6000000000000001,0.7741935483870969
79,Sys_JiTfdloss_ref_1,1.85,3.62,51,0.37,0.724,0.26788,0.48972577696526515
79,Sys_JiTfdloss_ref_2,2.15,2.85,51,0.43,0.5700000000000001,0.2451,0.4902
79,Sys_JiTfdloss_ref_3,1.85,2.92,51,0.37,0.584,0.21608,0.4529979035639413
79,User_JiTfdloss_1,1.25,3.0,51,0.25,0.6,0.15,0.35294117647058826
79,User_JiTfdloss_2,1.25,3.0,51,0.25,0.6,0.15,0.35294117647058826
79,User_JiTfdloss_3,1.25,3.0,51,0.25,0.6,0.15,0.35294117647058826
80,Sys_JiTfdloss_ref_1,2.35,2.8,52,0.47000000000000003,0.5599999999999999,0.2632,0.5110679611650485
80,Sys_JiTfdloss_ref_2,3.85,3.62,52,0.77,0.724,0.55748,0.7462918340026774
80,Sys_JiTfdloss_ref_3,2.35,3.82,52,0.47000000000000003,0.764,0.35908,0.5819773095623987
80,User_JiTfdloss_1,2.5,2.0,52,0.5,0.4,0.2,0.4444444444444445
80,User_JiTfdloss_2,4.29,4.0,52,0.858,0.8,0.6864,0.8279855247285887
80,User_JiTfdloss_3,4.29,3.0,52,0.858,0.6,0.5147999999999999,0.7061728395061727
83,Sys_JiTfdloss_ref_1,2.85,2.9,52,0.5700000000000001,0.58,0.3306,0.5749565217391305
83,Sys_JiTfdloss_ref_2,2.15,2.85,52,0.43,0.5700000000000001,0.2451,0.4902
83,Sys_JiTfdloss_ref_3,4.15,2.85,52,0.8300000000000001,0.5700000000000001,0.4731000000000001,0.6758571428571429
83,User_JiTfdloss_1,2.14,3.0,52,0.42800000000000005,0.6,0.25680000000000003,0.4996108949416343
83,User_JiTfdloss_2,5.0,2.0,52,1.0,0.4,0.4,0.5714285714285715
83,User_JiTfdloss_3,2.14,4.0,52,0.42800000000000005,0.8,0.34240000000000004,0.5576547231270358
84,Sys_JiTfdloss_ref_1,3.85,4.12,52,0.77,0.8240000000000001,0.63448,0.7960853199498118
84,Sys_JiTfdloss_ref_2,3.85,3.6,52,0.77,0.72,0.5544,0.7441610738255033
84,Sys_JiTfdloss_ref_3,4.85,4.9,52,0.97,0.9800000000000001,0.9506000000000001,0.974974358974359
84,User_JiTfdloss_1,4.29,5.0,52,0.858,1.0,0.858,0.9235737351991388
84,User_JiTfdloss_2,4.29,4.0,52,0.858,0.8,0.6864,0.8279855247285887
84,User_JiTfdloss_3,4.29,5.0,52,0.858,1.0,0.858,0.9235737351991388
85,Sys_JiTfdloss_ref_1,3.85,3.92,52,0.77,0.784,0.60368,0.7769369369369369
85,Sys_JiTfdloss_ref_2,3.45,3.8,52,0.6900000000000001,0.76,0.5244000000000001,0.7233103448275863
85,Sys_JiTfdloss_ref_3,4.92,4.95,52,0.984,0.99,0.97416,0.9869908814589666
85,User_JiTfdloss_1,4.17,4.0,52,0.834,0.8,0.6672,0.8166462668298654
85,User_JiTfdloss_2,5.0,4.0,52,1.0,0.8,0.8,0.888888888888889
85,User_JiTfdloss_3,5.0,5.0,52,1.0,1.0,1.0,1.0
89,Sys_JiTfdloss_ref_1,2.85,3.2,52,0.5700000000000001,0.64,0.36480000000000007,0.6029752066115703
89,Sys_JiTfdloss_ref_2,2.45,3.8,52,0.49000000000000005,0.76,0.37240000000000006,0.5958400000000001
89,Sys_JiTfdloss_ref_3,1.85,4.92,52,0.37,0.984,0.36408,0.5377843426883309
89,User_JiTfdloss_1,2.86,3.0,52,0.572,0.6,0.34319999999999995,0.5856655290102388
89,User_JiTfdloss_2,1.67,4.0,52,0.33399999999999996,0.8,0.2672,0.47125220458553796
89,User_JiTfdloss_3,2.86,3.0,52,0.572,0.6,0.34319999999999995,0.5856655290102388
90,Sys_JiTfdloss_ref_1,4.35,2.85,64,0.8699999999999999,0.5700000000000001,0.4959,0.6887500000000001
90,Sys_JiTfdloss_ref_2,4.65,3.2,64,0.93,0.64,0.5952000000000001,0.7582165605095542
90,Sys_JiTfdloss_ref_3,4.65,4.35,64,0.93,0.8699999999999999,0.8090999999999999,0.899
90,User_JiTfdloss_1,5.0,4.0,64,1.0,0.8,0.8,0.888888888888889
90,User_JiTfdloss_2,5.0,4.0,64,1.0,0.8,0.8,0.888888888888889
90,User_JiTfdloss_3,5.0,3.0,64,1.0,0.6,0.6,0.7499999999999999
